path,sha256,artifact_kind,generator_version,schema_version,created_at,source_commit,notes
outputs/KL2003_F2_ROW28_NESTED_SCHEMA_CHECK_v1/nested_schema_check_summary.json,1b50a583c4092b1c275b287d8777594dc485a7a3cfd336678e1a4dc8a0d96003,summary,kl2003_f2_row28_nested_schema_check_v1.py,KL2003_F2_HIGH_K_DATA_CERTIFICATE_FORMAT_v2,2026-07-18T22:31:27.211682+00:00,717f8d60ef7a3fb9099030e673ef27f2a31a825e,row28 nested schema check output
outputs/KL2003_F2_ROW28_NESTED_SCHEMA_CHECK_v1/schema_capability_matrix.csv,84f029d233ad3e470fa36909ee72187f46dde0a9261a5b812ae8ad4abbf5c69a,diagnostic,kl2003_f2_row28_nested_schema_check_v1.py,KL2003_F2_HIGH_K_DATA_CERTIFICATE_FORMAT_v2,2026-07-18T22:31:27.211682+00:00,717f8d60ef7a3fb9099030e673ef27f2a31a825e,row28 nested schema check output
outputs/KL2003_F2_ROW28_NESTED_SCHEMA_CHECK_v1/schema_gap_analysis.csv,7ec9447598fc8b3ec614bb32810487689246b04196a00d0c4ceeed7286e6dccc,diagnostic,kl2003_f2_row28_nested_schema_check_v1.py,KL2003_F2_HIGH_K_DATA_CERTIFICATE_FORMAT_v2,2026-07-18T22:31:27.211682+00:00,717f8d60ef7a3fb9099030e673ef27f2a31a825e,row28 nested schema check output
outputs/KL2003_F2_ROW28_NESTED_SCHEMA_CHECK_v1/row28_nested_representation_proposal.json,d248c31f539bfcbc4e3d9bf0f05ec406760dee980c6f4e96476e906e5140e10b,diagnostic,kl2003_f2_row28_nested_schema_check_v1.py,KL2003_F2_HIGH_K_DATA_CERTIFICATE_FORMAT_v2,2026-07-18T22:31:27.211682+00:00,717f8d60ef7a3fb9099030e673ef27f2a31a825e,row28 nested schema check output
