a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
98,65,25088,128,24960,1934,58,1874,1874,1933,1,1,0,99.948293692,yes,yes,yes,yes,yes,yes,yes,d34a513ffebfe6b11af39befc61a0c53c68f352e8ed5b4610f85f6c6c2b9f4ca,8e393719bbc8c2f2a3094f5616f0ec2d967c23158ee186b46f7b4d65bbc81892,4b48c34ce0339ece718d910681b1203e18eb017aba96f02dc009bc0961787455,4b48c34ce0339ece718d910681b1203e18eb017aba96f02dc009bc0961787455,
107,71,27392,128,27264,3557,77,3478,3461,3539,18,1,17,99.493955581,yes,yes,yes,yes,yes,yes,yes,93ab67a3775fca42cd30c50ef91201d7f4cd3ce7e27e74ecab7fa640dfe68d4a,18ef8de42759a1569c0e906901b674d2dbcf852ff56ca79f50ddba32a49ca1d3,759bfd63b676c89ddbb606f7755fd7aa773b173b31637088f869b4f6bcf87991,824548560667a42cedc1dc487dea6bcb30294c5167fdf1d18b5563794936cfb4,12171 18213 18237 18253 18257 24342 27312 27316 27320 27322 27352 27354
116,77,29696,128,29568,1043,99,942,942,1042,1,1,0,99.904122723,yes,yes,yes,yes,yes,yes,yes,2862d4a48d3b077113981b41e7ea092acd08b1dc3dab9372c5a3742cdc68e7cc,767aced83898b4cf9229260547c85e0f500f984e23d0721219c5cb046f255167,b030f5d36e37b5aaed836e9e3797d0fe33eb4b43a7f128d7430ef7d45c9ff23e,b030f5d36e37b5aaed836e9e3797d0fe33eb4b43a7f128d7430ef7d45c9ff23e,
125,83,32000,128,31872,1866,570,1294,1294,1865,1,1,0,99.946409432,yes,yes,yes,yes,yes,yes,yes,2d2271f9eca298fab25796286fdd4e2c4081e46bd30e78cf2aefe6a861c3a235,604f92fc6c2ac277ee8ba2e0b983ebed9f9402b7f8c57f95698ee6e23d0d7332,6e9977433d438e43fcc51a983766289eb5cb0ecf1e236e29c86645fb62c07768,6e9977433d438e43fcc51a983766289eb5cb0ecf1e236e29c86645fb62c07768,
134,89,34304,128,34176,1367,62,1303,1303,1366,1,1,0,99.926847110,yes,yes,yes,yes,yes,yes,yes,56d46d464c0a8546c3eafc920cd0ed89ed87855a38369b5bde9cb75a00832186,1befea762f1f25b672093b0c5c0913f5a4fa1f5a831c2c1b8d7c2944d5be530a,034e0a5c7138aec707453b064331d3b4c3c79571f633ec64666abb55864a5d7d,034e0a5c7138aec707453b064331d3b4c3c79571f633ec64666abb55864a5d7d,
143,95,36608,128,36480,1400,416,982,982,1399,1,1,0,99.928571429,yes,yes,yes,yes,yes,yes,yes,dddecdd81ab74434193ea269b293d2a4ef6b8e888521c6f4e9556e57d0a3ab07,d15775daf35cb8db5cc78b7ec90c4ef91b6056ef560aa5b47d7ee7c9d95e4ab0,bb84ae824df3f644026e4a715fea453111a5fa51a84e659c932920bc2b758682,bb84ae824df3f644026e4a715fea453111a5fa51a84e659c932920bc2b758682,
152,101,38912,128,38784,2802,78,2722,2721,2800,2,1,1,99.928622413,yes,yes,yes,yes,yes,yes,yes,58a21772923b4ea7307633ef054175cef1827192e8d75d12a52206b7675030d3,dcecdae8d838779dc54852c34b269d223ebd03385ad3af93bf6643a76fa9ac7d,30ed30ce5300044711dd9c0075d47e160ec8ce1abecd1b917bb2a7dacf04eb2d,57a1d64c7cdb475225ca5a03dbcdcf560565375bc09674a9b164af631e8cedec,38892
161,107,41216,128,41088,5179,50,5127,5113,5164,15,1,14,99.710368797,yes,yes,yes,yes,yes,yes,yes,c9386409e5191b5226cfa65d2dd05f59e63aa73fb3933c70dfef494e23002415,a0c0a14d3b992b92dea2dc632dc08c5a407b7fd137f4c93246b9d55755992d55,84a5d95a1aee8e299149014208e5bb35a67b356addfa3b8cc72321f23f7558f6,d805d2ae3ee8c1614f8c66e98fe01b2471710f2a1d63cd3e94bbc1789e72962d,18307 24409 27393 27461 27469 36614 41090 41092 41116 41184 41192 41194
170,113,43520,128,43392,712,92,618,618,711,1,1,0,99.859550562,yes,yes,yes,yes,yes,yes,yes,0d5f4bba5e38fda90eb472eceb6f3cd27f5bf3f4961c54e95b79910a1575c654,8e2dceeaaf06c1db7ac98d8950d313a73478565c4716fb91e509410675a287f2,70046b6f7d8d23f3d7b9553c227b57bbce6c02d3175f95ee2087045d727a854b,70046b6f7d8d23f3d7b9553c227b57bbce6c02d3175f95ee2087045d727a854b,
179,119,45824,128,45696,1222,61,1159,1159,1221,1,1,0,99.918166939,yes,yes,yes,yes,yes,yes,yes,a173434ba4ea8321460e716b3e5f490e42662c4cf018e7d952ac8e9c52c18c5c,19987ac7e2e2742dbdeb0d1102cf7a5ce0775da264dc1f7532cb9feca4133d8e,1e97cba2619a26517c2751cd958281031631e17db9946c23a30af415492e0932,1e97cba2619a26517c2751cd958281031631e17db9946c23a30af415492e0932,
188,125,48128,128,48000,2822,63,2757,2757,2821,1,1,0,99.964564139,yes,yes,yes,yes,yes,yes,yes,08f807d78191bde8b353052787905d316723f66139772a84fea770951f12b244,476d5da8860c0fefd5c576c7c973168ff4433f68ab09e34f6fdf0a49c389cfa0,774dc650437cef640fb7905f6790eb5c6108a4229a00133537c29a44a526052c,774dc650437cef640fb7905f6790eb5c6108a4229a00133537c29a44a526052c,
197,131,50432,128,50304,878,201,675,675,877,1,1,0,99.886104784,yes,yes,yes,yes,yes,yes,yes,f36d3064457433f8d9e7808e74150993fe1a72471c1cd2036a4d044a76c76bac,202557aeebaeb9e4ca18dae6601b03cabd2a7438b82f742ce12f1bbc8efd9327,38de6cb44a7d319fcc82d6396d096815074126b2d2f7bd780fceb4d845a83e00,38de6cb44a7d319fcc82d6396d096815074126b2d2f7bd780fceb4d845a83e00,
206,137,52736,128,52608,9743,200,9541,9476,9677,66,1,65,99.322590578,yes,yes,yes,yes,yes,yes,yes,efa5d1b24ae0a09cf1251d90ebb5457542396b6a59c602ca76b790991574446f,03f554ab2afa797b55faaa45f927c3091a80d505202ee00efbd1e202402db2c4,fee3cd49d0083326241816c2504793f6112bafe9bfbfeb00283fc4cc5b39c634,02e2e3d47d4372e9828e169ad1ee22d3255e8a2367b067709e0b294c9a17ec35,13863 15607 20795 20809 23395 23403 23411 23427 27726 27745 31193 31214
215,143,55040,128,54912,2114,116,1996,1996,2113,1,1,0,99.952696310,yes,yes,yes,yes,yes,yes,yes,a2ce277b2dbc8125b0a4dccba88ee182cae19c32c61a326d65288f80be65bd30,c3e9a3f9d0c331afdc950259e24d0d5a298ec5c72387b9ba5ca0b6e6a1b9bba6,d575d377fedcab5f9de5e79c9e310e58c55dc71a8bbf2d1c0362510cf4e92b43,d575d377fedcab5f9de5e79c9e310e58c55dc71a8bbf2d1c0362510cf4e92b43,
224,149,57344,128,57216,603,193,408,408,602,1,1,0,99.834162521,yes,yes,yes,yes,yes,yes,yes,6ef6331d8d1e6b04d95539cee6cef9c2099427036b4aaa50e3297647ec450140,06b97ced0b6548daa072f0616e828eeed0a0315c7362f47f70644192ce9e0345,011728545c9dac444daf71670357d4ab9076a7e98cc21ccb53d966525ebb00c9,011728545c9dac444daf71670357d4ab9076a7e98cc21ccb53d966525ebb00c9,
233,155,59648,128,59520,11337,68,11267,11251,11320,17,1,16,99.850048514,yes,yes,yes,yes,yes,yes,yes,f165a182ad466ab1dcaa5ddcde06d4e27dedf34f393571a38ed135bc8995e91e,4bcd5c7fcdb9ff3e113bf8d3ce5f922540c7af435f2205f79a0132ba2fafb4de,40df340aa699e4556b83e8551abc2c391137d782bd724a707e96b61fd73801fb,33d359ae84c8aceed2e517b867dced30fc6064b5b764fd26980408114499564a,26475 39685 39709 39713 39717 52950 59528 59530 59532 59564 59568 59570
242,161,61952,128,61824,7780,59,7719,7686,7746,34,1,33,99.562982005,yes,yes,yes,yes,yes,yes,yes,b63f9bb3f10cbeee27095a1b0bb89af7e1fdbda388d1e7ebbf670c57a1b72265,cd37dbdd42ed7a262cafc3d3c9ed760533a8e4b8875ab2dd92bdd354573321d8,45c360c84c789abf89a96d63ba12b71f2b921d07b9eeaa85855d6d1473666079,c491c661656c6b58f888a22e6ce26c32f95ebaee20a2066978c98fef48343048,27523 36697 41221 41229 41233 41265 41269 41277 41281 41285 55046 61832
251,167,64256,128,64128,13047,146,12899,12881,13028,19,1,18,99.854372653,yes,yes,yes,yes,yes,yes,yes,2e642f92d222cfa3638db6996582722d234f1edc3bc8211823205537b8cbc38e,444b4c42c598c369c6a3cd9f6959cbef706e01b16a1bc644e73546153ad465d8,8d37131ff54f96713fee9c479213242ba9f456f207ed63d0b6c8c7b8cd47706c,f847975bc532fb2a3404b24d3dbdab09ee6c2e083cb52445ae518e75d9e27f09,28515 42753 42757 42773 42789 57030 64130 64136 64138 64140 64160 64168
260,173,66560,128,66432,2711,66,2643,2643,2710,1,1,0,99.963113242,yes,yes,yes,yes,yes,yes,yes,a94667c1355e7d462c2130591c179ff7cac23c827556114c9be4546507eac08a,990a1597fe65e112f337084c57256ff5a1931770cdc0632e7d47f2038b4488fb,d0e5798e52879199640b0b3a61635b00e53eab0d3af54d19225432b1a30d3890,d0e5798e52879199640b0b3a61635b00e53eab0d3af54d19225432b1a30d3890,
269,179,68864,128,68736,1941,148,1791,1791,1940,1,1,0,99.948480165,yes,yes,yes,yes,yes,yes,yes,b4e0212cdcae54825642516b05394c8e4779d240c682ab61c98d21e44409e74d,fa8166b01b249f28e4c15d9b82e7b154f5b2eba5e2556d6b2b2b1a7b2dfa4da8,e02fb8fe65cb4f18277eebf744d5e00ca336d2271ef552879331fd57ed3f776f,e02fb8fe65cb4f18277eebf744d5e00ca336d2271ef552879331fd57ed3f776f,
278,185,71168,128,71040,416,134,280,280,415,1,1,0,99.759615385,yes,yes,yes,yes,yes,yes,yes,09a4f5f339c090e55f171157b0d436bb15bf7667955cda658a51707037d0f6aa,967e8965a1840f543509c3e027aefd1c76a5d386c8cc566a304132c3d28c013f,780502e564453de9ec036a969d69b6fb43e5383843668f2d4098d5b69d86789b,780502e564453de9ec036a969d69b6fb43e5383843668f2d4098d5b69d86789b,
287,191,73472,128,73344,1150,90,1058,1058,1149,1,1,0,99.913043478,yes,yes,yes,yes,yes,yes,yes,a281fd024750326aa734f21b879731efd54f62825d881202ad9ad76ef0545900,998f3554f97296fd1af4f6e7a81ab83b1ae33a591bf05b65c4b3b42288ccd285,f80939f8aac58464987fd444e2769675b8e51b0f780f49ce610d5fc3bf79f88e,f80939f8aac58464987fd444e2769675b8e51b0f780f49ce610d5fc3bf79f88e,
296,197,75776,128,75648,1374,85,1287,1287,1373,1,1,0,99.927219796,yes,yes,yes,yes,yes,yes,yes,a96b5508129a98b3535310ec44334e0929d8741ce132c0614e41e2d65af31616,acd7090b247dfeb476b10966a0054b3d36b653b9d0a5e815325144338db53508,ef4247d4f7278e5183468fe595831dec1809bbe3f8b1ae0b04cb8ea915e5c979,ef4247d4f7278e5183468fe595831dec1809bbe3f8b1ae0b04cb8ea915e5c979,
305,203,78080,128,77952,533,191,340,340,532,1,1,0,99.812382739,yes,yes,yes,yes,yes,yes,yes,e82f2c34e85151ba6e3c282472a62ff70ca4fe8f613b20485245d83c9cb98f31,ecbf05acd5765270ad0e0dadb96f262bcdacab676f93b4212c3a0a5cf85d0519,195c1a4d3026cb86c0585e42243916cf2c556b9ffb1388ad9a8674c3f2b28e87,195c1a4d3026cb86c0585e42243916cf2c556b9ffb1388ad9a8674c3f2b28e87,
314,209,80384,128,80256,2103,392,1709,1709,2102,1,1,0,99.952448883,yes,yes,yes,yes,yes,yes,yes,bb385a253ccd020e525b082e60e246a3c48ecb57bf76efd09e422865e7742fce,07c79c64c62ec3fb1a55642db01a7cb0a8e5a4a7ec12fe7bc628f4f1cc4f4227,11cd0ebc9fabd7c349dabfbd88a218b8909ab2fea704d4f69c2a1e0d89f08ab5,11cd0ebc9fabd7c349dabfbd88a218b8909ab2fea704d4f69c2a1e0d89f08ab5,
323,215,82688,128,82560,3312,68,3242,3242,3311,1,1,0,99.969806763,yes,yes,yes,yes,yes,yes,yes,6031dfd8d085b9973946bbde15b6d80cc80b04577c0d25a51f1db71478e1b4ff,2b016fa78e32706eb561d25ca1c73b2490c8cf050ed2a4fd8f2e487741d66d82,ac371b4b3d30a199140361c7b6cd9c3750581c7c9cea93d170e974332e349612,ac371b4b3d30a199140361c7b6cd9c3750581c7c9cea93d170e974332e349612,
332,221,84992,128,84864,780,119,659,659,779,1,1,0,99.871794872,yes,yes,yes,yes,yes,yes,yes,cd4f65c7056dfc8ffed8909be6d5480a93c235d400f3d0cea41f996f788748dc,84ff5f72275228bc9cd9ba611d4fd4db546fb8bf84554c6615289949b7349e82,b30b71166b8a8f93b9b0b8166e7ba09c6f27a48d154a0f7a6c333ef1614091de,b30b71166b8a8f93b9b0b8166e7ba09c6f27a48d154a0f7a6c333ef1614091de,
341,227,87296,128,87168,1933,66,1865,1865,1932,1,1,0,99.948266943,yes,yes,yes,yes,yes,yes,yes,0770e82bf376af0d5c111d1666b9b8d1f6041b06631d78d5f91bb1d2eb96dd30,adf0b6664eae30a6ecc161a0d54700b348cc4ddbe1e49b8d3460fe672d3fe29d,aa133a09a9a6d1b4f0d6f587fce13bc520eff5fdc4e7f3867d1ab369cc61c20d,aa133a09a9a6d1b4f0d6f587fce13bc520eff5fdc4e7f3867d1ab369cc61c20d,
350,233,89600,128,89472,17013,55,16956,16946,17002,11,1,10,99.935343561,yes,yes,yes,yes,yes,yes,yes,11b8dfaabbe6a114fa795b331a0f9017b83dcd51b03c84eb4274dba0e933dfb8,2c95bd396f08e302bdf2b0783da3e3ce4aeaf11dfd353feb749394dccc2f1bd0,fc62074ae0382d6b17226cdf8d16cf5c9a32f50fefd5a4ef48042890945b4ec0,fd24f9a942423a3d37f89f598cbf0970bd0107de37cbb3b804e43d25a8d3cc11,39787 53049 59681 59685 79574 89520 89522 89524 89528 89530
359,239,91904,128,91776,1374,123,1249,1249,1373,1,1,0,99.927219796,yes,yes,yes,yes,yes,yes,yes,e582c61dd6512317f06713d346189dd31021e6b538d3f44d7be0cea2c3987b55,d767f23c75079b40412dd327d08d876ad4e0baaf31f69ca4179b7fd4ef2ee65d,1eb0d7d6e893bbdfb1eca1035d535d5906772b7aa16eaa4a18260df6caa4fd9d,1eb0d7d6e893bbdfb1eca1035d535d5906772b7aa16eaa4a18260df6caa4fd9d,
368,245,94208,128,94080,1444,108,1334,1334,1443,1,1,0,99.930747922,yes,yes,yes,yes,yes,yes,yes,eee086e17d84e054c50a372f28297315554f1c828305b2db3a04ce721a0fcb70,6715ba9a797c5e6eb7864b371cc281ef0d78b39d77873013d1709487aafd7ec6,e7191b86a162bb0c8c73efcebb2db89167d6072fe5be68c3516fd1bea29880d4,e7191b86a162bb0c8c73efcebb2db89167d6072fe5be68c3516fd1bea29880d4,
377,251,96512,128,96384,20261,63,20196,20177,20241,20,1,19,99.901288189,yes,yes,yes,yes,yes,yes,yes,fb2d6a238482f2c8812b10c98446b631543fb3b22cf7d7533c27643868694c07,e84393c1a0522570ca9c7f657861bb76dd7048347f11c822dc068b9f3d73c6e1,ac15e592aa21fc2918436d28dc566a52871a762eeb259b87408be4aca6635a3c,7dd763bda0f3a5c546fd45bdcd48c75121a83dbed9a944630f24c9d11ed80b02,42867 42891 64293 64301 64305 64337 85734 85782 96432 96436 96440 96442
386,257,98816,128,98688,1182,148,1032,1032,1181,1,1,0,99.915397631,yes,yes,yes,yes,yes,yes,yes,2aeb6c36dbf88fb42c4c5bece082d5bb4045a1caacd308785d09ab3698f46ac0,ee372324d4dd9413febab300bcb94c44f310d917c534e9d4190a2ad639103ca0,cdb77e95d3a48177561cc77ceac23ecae1a68e7811ab435e7057dce2dbf5cc86,cdb77e95d3a48177561cc77ceac23ecae1a68e7811ab435e7057dce2dbf5cc86,
395,263,101120,128,100992,20291,94,20195,20165,20260,31,1,30,99.847222907,yes,yes,yes,yes,yes,yes,yes,854b1d2ae8b4580275c179f80e85c4b827dc3c0e639c11253b45a7437a6e7374,dc315d7be917da3e705108748bc177c9496f5298a448fc4beec7ddb7adad048d,d2e0f186bbfd71fdec03135a12162dc2ae6026f87e8b4ef9194794a1ad7b25d4,0a4135ff70f985d1cfb63ea54a7493de593583d8b20260ec90fdf7a853a036ef,29959 39945 44931 44939 59918 67341 67345 67381 67393 67397 67405 67409
404,269,103424,128,103296,2953,50,2901,2901,2952,1,1,0,99.966136133,yes,yes,yes,yes,yes,yes,yes,ac133016fa4ebc4646b8c243410ad4a01f811d79a37c152752eac6360306697f,067c6925487ee7552cb14bc8e9ea3e0fd1452305d4a8206b1f754fc2a09282b4,c1ffa750c3fab1f4dee913b1a33cdff9530a3ba3f97aa5d36f1d734aed95ae6d,c1ffa750c3fab1f4dee913b1a33cdff9530a3ba3f97aa5d36f1d734aed95ae6d,
413,275,105728,128,105600,618,86,530,530,617,1,1,0,99.838187702,yes,yes,yes,yes,yes,yes,yes,1e24cc81bd7387dbf008cb9ca0d731456b0d961b105dddbaba87dfa7e6cfd5f1,8a38a179d43af6473fcda8f34cb65cbfc62d5f66492adb55d49a281895fced81,a75297af2b3b58762ab93a909f8b17759876e47afa8ef7585299054e10cabc66,a75297af2b3b58762ab93a909f8b17759876e47afa8ef7585299054e10cabc66,
422,281,108032,128,107904,1829,63,1764,1764,1828,1,1,0,99.945325314,yes,yes,yes,yes,yes,yes,yes,cfe5263ac4a2d6b00184d858e3415ae205f3690b25fe93bfa56888bab53cd81a,aea5fac5ab8794fda4ff18f6536d8db37666048b70a42d19ddbc34116d6ebc3c,4ef172b94ad1bd828a8e25fc9432afb3848f1e0962e186015a722e7200dfc830,4ef172b94ad1bd828a8e25fc9432afb3848f1e0962e186015a722e7200dfc830,
431,287,110336,128,110208,1757,58,1697,1697,1756,1,1,0,99.943084804,yes,yes,yes,yes,yes,yes,yes,77a54e736e42bb0fbfbb8d61238ee75246aa45ed015a86b69f4765e33a4f73a2,067d08886156d76b43019b13c6159e48e4fa38e24eef4aed6b6bf012069c9960,d40976b957aa280649ad24d78a258d30ecad42f3f564d4bf405c9594065e05f3,d40976b957aa280649ad24d78a258d30ecad42f3f564d4bf405c9594065e05f3,
440,293,112640,128,112512,608,304,302,302,607,1,1,0,99.835526316,yes,yes,yes,yes,yes,yes,yes,9f637e2df37867c3b0e98f63960f1ffdb45deffae1b342d4287e07db187a33d6,364c3d3338ce0bd677d315f215ee393537ab5b22a29304542f32eb319aa5361d,f9d6a8f2ace370d0e34123ac7a82cccad1359bf113f01dfd5c1caaa1081e5c6a,f9d6a8f2ace370d0e34123ac7a82cccad1359bf113f01dfd5c1caaa1081e5c6a,
449,299,114944,128,114816,2661,189,2470,2470,2660,1,1,0,99.962420143,yes,yes,yes,yes,yes,yes,yes,f113ec42847286f4a34cb9c1412744a902872106d2ac6571a51239ff3a0bad3d,29b6415a53492f0b15f0e63d61c3da651ef53bec64374cb6a917603c3a606318,f9e5cda1af6640b0fb94341da23db65091aeaaebfccc75e24967764f314caa80,f9e5cda1af6640b0fb94341da23db65091aeaaebfccc75e24967764f314caa80,
458,305,117248,128,117120,873,91,780,780,872,1,1,0,99.885452463,yes,yes,yes,yes,yes,yes,yes,085ac76115f94a13c7b3cb47f06e041dce8e797b91542e9351e2d3e132778ab6,39b5fa5f3adc23f858e03b4cfb34d8810b9a9c7da690002c800b932ce2d82c62,32fb0ea36d4fca27119ed8916da769aae01e868e9098d77ee3dfb4756c0ded67,32fb0ea36d4fca27119ed8916da769aae01e868e9098d77ee3dfb4756c0ded67,
467,311,119552,128,119424,671,382,287,287,670,1,1,0,99.850968703,yes,yes,yes,yes,yes,yes,yes,4be04e95dcbbc9b86a94b52530c94628b8d20780e2be4c6c5bc653611c059a93,d8902b6577126469e9a3d06babfab6d8cd4b3a2da88c15c0fac642737220510d,6eb7be70b3b77c08ebc3f347f10c78531dcec44ece7d582e15d3531d3464a284,6eb7be70b3b77c08ebc3f347f10c78531dcec44ece7d582e15d3531d3464a284,
476,317,121856,128,121728,2422,78,2342,2342,2421,1,1,0,99.958711808,yes,yes,yes,yes,yes,yes,yes,02ef243e2f673b8a35cff95086abe8e4ff9a93c4ee390872ea21858ff2e0df6d,cdd28da4f647735e228d473daa59cdf4e848692f7c81161d53415e00bf69c495,0c239abd55ce041ff1c043c71d0669947f58670384df53791b6248bbdb7894c2,0c239abd55ce041ff1c043c71d0669947f58670384df53791b6248bbdb7894c2,
485,323,124160,128,124032,5537,69,5466,5466,5536,1,1,0,99.981939679,yes,yes,yes,yes,yes,yes,yes,d0b43ae5df93c4a8c277c3c9c53cde3b55e73ff2636409d85ba2d05222ddb905,584808fa58d546c87e974fa48e2e864db1fc34fc7af1788983fa766af910c01b,ba4022e8dfd478304744977003fe6a3488d3342ec55c6991153b01e281520bdb,ba4022e8dfd478304744977003fe6a3488d3342ec55c6991153b01e281520bdb,
494,329,126464,128,126336,925,86,837,837,924,1,1,0,99.891891892,yes,yes,yes,yes,yes,yes,yes,a4e60a16fa4c57c04837ed830ce88ce77819c0bf8a035009421e4af69f0d23a4,6195ce3f730c023ad9763152cea89493c64daf34e48273dc50044a03f9950e7e,79f454aaa2042788eb007ced184531b8b10df118d93529edf8a0258403c40635,79f454aaa2042788eb007ced184531b8b10df118d93529edf8a0258403c40635,
503,335,128768,128,128640,1270,232,1036,1036,1269,1,1,0,99.921259843,yes,yes,yes,yes,yes,yes,yes,1036858634e45d8a450e163bbfbcd5f527c0ded672a6397c04fa883eef7c3cc3,87314a33bdb21c3cbb63949d5ce0d17368efa0bc006ed6768766c4c20bd643d6,5cecb638423a196b878d55fbc4cf49dc0be804dd339a79a74445aa7338bd3a31,5cecb638423a196b878d55fbc4cf49dc0be804dd339a79a74445aa7338bd3a31,
512,341,131072,128,130944,3016,73,2941,2941,3015,1,1,0,99.966843501,yes,yes,yes,yes,yes,yes,yes,e0b8682264e36ee518a8970a53ebd148be7496b0107ab10ec7994bee736a874e,ae177e568836731406cd22d36352a0f0c927f45a6b462581bd1ff361c59733f6,31439b48f69580d41401525533aff3c0ee3838babc206e393c644b2e57118876,31439b48f69580d41401525533aff3c0ee3838babc206e393c644b2e57118876,
