a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
521,347,133376,128,133248,355,101,252,252,354,1,1,0,99.718309859,yes,yes,yes,yes,yes,yes,yes,82eaa1bff105c74f4daf973048bf03b7bb48605ab3abf00da900eaad5ef15b5f,7f8f747aa7f4ff27d62d18d9ced274badd89bae3df10402dc0d4d4fd0b9f1c5f,5cfdb48f48880b638be21db46737c3f8cdae0876b1f8a2df96ae5aa05607e13c,5cfdb48f48880b638be21db46737c3f8cdae0876b1f8a2df96ae5aa05607e13c,
530,353,135680,128,135552,1443,100,1341,1341,1442,1,1,0,99.930699931,yes,yes,yes,yes,yes,yes,yes,40ae9c09a038b5fb7961ab243c17a2384ea13da36e8c1e942340625477c7cbf2,4fa0668f2f87b5463d5b9945b9a7306ac13e23a7f1f241e096942c8c52575c04,399cf3a1c4b3c9c10075a337ffdc321a6159311270bff955f74c17e6bee8191d,399cf3a1c4b3c9c10075a337ffdc321a6159311270bff955f74c17e6bee8191d,
539,359,137984,128,137856,2084,81,2001,2001,2083,1,1,0,99.952015355,yes,yes,yes,yes,yes,yes,yes,a910508929258e3e8567b26cd5c9a7e83348394d964f5cf2d32909efa581b937,d5f2d244d7e3061b12b137d494526cb60cbb58f3034ce984610a141ad2992fe6,76fa0e46b5bdff0c15e1f583c509cbe0e7333f89bf5afe14c5da721ab0761942,76fa0e46b5bdff0c15e1f583c509cbe0e7333f89bf5afe14c5da721ab0761942,
548,365,140288,128,140160,1623,137,1484,1484,1622,1,1,0,99.938385705,yes,yes,yes,yes,yes,yes,yes,b5339617c17003446ac726f2e55bd29c1cf2d0121469270bd786756de05620ee,f51a13c32475cbdc2c64e279c98e529e106e01fb057a8f39f4682b1b0b81b366,9f979fb5883ee108dd8433943b11344b86e1d6d4d1b0d6892534570f862050f0,9f979fb5883ee108dd8433943b11344b86e1d6d4d1b0d6892534570f862050f0,
557,371,142592,128,142464,2148,85,2061,2061,2147,1,1,0,99.953445065,yes,yes,yes,yes,yes,yes,yes,3756dbb3e287ff7abb2a00fec78d681fdcb9ef044373772e54df2b56ec2184be,785e787850d87e1f8ff991521a78f043c3d454230921dabc8026f64b11ea6b92,05e39488217b6135cb541f615040f069c67a93b404a452ad92ab80e095195530,05e39488217b6135cb541f615040f069c67a93b404a452ad92ab80e095195530,
566,377,144896,128,144768,29639,98,29539,29539,29638,1,1,0,99.996626067,yes,yes,yes,yes,yes,yes,yes,24ba1dfffb22c5b018181bc5dd9dd97bae2cd67741d59fabedc638fe74d176ff,e02c756cb36a2dee53d0c6272352703a41ce2b884be5bb327e75bf949bcd70d6,6b78d4a1e301a7d0d4f314d938006c654e662a0a7a049985168a7ec651d6e5ba,6b78d4a1e301a7d0d4f314d938006c654e662a0a7a049985168a7ec651d6e5ba,
575,383,147200,128,147072,600,95,503,503,599,1,1,0,99.833333333,yes,yes,yes,yes,yes,yes,yes,935ad1e15cf73d13301817a75684e0883c8d4a967132e7d4bc940fb7a7350d9e,ac0d85e7e76e2396108f3470e42d70ade62b9b9d98a46962a02289177e3bcc9d,043feb772f561338d3bc13bf59a2709b1b92b82fc9f414a8633ff96adc929009,043feb772f561338d3bc13bf59a2709b1b92b82fc9f414a8633ff96adc929009,
584,389,149504,128,149376,1416,61,1353,1353,1415,1,1,0,99.929378531,yes,yes,yes,yes,yes,yes,yes,6d47d48e8948a475fe42b2e786ff4d77c96606be46898fe946f22c234d1702d1,b97685f1e7e9a31cbfb70f71ceb38efd7362302702a7e4d42c6560234dfbdc98,604780df4b7940e45b26bac24198bab1cd03fbf70da69a79acee313d5eb4650e,604780df4b7940e45b26bac24198bab1cd03fbf70da69a79acee313d5eb4650e,
593,395,151808,128,151680,29787,61,29724,29692,29754,33,1,32,99.889213415,yes,yes,yes,yes,yes,yes,yes,e9b89687590822bf6e55f3438d5a1fb1d031eee78f849ff21fdc5d4dfd6af989,7906e289dac26c26f52158f9b5df9ace2ebb51b79668a7122d22a5843b23fdd0,48718bc180c92a6f14e30211cf7e6133566686dd50798ae2c9b753a57028cb54,24a3373c928b67bcf313326e156477e7b24c929eaaba6dda76ecabc28da82e86,29967 44951 59934 67427 89902 101121 101125 101133 101137 101141 101173 101185
602,401,154112,128,153984,830,528,300,300,829,1,1,0,99.879518072,yes,yes,yes,yes,yes,yes,yes,e597bd7cdbc232eeac45def75e6414084b2273b043706fc21fe96b7b676b200f,1df2cf5595f4bbbc2096d08934e1b9b996332c8c9784a12e77514981c6707fa1,23959896afde2cb197edfbc7716dcc1f51b481cf3025bb012497781ce3b72844,23959896afde2cb197edfbc7716dcc1f51b481cf3025bb012497781ce3b72844,
611,407,156416,128,156288,4695,280,4413,4413,4694,1,1,0,99.978700745,yes,yes,yes,yes,yes,yes,yes,516b01de93840dada31a8016fffa4cbb204e2355a914c12dca37d3ee2f3d964e,54a5a81bc6dc39b5627adeac10dc1d67ec4b924d54da8f995d264fae671c102b,c4eff16dbfdd5f5caa0eb3135e0e60d560995f6cafaa62b93ff0a4bf92bd91a7,c4eff16dbfdd5f5caa0eb3135e0e60d560995f6cafaa62b93ff0a4bf92bd91a7,
620,413,158720,128,158592,928,60,866,866,927,1,1,0,99.892241379,yes,yes,yes,yes,yes,yes,yes,40187b507ea617bdd57ea7bcea669e018452c8a8cbf44967cb70e3e3fda484ec,6db82d2edf65d207b21df88b6ed8adc806c96409b6fdab7135303a402eab8e0d,1c053ebca8aee8675ab4b871d8c0a4a7db51e49008b6cbb2a35412da3f55a76c,1c053ebca8aee8675ab4b871d8c0a4a7db51e49008b6cbb2a35412da3f55a76c,
629,419,161024,128,160896,1284,568,714,714,1283,1,1,0,99.922118380,yes,yes,yes,yes,yes,yes,yes,554aef4af75e1adbf77fa8c3f97b2189caf8303757b9d0bd82ab7fde2ef69daa,833344343cf3dceaf306a85f1139ae5e661c705924689fdb7b51eeb6da009059,0ec5ffbcf338eaf5d2af46b2f0bfabd14795a67f36506d3039c9d7492ece99f2,0ec5ffbcf338eaf5d2af46b2f0bfabd14795a67f36506d3039c9d7492ece99f2,
638,425,163328,128,163200,35085,284,34799,34790,35075,10,1,9,99.971497791,yes,yes,yes,yes,yes,yes,yes,22bc518033034fa5dde031f5c336059d78cfb61ba761551c43dd32c1d98ad475,50ec943021632f66e52212be6baeb51c8146dcc9ac837df5f75e9229de2ce892,e27066ac94dc16b58beb1c0f449fd6474b4744ba6284815a03a54c528ef13474,9252ecfe0fa28a1da3e1ed49791c2de71cb97edafd983fccf77937a996aecee3,72555 108833 108837 145110 163248 163250 163252 163256 163258
647,431,165632,128,165504,2715,50,2663,2663,2714,1,1,0,99.963167587,yes,yes,yes,yes,yes,yes,yes,f13f55ace254c56c6f964717c19f23df8d8d9301eb6b69d435018b84317ef149,b9b993694972ac30720fe4aeb194fcf1b0fe3d4e8fdabc94874811ad5deb270a,c542d857eaed6130c2ad137eab3dcb28927312db52f3aa5d6c7890c8adfd2deb,c542d857eaed6130c2ad137eab3dcb28927312db52f3aa5d6c7890c8adfd2deb,
656,437,167936,128,167808,874,119,753,753,873,1,1,0,99.885583524,yes,yes,yes,yes,yes,yes,yes,bcba59ab782361cd9d6187c68b46592ea7b2dae541d483cd8318b26031ca9b57,f0503cd7555edf13fbd3f916713ecb85f8fc4c13c001d403d9afe852a23c9b54,1b5cd5962667a2087b74102ad3d9daf69c42521162ede065e8582c89a3d41151,1b5cd5962667a2087b74102ad3d9daf69c42521162ede065e8582c89a3d41151,
665,443,170240,128,170112,1853,169,1682,1682,1852,1,1,0,99.946033459,yes,yes,yes,yes,yes,yes,yes,8883ae39aaf8c71703369ac66a71530211a35e31e8ef0e85dd4dbd0023d5d2e5,9c34027571769d27e2967c7274da4ced6b0dc1adaa4245ce1540282fc3854a65,2f391dc559f5ec17141109f1425d65dcbd4f94a79c5f0b9e58722557367ab063,2f391dc559f5ec17141109f1425d65dcbd4f94a79c5f0b9e58722557367ab063,
674,449,172544,128,172416,4001,78,3921,3921,4000,1,1,0,99.975006248,yes,yes,yes,yes,yes,yes,yes,f257a49b136340621b8eb4e5c1e07dd94baeba8d99e06149a3383fb3bc576f07,0a314ef8671c2e68ad113efbe837f0bfffdf0c888a14f341152158138e4fa646,f5731c43fe186da128f5fdfb9c9c671a5ed0700d89435100a1dd380af92b2b65,f5731c43fe186da128f5fdfb9c9c671a5ed0700d89435100a1dd380af92b2b65,
683,455,174848,128,174720,1220,190,1028,1028,1219,1,1,0,99.918032787,yes,yes,yes,yes,yes,yes,yes,6fbc6e2232a6f32dc85de13dae9e70fcda752a0d5bc6adf2ea0729f8bf2b52c5,6b274b9af2f20e79af3f0770ac774501a1afa7ce1086414c89956061eb16cbc7,8ba72bdd28c9ff010846fc5514068b8ee9f55ca0174c793d773de7b99c52c019,8ba72bdd28c9ff010846fc5514068b8ee9f55ca0174c793d773de7b99c52c019,
692,461,177152,128,177024,6301,3205,3094,3094,6300,1,1,0,99.984129503,yes,yes,yes,yes,yes,yes,yes,06e1828e169f78f54c614ac4e3db5b9ad7be58a4247c0d25d4d8f3ed4fb9363c,9ab003a8efddfb38bcd898b0d9ced5813e1a5ba099f856b91bf199e7a504ea28,b57a753258b221e21c6a41322ccd9cf075e0f66b366f842a54f96cd99159c464,b57a753258b221e21c6a41322ccd9cf075e0f66b366f842a54f96cd99159c464,
701,467,179456,128,179328,1070,105,963,963,1069,1,1,0,99.906542056,yes,yes,yes,yes,yes,yes,yes,a790bdff3ad57ce54dd76b9625032574799fa987163d588b59f23ef915effd35,71f2e4d49227b53800f870ccd25ac5bb16c76d07da89b359ea493a827f6eab9f,2ae2c6938863b6e6542b56bb3fa26070fe55b5a837880bab5d11eda16576c378,2ae2c6938863b6e6542b56bb3fa26070fe55b5a837880bab5d11eda16576c378,
710,473,181760,128,181632,591,330,259,259,590,1,1,0,99.830795262,yes,yes,yes,yes,yes,yes,yes,da81ae4cb4cff205366e1d3138f9e59e1aa12feaa4511a377bbd3cc86b7e1b88,606fee23911b7bb0aa5f805600fd424a56e798d90efe159172222ad50a3e6c0b,f1996fa2d3cdb9a25b9c2eb48abbf889792b46bb71b76d5eba81300055555f45,f1996fa2d3cdb9a25b9c2eb48abbf889792b46bb71b76d5eba81300055555f45,
719,479,184064,128,183936,39664,75,39587,39587,39663,1,1,0,99.997478822,yes,yes,yes,yes,yes,yes,yes,2ff738000554eb0692d1a3f61cf172a6d0dc6e109ebd33d6bcfa50fc84f46344,a5b381973b3e5dcdd2c13f35edb0bb2ac051cc0835167bcdb41934cc41465b4f,77e71433b8c6b7d850e11921281ebe6e323e110576df0f872f3a3e783fb46881,77e71433b8c6b7d850e11921281ebe6e323e110576df0f872f3a3e783fb46881,
728,485,186368,128,186240,8391,66,8323,8323,8390,1,1,0,99.988082469,yes,yes,yes,yes,yes,yes,yes,bf264388b42dbc121183c8afc830ab12e9cd9cee471ac3036b9aca8c69787ca3,f8eb0423d2c0177420d61b19dc4c397a09ed7469df0304bde7eb238d2b045f44,7d639a0b0070371389d90fffe7d40c1958ed5d5c6b697f61407610c8afbf5b61,7d639a0b0070371389d90fffe7d40c1958ed5d5c6b697f61407610c8afbf5b61,
737,491,188672,128,188544,794,93,699,699,793,1,1,0,99.874055416,yes,yes,yes,yes,yes,yes,yes,297ac6a33f7a55fd0a5333c97b090fc9c319bee84e19a94757e39e95e27f63b8,02a5f7e9a92e7a28bc8d3878dc6cac4b14575b258f8b4b0812be607382db9233,3767c73c33739430cb18f209b0b17a457c636ead4fd6959c17ee15eb4002f5f4,3767c73c33739430cb18f209b0b17a457c636ead4fd6959c17ee15eb4002f5f4,
746,497,190976,128,190848,1495,105,1388,1388,1494,1,1,0,99.933110368,yes,yes,yes,yes,yes,yes,yes,748b2d6b4c340309a70bf41bb302bbc4d43f078c633b9f515d6d2c3ce64584ae,a6a56fef4a284e6b4f256829903c9c21d36f996e2c0e358a5c6232af5c0bdb30,70dbbf4ce655e30b14e3f1346950d45393b918ec4ff08110254b7638b5636ec4,70dbbf4ce655e30b14e3f1346950d45393b918ec4ff08110254b7638b5636ec4,
755,503,193280,128,193152,1955,110,1843,1843,1954,1,1,0,99.948849105,yes,yes,yes,yes,yes,yes,yes,2872a9463de3ffc5d9c3d0caab22fd95a2e0e7b7f06a18db6f25bff0477833d9,0a538b0c7ca5f098eee078a460166c03929267acab8203338476fc5a1e097bdf,23818e2c1605c5b4c92c1ca535f3bc4ae7cafacf5a53f9471aaee5f1537c1f40,23818e2c1605c5b4c92c1ca535f3bc4ae7cafacf5a53f9471aaee5f1537c1f40,
764,509,195584,128,195456,421,115,304,304,420,1,1,0,99.762470309,yes,yes,yes,yes,yes,yes,yes,8bc01735361b4c85ec962fe5b3891db64458c51aa08ac2b8804a0f4182300ea5,c3beab8c3fd84b92094b99c2b15539131c5fa43be97a8eeb3df141ef2a6cc83e,a75043fd09b7dc35a8a1c34a2f1d12b36b8e20781217a83ff7a81123250ee6ff,a75043fd09b7dc35a8a1c34a2f1d12b36b8e20781217a83ff7a81123250ee6ff,
773,515,197888,128,197760,2193,196,1995,1995,2192,1,1,0,99.954400365,yes,yes,yes,yes,yes,yes,yes,e41782bd3001776bcb5b5c2445ffbef87e24b4abfe81aab290ce7abaae832cd9,00bef7ed5b7e845b255927bca1cfa1fdcf978b1e3446c698ac01507962b81378,632e7219f366c3fe77ce8add23e6a51cc40af638465a1ec65e94dfe5280b9e62,632e7219f366c3fe77ce8add23e6a51cc40af638465a1ec65e94dfe5280b9e62,
782,521,200192,128,200064,551,64,485,485,550,1,1,0,99.818511797,yes,yes,yes,yes,yes,yes,yes,613a6467d2a03ea764b921c4a470e9bf15fa1b9cd7d1c1a560a92ec3213e376b,8aaeda0173c8ae93a889dec8abe334a9f809728facd622162d5249f8a0993ab3,864cf36cee88d7d0fd27d20af6d24c6416b1bd7af74b08c4c9d35aaaf4b9f8d3,864cf36cee88d7d0fd27d20af6d24c6416b1bd7af74b08c4c9d35aaaf4b9f8d3,
791,527,202496,128,202368,714,214,498,498,713,1,1,0,99.859943978,yes,yes,yes,yes,yes,yes,yes,13e662f9e59b097871bc5320557e67319b0df0ec5a63207531d18c8ac6c626b5,1482c4cedea92b2775b91a2da166ad562335c3afd5a2228558748d91f8973edc,e7c0efd225196db8a36ac0dc8ad9551e7315f63dc43c66cacee060e89535c9ce,e7c0efd225196db8a36ac0dc8ad9551e7315f63dc43c66cacee060e89535c9ce,
800,533,204800,128,204672,2928,180,2746,2746,2927,1,1,0,99.965846995,yes,yes,yes,yes,yes,yes,yes,b3fae32a8bef863cae95d66d2f60230a25a37c538aae91710ca708ecf906aa77,1b06a01642b657f1992576f01371ebbd7a3f71029d52efd4e7cc86d9e4f592f1,9285a6eba0c3b970c7ec348aa455621dd8199a4be1983c3bba6e89b1b196bd64,9285a6eba0c3b970c7ec348aa455621dd8199a4be1983c3bba6e89b1b196bd64,
809,539,207104,128,206976,3249,65,3182,3182,3248,1,1,0,99.969221299,yes,yes,yes,yes,yes,yes,yes,c88546be57b7a2c1ef95dca73010a2d2b28f3dca236304763479d14c54679d6f,a3e33407216ac8d6b56c8b6d467b6e167c927f1f1c2335575317884aa1a677e2,186413fbf40072cda2e960a104c550c23fe7c0bf8e92c658dcef70c035f5a239,186413fbf40072cda2e960a104c550c23fe7c0bf8e92c658dcef70c035f5a239,
818,545,209408,128,209280,2250,185,2063,2063,2249,1,1,0,99.955555556,yes,yes,yes,yes,yes,yes,yes,3c6150a2d11a6a9b94f23aff18cdf92be7398ab6fc3670bef648b3af1745bb63,ef6ccad6b13307ca28ebcc4c238ae185952e84550fff8c7426f500a4ab7c5185,62ef08454119529a2b20e236d973a0dfeb121c4c9a58ef69881e2591bfbbc413,62ef08454119529a2b20e236d973a0dfeb121c4c9a58ef69881e2591bfbbc413,
827,551,211712,128,211584,1439,58,1379,1379,1438,1,1,0,99.930507297,yes,yes,yes,yes,yes,yes,yes,19cba7819687a2d8236ec84b3274f3fd7577feddd6fb4a7dbd479d16c18968bc,9fc70f844d8282935049d28ad49907df8f4cabb97ae99df48d1e91aae6ad1e29,2d818a9b67ef93fd7b29f0adaa358ce7ca19279db2583381339d813e17f1b2da,2d818a9b67ef93fd7b29f0adaa358ce7ca19279db2583381339d813e17f1b2da,
836,557,214016,128,213888,3193,58,3133,3133,3192,1,1,0,99.968681491,yes,yes,yes,yes,yes,yes,yes,a321a58a9cd5e28124a4294b60a3dc37c6348ded8858cc6f308274217e24753c,f1ea827d8cf50f0df0aa3dbd396a26e38062ac9a1c1619be71ad0f06c9609210,38810e453d1ac6d2fbdd4bd8f51e6e59443c09beace1bb5a6090267b87f1ddd8,38810e453d1ac6d2fbdd4bd8f51e6e59443c09beace1bb5a6090267b87f1ddd8,
845,563,216320,128,216192,510,145,363,363,509,1,1,0,99.803921569,yes,yes,yes,yes,yes,yes,yes,2bbbde454e5be91f88b406fc8a2e502100336ada26742d5febdcaef39f93be3a,c99ee3b351df46086470b751206db5e5ccf130de6757dfabb6df9039617ac3d6,d0fe077a10d5e43237d0c730f5677afd6d3e8a9470b92c4d83b458d36650e405,d0fe077a10d5e43237d0c730f5677afd6d3e8a9470b92c4d83b458d36650e405,
854,569,218624,128,218496,3283,204,3077,3077,3282,1,1,0,99.969540055,yes,yes,yes,yes,yes,yes,yes,c911074b734ddae08e6cd570f0d75f3bcb274b969d581a25c1b6ef45fd9b8bb0,d5fdf0be3bfa26d0e11ebd4652e1d2ba78f2e4c71bffb1214ccdc8129721b1d3,a911f4e0ea66fb714f5ea5ee343be7f49559b10f14235e47a38940ea5d7e538c,a911f4e0ea66fb714f5ea5ee343be7f49559b10f14235e47a38940ea5d7e538c,
863,575,220928,128,220800,936,66,868,868,935,1,1,0,99.893162393,yes,yes,yes,yes,yes,yes,yes,0f97ce82b6f832eb7cb5ba2c95338908a9244d1c16c2abfc744acf9ec59875d9,b8a6b574a129804bebb6178bcceeeb478944cb5b33d8c8ccc00d9fb40a4ca845,8ddd2385d61758e41e342e5a2ed7599328e755a3c3e59fad8fda1a121b80fef4,8ddd2385d61758e41e342e5a2ed7599328e755a3c3e59fad8fda1a121b80fef4,
872,581,223232,128,223104,1868,228,1638,1638,1867,1,1,0,99.946466809,yes,yes,yes,yes,yes,yes,yes,3cb4d285185b270b2920c2f8a6f61f31910f9fda1efd47d1f08ad4959b8b32ce,f5767337e0dc15db55075807f4c93b64cc67b44a1899ab9616b2e12e77678f3f,94814e91fe9df75ca241e93630b4b69d0463d564184408e1ef46b2cebd20fe96,94814e91fe9df75ca241e93630b4b69d0463d564184408e1ef46b2cebd20fe96,
881,587,225536,128,225408,4446,348,4096,4096,4445,1,1,0,99.977507872,yes,yes,yes,yes,yes,yes,yes,b8738dc6c7800e94f76247ac1f6fa1969785bab8f9acc50921487cd9903a0b68,f1198f70e988c7e5e571ea92bd4a032aafa233babdbd2f2cb11fef62f3436447,b2f2fbfb66ee8f8818ac7a0df34df8ef767d4dd405b8480aff80c78047d708c7,b2f2fbfb66ee8f8818ac7a0df34df8ef767d4dd405b8480aff80c78047d708c7,
890,593,227840,128,227712,44371,50,44319,44307,44358,13,1,12,99.970701584,yes,yes,yes,yes,yes,yes,yes,11430e37591b73cbdaba387684016d388dea3ac4d87a296b7d31f93edf3c00b7,712b466da63491103e4486bbe8a393a42ebd6b53a01e1e22ee13d1ba633c692f,331169f58b1484bbd910d3533e9e931770d845d4477f2278700ca07359ba2013,362aa983e220c64428566ec932e4c87d85cb090d4a9b949072bb8cbed616510a,67479 101219 101235 134958 151829 151853 202438 202470 227744 227752 227754 227780
899,599,230144,128,230016,645,102,541,541,644,1,1,0,99.844961240,yes,yes,yes,yes,yes,yes,yes,9bf589f3a96ec041d14e51c1bfc7ff3e945b6ae206971301853184781b1bdad7,d2a31226b610270b88f5bda886f7ab335f18bd7bca0eea4e3248af437394a88f,38d7e5bf90c6f8d17031b34ec0105d2708bd78e24308333408a72475413d5c3c,38d7e5bf90c6f8d17031b34ec0105d2708bd78e24308333408a72475413d5c3c,
908,605,232448,128,232320,2305,68,2235,2235,2304,1,1,0,99.956616052,yes,yes,yes,yes,yes,yes,yes,77e29a3463d1423d8ca1db2a4b1d9c2c9dedd9f188b49f159da2d75d4960bc72,56bfa1186971ff1c73621f463622101d23bf4bb46142f74b6e6b30f1a976936a,b278853e980f663c37e43326b6e641048f239d375d679cd5ed647e61903af120,b278853e980f663c37e43326b6e641048f239d375d679cd5ed647e61903af120,
917,611,234752,128,234624,7290,68,7220,7220,7289,1,1,0,99.986282579,yes,yes,yes,yes,yes,yes,yes,b7bdfdf89f19b9425916578ff967baae4f586eb62c4cb3be61869d683ee1bab9,0c8c527d786fca95456893caf11085ab0d5f24ed0ff5667f1f4024582f81afa9,249bd961f2aa6f1543e0c1fea5f2db56797d07322c5ef50ea602f7c1cd66d893,249bd961f2aa6f1543e0c1fea5f2db56797d07322c5ef50ea602f7c1cd66d893,
926,617,237056,128,236928,664,267,395,395,663,1,1,0,99.849397590,yes,yes,yes,yes,yes,yes,yes,c8b6602f060394ba57b5f1f575870e9bc677b9a59d0efa9317f6e7b8233ecf71,9cd630acff3dfda723177054ea371d2d8d172edd4f53a905826227c538c4e23b,3bf0150fcb64c9c3d971ae3060443b0f2cb7e63b7bc8c36b191fb2b5d79373ba,3bf0150fcb64c9c3d971ae3060443b0f2cb7e63b7bc8c36b191fb2b5d79373ba,
935,623,239360,128,239232,2666,278,2386,2386,2665,1,1,0,99.962490623,yes,yes,yes,yes,yes,yes,yes,db80c61cc53984b5bf5afef16cd65553e377f6c6daa82bea6e7fae8d83ad5b4c,8f769f5c21ff4e935fc3b618509f09b0d68f10b91ece5755ba4552eda06d803b,8ee3f49a77223154db80e1008592350c645d06d913cd8dbd8b6f70702b0a39ca,8ee3f49a77223154db80e1008592350c645d06d913cd8dbd8b6f70702b0a39ca,
944,629,241664,128,241536,2014,153,1859,1859,2013,1,1,0,99.950347567,yes,yes,yes,yes,yes,yes,yes,6843ef9ba3233261b05ed1dca8b2619d73f2e0e45cc8ef82749bb3cca1c4a4fa,44966c8f1af9a92b0aa72df3786068a370619d041988875a77389355517d1157,c7b19140eaa12e527f81c5aae40b6a0990f2c99c67d4e93b6484c08b2e1ef063,c7b19140eaa12e527f81c5aae40b6a0990f2c99c67d4e93b6484c08b2e1ef063,
953,635,243968,128,243840,576,226,348,348,575,1,1,0,99.826388889,yes,yes,yes,yes,yes,yes,yes,58c79a32b623b021cf6457317d56520cf143699323c61989b51f49f939c94ec9,b585a28c6c8955907498b6d0a018715ad79a1ee93c206f9a7ddb5fda9aefac31,01358cd39f78eba4239716a39923d3e48ce15f1c6223ada7b134f880ba1d34fc,01358cd39f78eba4239716a39923d3e48ce15f1c6223ada7b134f880ba1d34fc,
962,641,246272,128,246144,4992,65,4925,4925,4991,1,1,0,99.979967949,yes,yes,yes,yes,yes,yes,yes,e863d97722f3ff5ec01a9275fb5fff815f4154b8312edd1f9da016e819a21af8,30c5c77eb4a461d02a47bced42af4839cc2fae5abdb76b7778a97a6b340d9142,8077058e1fde82107d0ddff9457c5441f7a22600a43d50e77d1916b843f69583,8077058e1fde82107d0ddff9457c5441f7a22600a43d50e77d1916b843f69583,
971,647,248576,128,248448,4338,75,4261,4260,4336,2,1,1,99.953895805,yes,yes,yes,yes,yes,yes,yes,1490eb8c61ba7d26285de9dcebab5b15f0343736e280dfed0ae0811361ea2af0,7a97c22b7de80e588f2fbe3acb323b364df4aa7d7dbaa2c487d1e9064fea375e,6f655edb2380bd25f62eb6066ade7e8f9ca97307ba3e8eb7ebb28f8146483651,ff38eaaba86869fefcfd55a34a74e2761b1c7664b3b1d225c42ad4c7494a09c0,248514
980,653,250880,128,250752,1340,100,1238,1238,1339,1,1,0,99.925373134,yes,yes,yes,yes,yes,yes,yes,75e854648a26e3c872c8d44ad3ffdf684718872cfa82d5821103e701813c1b96,9e9c85edafad6672ea7cbfead37b5594a7d0f22af9c0d0fbae0acf2966a67a88,c112b67d30fb4672f9b7b87fb1886207adf1a751d67eb91ba4355de325e64ba3,c112b67d30fb4672f9b7b87fb1886207adf1a751d67eb91ba4355de325e64ba3,
989,659,253184,128,253056,1875,63,1810,1810,1874,1,1,0,99.946666667,yes,yes,yes,yes,yes,yes,yes,91f9b27c0f48ee8169c996ea2a51458dfde2d98f5bd02f7d0ada2ab06030f36a,569733519a83037a60d51f4e899383953cc71494203fedd5cbf5c2d2e626953a,cd0abbd11fd96bc039cadd8bbb7520ab6e79df040b437d4d8c958a88b93b46a8,cd0abbd11fd96bc039cadd8bbb7520ab6e79df040b437d4d8c958a88b93b46a8,
998,665,255488,128,255360,2934,71,2861,2861,2933,1,1,0,99.965916837,yes,yes,yes,yes,yes,yes,yes,489095bec6f2f49af8d793f0f0121914b4aca81e4c1cbef3c8c193d2c145db7f,938f88baec025654caecb2dcf91ff4057c4d68d4d927091bc68aa53440a6acee,b0b2d746b1ce1221450e65b3c85a9f2c99cc2e0720e6af2b78163b91795523a5,b0b2d746b1ce1221450e65b3c85a9f2c99cc2e0720e6af2b78163b91795523a5,
1007,671,257792,128,257664,334,100,232,232,333,1,1,0,99.700598802,yes,yes,yes,yes,yes,yes,yes,db96e83ac3355d7f41ec1ecfe8f7a2bbf67e1e8bd33bbd1a8eb21673932c39c9,a4ff89a2066e7cc98fd16e957c4d4122ef6da717c6dbe6fefc520200ce9824f2,e10938b9815145a58d622e159ceb6ac90fd86cb56918ff00610b85ec784845c2,e10938b9815145a58d622e159ceb6ac90fd86cb56918ff00610b85ec784845c2,
1016,677,260096,128,259968,1287,202,1083,1083,1286,1,1,0,99.922299922,yes,yes,yes,yes,yes,yes,yes,da57855d8b66a10deea8000cba5d58bef289f86a20872e1de052818267e2091e,1eba6ef7f0728accf925684a757fe514ddeb87dfd244e61c34ac8fdbb6dd3241,90405b740bdcac317019854fb6c18b6081aaff09230c2f0b4d2e516259f5e0f9,90405b740bdcac317019854fb6c18b6081aaff09230c2f0b4d2e516259f5e0f9,
1025,683,262400,128,262272,1845,107,1736,1736,1844,1,1,0,99.945799458,yes,yes,yes,yes,yes,yes,yes,d5bb18262959b572f66d492bb9a122a6c7a8d7512c1a6743feb8f6d03e8b7148,eb250b54284eb885ae62a2cf99b86e5753f46f3008c2f07befbe39a34bea4779,7d370c3fe3f5e57f360e308cb27d1a5ec02743edbcfba964100f51497dbbafe0,7d370c3fe3f5e57f360e308cb27d1a5ec02743edbcfba964100f51497dbbafe0,
1034,689,264704,128,264576,1522,191,1329,1329,1521,1,1,0,99.934296978,yes,yes,yes,yes,yes,yes,yes,07da2eacf58bb4f67bff15ee05ac2073f264281fb084ca42233c27f96380e624,7e886cdfd8da0e7ec18896e623a3b8d40d235a39b3f5034bcf0f4262d1d6cd4d,4858ece9b84bb3ec1b3f8dffbe0aaa8783cacfa833196c12cb968a7344b73555,4858ece9b84bb3ec1b3f8dffbe0aaa8783cacfa833196c12cb968a7344b73555,
1043,695,267008,128,266880,4013,183,3828,3828,4012,1,1,0,99.975080987,yes,yes,yes,yes,yes,yes,yes,c1a403604d1433ccb1134639c7ee850857db132b2407bcee6708c6cc83ee443d,fee89d1a3b9c62fa50f2501d8819f24fdd985f5548f34924fcb709f4ed3c5571,d8f09091ebc19a6559d93fa940c673c4abf29b5824eb0fbde2f4e863a4df2d54,d8f09091ebc19a6559d93fa940c673c4abf29b5824eb0fbde2f4e863a4df2d54,
