a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
125,83,64000,256,63744,3551,1073,2476,2476,3550,1,1,0,99.971838919,yes,yes,yes,yes,yes,yes,yes,ffc793d2a8f7c1dbf2dd43d71f3b49e132b513ae652b2ef86e221e9568d8a6da,3793efc615299f4ca8e3adf5552d72cdd186fb04ad6496db9b70ccbf50ba6147,60f8494e6c3abefd09b2a54c9d93a885f2f1ebe31ebb17c047978164c6730105,60f8494e6c3abefd09b2a54c9d93a885f2f1ebe31ebb17c047978164c6730105,
134,89,68608,256,68352,3443,104,3337,3337,3442,1,1,0,99.970955562,yes,yes,yes,yes,yes,yes,yes,6ef8e5443a8b7c89f55bd8260e8d794e534a87c08579e6aa383d426fedbb9989,bb6ddf77ec954b21643bec06f6c5de7113e18cda9baa2cda071e600adcfb9dae,cbcb86f420716e61f385a08604bb8b639134191913f1aabf0ec6f10ec8d1783f,cbcb86f420716e61f385a08604bb8b639134191913f1aabf0ec6f10ec8d1783f,
143,95,73216,256,72960,2694,884,1808,1808,2693,1,1,0,99.962880475,yes,yes,yes,yes,yes,yes,yes,05c221737c493ca93a3eb9196c0d66a07bffe927a9abe064468f3bd3839e7b55,81d13a67852ccb625b03cfc7ee7df7344b50c560722e8a879d10271afab6c48e,c87f8fc1c9a44af5ed96f78d243f99b50af016b96612c0502bcb1ceed31e2059,c87f8fc1c9a44af5ed96f78d243f99b50af016b96612c0502bcb1ceed31e2059,
152,101,77824,256,77568,6182,134,6046,6008,6143,39,1,38,99.369136202,yes,yes,yes,yes,yes,yes,yes,fc955f245afb929bf5d71d172b887a829683afa8170480df7d684db7ef928051,d635feca86b43b74cdec933484c5b7aad04b6ceba3087c188a21adc325f1d8dd,978f83713013b74efc7c99637b45e65cfbd23a9a34862ea2f3b2b219b8d3556a,d942a4e2d212f80cc022bb603411fb4db57c1a2f6cbadba04a1494234e2546b1,18171 20443 22999 23047 27257 30665 30729 34499 34571 34579 36342 40886
161,107,82432,256,82176,10369,123,10244,10218,10342,27,1,26,99.739608448,yes,yes,yes,yes,yes,yes,yes,0d42390b44d3ed6334a3b3e91bafa6cb46433dd987b24c601723c5dc6d06c766,907142850c44e4bc976c687ae9f5640f1738f335019d108bfbd703259de788a6,a48b6d288ee43c605525790218c7b319f263740fd5ffe2d4c83d99ea67a34991,eac9d212655c5149764a86d91349dd737ecdaf97e5549322aac5b0b4ea793494,36547 48729 54789 54817 54821 54865 54925 54933 73094 82180 82184 82186
170,113,87040,256,86784,1391,211,1178,1178,1390,1,1,0,99.928109274,yes,yes,yes,yes,yes,yes,yes,eb46b72054c690e7620ce0dfff9cd87a124bd5cc024e4518dcd17d377dcfc62a,27eefaff3fde62147a1022060b6b1419a8333ed37e14407b849c65e6518f76ec,40766f0c1e58f62bfbc05fad5bcddd11a9eeee7a75353b3846e859c528ce93fe,40766f0c1e58f62bfbc05fad5bcddd11a9eeee7a75353b3846e859c528ce93fe,
179,119,91648,256,91392,2420,111,2307,2305,2417,3,1,2,99.876033058,yes,yes,yes,yes,yes,yes,yes,fe94b37ecf8e682559a235340c56cc13e2d2809b85166baa82f493a037a7c16e,bdfccc5564819ff399aecffe58d8758feedbfff43b8d3e595d449c572dfec143,153bbd6cfb906ea9fe3997c59424b9131683ae8560aa6525104583e2f3c25675,c366817510c9ebf8a6894fd170c5080e3b4e67c24d736d812db190c28f37f04a,61089 91634
188,125,96256,256,96000,5206,108,5096,5096,5205,1,1,0,99.980791395,yes,yes,yes,yes,yes,yes,yes,443ea5cf4f2c3d85a5240c62aa4698adf772dacd20b2fab7cb7def349509a82a,6109395d83d3572431c982cdf3749fe9bb023b8b99a40ab10d353072f4b7fff3,2dc108cb676eb1d11a0f6d932196435ee297d37c204a493f68402bc57bd627a5,2dc108cb676eb1d11a0f6d932196435ee297d37c204a493f68402bc57bd627a5,
197,131,100864,256,100608,1998,723,1273,1273,1997,1,1,0,99.949949950,yes,yes,yes,yes,yes,yes,yes,397961f73e0d061de39123ac8b7ed2de34bb9a8113749cc1cac4dc14eca3e80b,1551c90b64fda619a68da9eb0ef5c1f240f21c1c85113fff7df5f7ebc235d07f,0d6941a8b3ea5c7facb237b021219dae92089d1cab2f682e40828218da75b213,0d6941a8b3ea5c7facb237b021219dae92089d1cab2f682e40828218da75b213,
206,137,105472,256,105216,19680,364,19314,19220,19585,95,1,94,99.517276423,yes,yes,yes,yes,yes,yes,yes,fa865e8de3a740b1c7b924a7ea57f0a50f4f1d56f93021bffecc090c7099be5c,7e1bb685e4c8099824a77f726a1dbc825db182afbf1e43167a55724a71ca9a86,d9f8e78b7ffb7210ea97da2a3942e1fff280d41d0ff8e2a48c06fdae74942d4e,640b6ed363763a39629f83908bbea47d48dc1f2965a262ce59479d14eb574495,41595 46771 46795 46803 46819 46851 62361 62393 62425 70157 70161 70165
215,143,110080,256,109824,4815,228,4585,4582,4811,4,1,3,99.916926272,yes,yes,yes,yes,yes,yes,yes,e8a690db46c8686b56bc3621c77be09e4fb2baa04e821ce8d5b97a878aee5a06,937569606aa71ccc3a31b4e23a1b630a09b905f8da4b0aee38e9b226532ffd0e,32f5b7e1ac94bdc73edc707dc22da8c71cdb9c98f60af6e4c16d3c0575e1b18d,6c1b03b42525225a7ecdec5e65e90ad757ac3b372ae076e774e29f7347e1d490,73297 109944 109946
224,149,114688,256,114432,1188,369,817,817,1187,1,1,0,99.915824916,yes,yes,yes,yes,yes,yes,yes,a0b799b88e1da152876c3370601977b777c261bc77ae15797977cb08341af39d,905498b4ac9b174a83eb49cd2806fe5f830d90eef4c7702e62c90d5ccf3c0de2,a05dbd37a617e1d4361806e2e30d9dfb02d2d63f29df2bfeb1f30b80d5d36cb0,a05dbd37a617e1d4361806e2e30d9dfb02d2d63f29df2bfeb1f30b80d5d36cb0,
233,155,119296,256,119040,22741,112,22627,22581,22694,47,1,46,99.793324832,yes,yes,yes,yes,yes,yes,yes,237cbcc5860f2031efdfee6736a1c841aa8f8ab7bedf730c70ffced62379b93d,cb13269c2a6fd505ecd47aa63c59e0e3024b61909c1fbc050fb64a9104e4859a,a300635af01e946d8709df53840c116582804616c3a99597c480d14e4cef0a35,a2403f3558f0478cd28367a27f6f06404229934bfe3fdfc4091389e429ed70e4,47035 52915 52947 53011 62713 70553 70681 79373 79377 79389 79421 79425
242,161,123904,256,123648,15197,125,15070,14996,15122,75,1,74,99.506481542,yes,yes,yes,yes,yes,yes,yes,7dcf716587306b6be4ea7c4e8e81afd142302bd7471ed473a2a8072d63733499,3702e03f31dcec2da43ea47096db787e6df78cb1479cf43251ba0f2733dd8577,e1ca050ec1e2165448ed0936aa1ab34da82890dd2e54da1fe6dcba2403339124,d12964ee78f12aa09686ba03fd7b141f0d7fb48bec498ba427404d6884cb648a,24463 32617 36695 43489 48926 54963 55011 55027 55043 55051 57985 65234
251,167,128512,256,128256,26171,273,25896,25857,26131,40,1,39,99.847159069,yes,yes,yes,yes,yes,yes,yes,a7eb9c436978fb5c35e69a99699a22141473c0ffc3d640830393d015d0dcccb3,f3d8f9e7ed098255d70e1f6ba0f9dd56cb8bdf93832ef11244941c31b560aea6,2900b4dc25765039083b93e58708fb6a82c3589ce30bb4d91e4f4fb67d6c9aea,6db90a77bd626b33af869f9c1553fcdde8b14f2094416e84663bd3569f3201a1,38007 57011 57075 76014 85517 85521 85533 85557 85573 85581 85613 85621
260,173,133120,256,132864,5387,112,5273,5273,5386,1,1,0,99.981436792,yes,yes,yes,yes,yes,yes,yes,c8e09d3c43d01f6a5a44e15307cd9e95336c423d27cfa4d8767ee937a7577468,5f187e898767841fb89372c858121b1f0454776a675e189d83004d069582f9db,478a3bebec1d10ef4581e5ef7de09bb24a8642724cfa17e8495e82647d6a69f4,478a3bebec1d10ef4581e5ef7de09bb24a8642724cfa17e8495e82647d6a69f4,
269,179,137728,256,137472,3763,251,3510,3510,3762,1,1,0,99.973425458,yes,yes,yes,yes,yes,yes,yes,d65f18bcac3f83314cf5f3b02bdb355283dc4f2fdb7bd4353c7f8f9bf5e10cca,89fb6fc627a8060b908d49d25b59e1963b4d27274d2542d89e1fc9eb61747f53,b6d6c71f08c5edbfd75813ad4d90088a8e7996b0bf51ca45f5866c58970793ee,b6d6c71f08c5edbfd75813ad4d90088a8e7996b0bf51ca45f5866c58970793ee,
278,185,142336,256,142080,715,264,449,449,714,1,1,0,99.860139860,yes,yes,yes,yes,yes,yes,yes,f4edab5d66e91f4e84441fd35df4543cd2f6067be094301654c82f122d0fc030,fd9e3351f510f34602d1e51c9a427b853c8bc56e9fb296ec57599835087de3f4,6727d8a1400e76697ff180bffea5317434bcb01030e6476a9a8575c4c6ebcecd,6727d8a1400e76697ff180bffea5317434bcb01030e6476a9a8575c4c6ebcecd,
287,191,146944,256,146688,2233,176,2055,2055,2232,1,1,0,99.955217197,yes,yes,yes,yes,yes,yes,yes,69a7db87d9fee61c2377e52953fae1a9a296ca58b1fe5406f7853a55a3dab4a0,1fc68f830e167c1de6f30583300afab298e07112dd5dd15a8069cb845fe23466,7ea8c02ff07c278afe9920e238e01633c720f0bb67a19c316192e9b74c3c4dad,7ea8c02ff07c278afe9920e238e01633c720f0bb67a19c316192e9b74c3c4dad,
296,197,151552,256,151296,3342,159,3181,3181,3341,1,1,0,99.970077798,yes,yes,yes,yes,yes,yes,yes,69e6db9c65b072f46335da1ae168023862282e1398e5ef432683cfb64d102cfd,f73dc9bd0912c39acaa0c3d7a5f5e0d2b6bcab1fabc0fc8b6c03ca3e41371655,8eef8bd6c7a8e02f1c37b322d6168ff69decc659c55e991132ab942fd10ea8d1,8eef8bd6c7a8e02f1c37b322d6168ff69decc659c55e991132ab942fd10ea8d1,
305,203,156160,256,155904,1038,376,660,660,1037,1,1,0,99.903660886,yes,yes,yes,yes,yes,yes,yes,35ced50f506fe7ebee898f59d042857b23479cca6612f653188890971e73e16f,92dcad4ff19cd67262f2b4ad8c9bd277fa613ec44d8dafc8ba70999aa12c9c5a,eef217e91bc35daaa8dc76918ff3ac0499ef267071c2bcbe9f389344db716156,eef217e91bc35daaa8dc76918ff3ac0499ef267071c2bcbe9f389344db716156,
314,209,160768,256,160512,5731,2475,3254,3254,5730,1,1,0,99.982551038,yes,yes,yes,yes,yes,yes,yes,4d0be2eaaa490a47afe82f1e6b972223e3cb5810fe6e70def6a39af10dda29da,fd1a7d69631ce3213f68b01a45cd6a9f777544e39803967dd245d7b02bfaf2a8,95c5f0d0dcfd27dec5a26a93c53ad7343a6a510bdee9c18c08655fd0507d0c2a,95c5f0d0dcfd27dec5a26a93c53ad7343a6a510bdee9c18c08655fd0507d0c2a,
323,215,165376,256,165120,7369,162,7205,7205,7368,1,1,0,99.986429638,yes,yes,yes,yes,yes,yes,yes,50a81b467f3bde7718e39d552efb84c75c5633dd42ff8002cbe5ad58875fe344,413f3bbf24e48d860088a9c33de3bd1f8b52acc338676aa038ced612ce0d7ea5,dc2870a453bfcd22209ed45e382660b58045099988a69c243b58a15f9c74f1bf,dc2870a453bfcd22209ed45e382660b58045099988a69c243b58a15f9c74f1bf,
332,221,169984,256,169728,1448,221,1225,1225,1447,1,1,0,99.930939227,yes,yes,yes,yes,yes,yes,yes,61e142b9478f9dca4bfc54563f6f942c86bca0983b30210ba61cd9590805232a,3feeacc9d9e92dc5890e9183edc311a8069d63e682c1cae66d5d86f6a057ea9a,a9dda936544c0fb4e26fcd35588448e2353ea537e83893d9082da02bff44f5e2,a9dda936544c0fb4e26fcd35588448e2353ea537e83893d9082da02bff44f5e2,
341,227,174592,256,174336,3896,103,3791,3791,3895,1,1,0,99.974332649,yes,yes,yes,yes,yes,yes,yes,54ef4f3ebab55b62989f368de28461334065d711663cc8a128f1f108f8b29d7c,cbdc4051502e24622ce6dc8647b2d64365497eab50941bfa1b0fbaca9a7febb7,2793fc5ce126601d04426e04cfc8e26c47339c7dd2de9ff81d5a113aedec1af4,2793fc5ce126601d04426e04cfc8e26c47339c7dd2de9ff81d5a113aedec1af4,
350,233,179200,256,178944,33429,103,33324,33305,33409,20,1,19,99.940171707,yes,yes,yes,yes,yes,yes,yes,10f5f88fb80ab8b0fe0f8d7420741dad5cb99b0e4ce307a0312828ecd17d7b8f,d30ce370f5ccb34d69e79d405b7ed90f652c4c0987f044cf12070e0849028d9f,c151bba826bea7d4ac41df692236c5ab7b88e270208ddb79ebe68b8dfa8689a0,87a5504c7edd51191ab52a8875919d7e8312b6d701b2f2821adbdc3b5144aed3,53079 79619 106158 119361 119365 119373 119429 159238 179040 179042 179044 179048
359,239,183808,256,183552,2734,378,2354,2354,2733,1,1,0,99.963423555,yes,yes,yes,yes,yes,yes,yes,b42e0e5f3c208ac27ce80d696bda0d773dc4aece4bf87ddfe133e770dd4d913f,c1a7e251fdfee99ab1de535d006e4efc87c5832da88271e04e1054758f6c70ba,c65c4d3d60a5c45adb4aec1da0f423e815679befc57b8970d03879e7f9136d99,c65c4d3d60a5c45adb4aec1da0f423e815679befc57b8970d03879e7f9136d99,
368,245,188416,256,188160,2669,190,2477,2477,2668,1,1,0,99.962532784,yes,yes,yes,yes,yes,yes,yes,8336e70c860653b2bab865ca3bce6b52e7b9744fdbb5668cde5644e133fc6dc3,2fc44574940ca069dd65661ad5e032c4dd3717f4eabdcae02ddfadd003600b99,5c66c325e5d80c4a686ffdfb00d70c5dce16783eaae3c7d950ea97969ddbb8a3,5c66c325e5d80c4a686ffdfb00d70c5dce16783eaae3c7d950ea97969ddbb8a3,
377,251,193024,256,192768,38744,105,38637,38607,38713,31,1,30,99.919987611,yes,yes,yes,yes,yes,yes,yes,c1c84a07cc07f429add7632bf350b3d6306dfc09cda16eeb0d844974008c92dd,2e793978031e292c3512da8bfa840b45d75c43ee1a2de5523f526d1541472638,f6e4ae3f8e0947157a01d54cc64de0d75ebe5795d3b70d32fc8f51e6d5b0f0c8,c0e98d22dd77eed1fc09a127c644588800f6f44b4037926acabf2f91c0e962e7,57175 76233 85763 114350 128581 128589 128605 128613 128645 152466 171526 192864
386,257,197632,256,197376,2260,262,1996,1996,2259,1,1,0,99.955752212,yes,yes,yes,yes,yes,yes,yes,3929acb2dca8e62e6e919a9f69617e590c3f0bb849ec93a08d149c6db04c72bc,5e5bae1f8160344da886f5a4cf0306080c5e813e8dadeabe382abb5743ca7deb,1758fd8cfe31019d210fa999ee32735192977d509cfc3832127a89eb92c47381,1758fd8cfe31019d210fa999ee32735192977d509cfc3832127a89eb92c47381,
395,263,202240,256,201984,39532,161,39369,39336,39498,34,1,33,99.913993727,yes,yes,yes,yes,yes,yes,yes,dbfd29c48552f6dbace1a016a8893373812a57cbd600f772ee9f8d5fa77a5957,e55c501740f152d8f58b93fac18cd7b654f4a4e85ee2dc6627bbcf1a6afe19e6,9c6923605ff84c51901e071e6f7e24d718a57d3bb30f46de9a0beaba1269347d,b26b737d259cb8c3c8842f343331781add34322716663894fc4ac20b08169619,89827 119769 134677 134689 134741 134769 134797 134805 134817 179654 202016 202024
404,269,206848,256,206592,5530,96,5432,5432,5529,1,1,0,99.981916817,yes,yes,yes,yes,yes,yes,yes,35694eee30df19e5e4bb8f495286acd8df3053e50e53db5dd1230ac12916298b,9f43dd931c8bff8a04c358cd9a32d49f2e48dd239b48c0fa145a758db0d29d4f,06a67c5fd8482a389b451d2f5c091fb3f11cb15c977f847d7d2b7de4225f1967,06a67c5fd8482a389b451d2f5c091fb3f11cb15c977f847d7d2b7de4225f1967,
413,275,211456,256,211200,1153,175,976,976,1152,1,1,0,99.913269731,yes,yes,yes,yes,yes,yes,yes,f77050f3b910d1b7b78530c2f701f41cf9b79902f55ac56044d4df6cd7a35fd0,fbc8958a7ffcd30991747affcb2a68b9ddb65c4cc039d9a4fe5abcadda5d75b6,8be47a62619b9be609eb3de1c1dd21a22cdddd680385ee28869dfe158221cd80,8be47a62619b9be609eb3de1c1dd21a22cdddd680385ee28869dfe158221cd80,
422,281,216064,256,215808,3496,105,3389,3389,3495,1,1,0,99.971395881,yes,yes,yes,yes,yes,yes,yes,0222ecde097eca521773edaa6ba6006c364ac82668272ed0a4fa954203cc7c43,8ba53006a67fa2db6bf4842a77823338b807330d5107f2e54b9cefdce6f9b319,15eddfa2e347527f3b7c64ebfe21db227d87c52f4763dd82d8adbcecbcaf5d7e,15eddfa2e347527f3b7c64ebfe21db227d87c52f4763dd82d8adbcecbcaf5d7e,
431,287,220672,256,220416,3685,104,3579,3579,3684,1,1,0,99.972862958,yes,yes,yes,yes,yes,yes,yes,4df03d6e42422aaf0564379830ddd91f633a658724d419c70ca958bf41d186c1,364b4257453bba0a42e400bf4a8fc7e1a83bdd600a9360709c9f40c8829f449b,d40ab6df878ba62a3e68c8809ceab5743244a33520d3bf359682e70873ef53e5,d40ab6df878ba62a3e68c8809ceab5743244a33520d3bf359682e70873ef53e5,
440,293,225280,256,225024,1176,573,601,601,1175,1,1,0,99.914965986,yes,yes,yes,yes,yes,yes,yes,0be811b1b535e0b5ac2e7c71eef64248a4d8acf3fd2261178b333c1fa4440a4e,54c1005b87839c71391729af02c6c1830ec5fd9d4083ece130053a1b8f825d21,271300012c9027c4292ee50be3d6393b6322d291471b7f98a5339be5531189d9,271300012c9027c4292ee50be3d6393b6322d291471b7f98a5339be5531189d9,
449,299,229888,256,229632,5354,364,4988,4988,5353,1,1,0,99.981322376,yes,yes,yes,yes,yes,yes,yes,cea746ed465842ae4d68cda2162a8f5b2c591a91eef87721aa6e9e39445b7893,400faf2c9aee1838a5e83eeb88bdbb3070cb5d9a17e6420668388d691c48675d,547c1ade4a8d0aa69d835188ce6ae969fb523014bf761f155f0d26b5a7edb28e,547c1ade4a8d0aa69d835188ce6ae969fb523014bf761f155f0d26b5a7edb28e,
458,305,234496,256,234240,2335,151,2182,2182,2334,1,1,0,99.957173448,yes,yes,yes,yes,yes,yes,yes,ec5a08359ba3c6347dd81024fef2775fce3215c5adef557251d8ece8d601e1b2,4a6e00923ec6ba7213b2889739f908e832cc4c1063e9676eef5671c44c91d4fe,a4f6f120bf5a425ba1a9d822722c76870993150075c9669428a479d06903ebec,a4f6f120bf5a425ba1a9d822722c76870993150075c9669428a479d06903ebec,
467,311,239104,256,238848,1260,689,569,569,1259,1,1,0,99.920634921,yes,yes,yes,yes,yes,yes,yes,c601df94509af5131eb851095642caecdbe44dc6321be62d5eea2233a1651a98,62eec7ac1e64867b57d4a9f544e095d05c0c324a95b0f5febadebd86e9dc9ff3,34d1e1a5f5465e0612605e6c1473b76632259ea2333aa2ef2115b36b45434cde,34d1e1a5f5465e0612605e6c1473b76632259ea2333aa2ef2115b36b45434cde,
476,317,243712,256,243456,4949,137,4810,4810,4948,1,1,0,99.979793898,yes,yes,yes,yes,yes,yes,yes,5c811ec084c83c3d26bf7d2399e775d9d518b903e0a9093c3ae36780c3447238,987319036b8c6f7e2348bc4f41b5d49f51ada5dde1c622d54454e3d1ce41ccc1,50fb33e4b48c1e94e3685cc73fd88773011f42130f8221cd02b27454c181db7a,50fb33e4b48c1e94e3685cc73fd88773011f42130f8221cd02b27454c181db7a,
485,323,248320,256,248064,11310,175,11133,11133,11309,1,1,0,99.991158267,yes,yes,yes,yes,yes,yes,yes,ec5c3a0d26bd5e253564f9c902f8539aa028791a3a52b812f08fc339a795ff3c,bcdf11e0a8ab1de1a3da89fbe0b4c2b0e2f5ff14c5bef2253573a4a770365103,8f6d5e89c19b2aa21c891c2f88924f8a61eea65d82227ef1154d8beabc956285,8f6d5e89c19b2aa21c891c2f88924f8a61eea65d82227ef1154d8beabc956285,
494,329,252928,256,252672,1736,165,1569,1569,1735,1,1,0,99.942396313,yes,yes,yes,yes,yes,yes,yes,0eb1b2f6b4d93b3944bc020ee52bc1b29b3086257bf3a1c5f82cb890d96417dd,a7a8e64d2b3a44ee6428a8899881cafccec4c4dfd287fd62673212d64bc15b13,5b1371c98c4f7a79b1e4abd1705021bb18f9e1b7e2bdb69fe4793d66f194e14c,5b1371c98c4f7a79b1e4abd1705021bb18f9e1b7e2bdb69fe4793d66f194e14c,
503,335,257536,256,257280,2329,446,1881,1881,2328,1,1,0,99.957063117,yes,yes,yes,yes,yes,yes,yes,d64e5b785b35b4a2180739304a1190ddcbbb2026f8cf76d67fce691abd2cfb18,e70c52b505e9a158bd78633d9e1ec7f5b057ff64246c6dbd8bcc8d27d6c42813,597b45efd9eba9b19091aaff1f06df3a9dd3b86f0c4fc55fe76c14c6a270ded0,597b45efd9eba9b19091aaff1f06df3a9dd3b86f0c4fc55fe76c14c6a270ded0,
