source_id,source,branch,target_id,target,weight_decimal,weight_formula,multiplicity,rule_derived
259,d5:r86:peven:b1,advanced_rebased_return,171,d5:r57:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
259,d5:r86:peven:b1,advanced_rebased_return,414,d5:r138:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
259,d5:r86:peven:b1,advanced_rebased_return,657,d5:r219:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
260,d5:r86:peven:b2,retarded_return,305,d5:r101:peven:b2,0.308641975308642,rho_star^(-2),1,yes
260,d5:r86:peven:b2,advanced_rebased_return,171,d5:r57:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
260,d5:r86:peven:b2,advanced_rebased_return,414,d5:r138:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
260,d5:r86:peven:b2,advanced_rebased_return,657,d5:r219:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
261,d5:r87:podd:b0,retarded_return,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),1,yes
262,d5:r87:peven:b1,retarded_return,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),1,yes
263,d5:r87:peven:b2,retarded_return,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),1,yes
264,d5:r88:podd:b0,retarded_return,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),1,yes
265,d5:r88:peven:b1,retarded_return,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),1,yes
266,d5:r88:peven:b2,retarded_return,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),1,yes
267,d5:r89:podd:b0,retarded_return,341,d5:r113:peven:b2,0.308641975308642,rho_star^(-2),1,yes
267,d5:r89:podd:b0,advanced_rebased_return,177,d5:r59:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
267,d5:r89:podd:b0,advanced_rebased_return,420,d5:r140:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
267,d5:r89:podd:b0,advanced_rebased_return,663,d5:r221:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
268,d5:r89:peven:b1,retarded_return,341,d5:r113:peven:b2,0.308641975308642,rho_star^(-2),1,yes
268,d5:r89:peven:b1,advanced_rebased_return,177,d5:r59:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
268,d5:r89:peven:b1,advanced_rebased_return,420,d5:r140:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
268,d5:r89:peven:b1,advanced_rebased_return,663,d5:r221:podd:b0,0.235057218420095,0.5*rho_star^(alpha-1)*child_mult*rebase_mult,1*1/3,yes
