state_id,state,depth,residue,parity,nu2_bucket,has_advanced_branch,naive_visible_column_sum
679,d5:r106:peven:b1,5,106,even,1,no,1/1
680,d5:r106:peven:b2,5,106,even,2,no,1/1
681,d5:r107:podd:b0,5,107,odd,0,yes,2/1
682,d5:r107:peven:b1,5,107,even,1,yes,2/1
683,d5:r107:peven:b2,5,107,even,2,yes,2/1
684,d5:r108:podd:b0,5,108,odd,0,no,1/1
685,d5:r108:peven:b1,5,108,even,1,no,1/1
686,d5:r108:peven:b2,5,108,even,2,no,1/1
687,d5:r109:podd:b0,5,109,odd,0,no,1/1
688,d5:r109:peven:b1,5,109,even,1,no,1/1
689,d5:r109:peven:b2,5,109,even,2,no,1/1
690,d5:r110:podd:b0,5,110,odd,0,yes,2/1
691,d5:r110:peven:b1,5,110,even,1,yes,2/1
692,d5:r110:peven:b2,5,110,even,2,yes,2/1
693,d5:r111:podd:b0,5,111,odd,0,no,1/1
694,d5:r111:peven:b1,5,111,even,1,no,1/1
695,d5:r111:peven:b2,5,111,even,2,no,1/1
696,d5:r112:podd:b0,5,112,odd,0,no,1/1
697,d5:r112:peven:b1,5,112,even,1,no,1/1
698,d5:r112:peven:b2,5,112,even,2,no,1/1
699,d5:r113:podd:b0,5,113,odd,0,yes,2/1
700,d5:r113:peven:b1,5,113,even,1,yes,2/1
701,d5:r113:peven:b2,5,113,even,2,yes,2/1
702,d5:r114:podd:b0,5,114,odd,0,no,1/1
703,d5:r114:peven:b1,5,114,even,1,no,1/1
704,d5:r114:peven:b2,5,114,even,2,no,1/1
705,d5:r115:podd:b0,5,115,odd,0,no,1/1
706,d5:r115:peven:b1,5,115,even,1,no,1/1
707,d5:r115:peven:b2,5,115,even,2,no,1/1
708,d5:r116:podd:b0,5,116,odd,0,yes,2/1
709,d5:r116:peven:b1,5,116,even,1,yes,2/1
710,d5:r116:peven:b2,5,116,even,2,yes,2/1
711,d5:r117:podd:b0,5,117,odd,0,no,1/1
712,d5:r117:peven:b1,5,117,even,1,no,1/1
713,d5:r117:peven:b2,5,117,even,2,no,1/1
714,d5:r118:podd:b0,5,118,odd,0,no,1/1
715,d5:r118:peven:b1,5,118,even,1,no,1/1
716,d5:r118:peven:b2,5,118,even,2,no,1/1
717,d5:r119:podd:b0,5,119,odd,0,yes,2/1
718,d5:r119:peven:b1,5,119,even,1,yes,2/1
719,d5:r119:peven:b2,5,119,even,2,yes,2/1
720,d5:r120:podd:b0,5,120,odd,0,no,1/1
721,d5:r120:peven:b1,5,120,even,1,no,1/1
722,d5:r120:peven:b2,5,120,even,2,no,1/1
723,d5:r121:podd:b0,5,121,odd,0,no,1/1
724,d5:r121:peven:b1,5,121,even,1,no,1/1
725,d5:r121:peven:b2,5,121,even,2,no,1/1
726,d5:r122:podd:b0,5,122,odd,0,yes,2/1
727,d5:r122:peven:b1,5,122,even,1,yes,2/1
728,d5:r122:peven:b2,5,122,even,2,yes,2/1
729,d5:r123:podd:b0,5,123,odd,0,no,1/1
730,d5:r123:peven:b1,5,123,even,1,no,1/1
731,d5:r123:peven:b2,5,123,even,2,no,1/1
732,d5:r124:podd:b0,5,124,odd,0,no,1/1
733,d5:r124:peven:b1,5,124,even,1,no,1/1
734,d5:r124:peven:b2,5,124,even,2,no,1/1
735,d5:r125:podd:b0,5,125,odd,0,yes,2/1
736,d5:r125:peven:b1,5,125,even,1,yes,2/1
737,d5:r125:peven:b2,5,125,even,2,yes,2/1
738,d5:r126:podd:b0,5,126,odd,0,no,1/1
739,d5:r126:peven:b1,5,126,even,1,no,1/1
740,d5:r126:peven:b2,5,126,even,2,no,1/1
741,d5:r127:podd:b0,5,127,odd,0,no,1/1
742,d5:r127:peven:b1,5,127,even,1,no,1/1
743,d5:r127:peven:b2,5,127,even,2,no,1/1
744,d5:r128:podd:b0,5,128,odd,0,yes,2/1
745,d5:r128:peven:b1,5,128,even,1,yes,2/1
746,d5:r128:peven:b2,5,128,even,2,yes,2/1
747,d5:r129:podd:b0,5,129,odd,0,no,1/1
748,d5:r129:peven:b1,5,129,even,1,no,1/1
749,d5:r129:peven:b2,5,129,even,2,no,1/1
750,d5:r130:podd:b0,5,130,odd,0,no,1/1
751,d5:r130:peven:b1,5,130,even,1,no,1/1
752,d5:r130:peven:b2,5,130,even,2,no,1/1
753,d5:r131:podd:b0,5,131,odd,0,yes,2/1
754,d5:r131:peven:b1,5,131,even,1,yes,2/1
755,d5:r131:peven:b2,5,131,even,2,yes,2/1
756,d5:r132:podd:b0,5,132,odd,0,no,1/1
757,d5:r132:peven:b1,5,132,even,1,no,1/1
758,d5:r132:peven:b2,5,132,even,2,no,1/1
759,d5:r133:podd:b0,5,133,odd,0,no,1/1
760,d5:r133:peven:b1,5,133,even,1,no,1/1
761,d5:r133:peven:b2,5,133,even,2,no,1/1
762,d5:r134:podd:b0,5,134,odd,0,yes,2/1
763,d5:r134:peven:b1,5,134,even,1,yes,2/1
764,d5:r134:peven:b2,5,134,even,2,yes,2/1
765,d5:r135:podd:b0,5,135,odd,0,no,1/1
766,d5:r135:peven:b1,5,135,even,1,no,1/1
767,d5:r135:peven:b2,5,135,even,2,no,1/1
768,d5:r136:podd:b0,5,136,odd,0,no,1/1
769,d5:r136:peven:b1,5,136,even,1,no,1/1
770,d5:r136:peven:b2,5,136,even,2,no,1/1
771,d5:r137:podd:b0,5,137,odd,0,yes,2/1
772,d5:r137:peven:b1,5,137,even,1,yes,2/1
773,d5:r137:peven:b2,5,137,even,2,yes,2/1
774,d5:r138:podd:b0,5,138,odd,0,no,1/1
775,d5:r138:peven:b1,5,138,even,1,no,1/1
776,d5:r138:peven:b2,5,138,even,2,no,1/1
777,d5:r139:podd:b0,5,139,odd,0,no,1/1
778,d5:r139:peven:b1,5,139,even,1,no,1/1
779,d5:r139:peven:b2,5,139,even,2,no,1/1
780,d5:r140:podd:b0,5,140,odd,0,yes,2/1
781,d5:r140:peven:b1,5,140,even,1,yes,2/1
782,d5:r140:peven:b2,5,140,even,2,yes,2/1
783,d5:r141:podd:b0,5,141,odd,0,no,1/1
784,d5:r141:peven:b1,5,141,even,1,no,1/1
785,d5:r141:peven:b2,5,141,even,2,no,1/1
786,d5:r142:podd:b0,5,142,odd,0,no,1/1
787,d5:r142:peven:b1,5,142,even,1,no,1/1
788,d5:r142:peven:b2,5,142,even,2,no,1/1
789,d5:r143:podd:b0,5,143,odd,0,yes,2/1
790,d5:r143:peven:b1,5,143,even,1,yes,2/1
791,d5:r143:peven:b2,5,143,even,2,yes,2/1
792,d5:r144:podd:b0,5,144,odd,0,no,1/1
793,d5:r144:peven:b1,5,144,even,1,no,1/1
794,d5:r144:peven:b2,5,144,even,2,no,1/1
795,d5:r145:podd:b0,5,145,odd,0,no,1/1
796,d5:r145:peven:b1,5,145,even,1,no,1/1
797,d5:r145:peven:b2,5,145,even,2,no,1/1
798,d5:r146:podd:b0,5,146,odd,0,yes,2/1
799,d5:r146:peven:b1,5,146,even,1,yes,2/1
800,d5:r146:peven:b2,5,146,even,2,yes,2/1
801,d5:r147:podd:b0,5,147,odd,0,no,1/1
802,d5:r147:peven:b1,5,147,even,1,no,1/1
803,d5:r147:peven:b2,5,147,even,2,no,1/1
804,d5:r148:podd:b0,5,148,odd,0,no,1/1
805,d5:r148:peven:b1,5,148,even,1,no,1/1
806,d5:r148:peven:b2,5,148,even,2,no,1/1
807,d5:r149:podd:b0,5,149,odd,0,yes,2/1
808,d5:r149:peven:b1,5,149,even,1,yes,2/1
809,d5:r149:peven:b2,5,149,even,2,yes,2/1
810,d5:r150:podd:b0,5,150,odd,0,no,1/1
811,d5:r150:peven:b1,5,150,even,1,no,1/1
812,d5:r150:peven:b2,5,150,even,2,no,1/1
813,d5:r151:podd:b0,5,151,odd,0,no,1/1
814,d5:r151:peven:b1,5,151,even,1,no,1/1
815,d5:r151:peven:b2,5,151,even,2,no,1/1
816,d5:r152:podd:b0,5,152,odd,0,yes,2/1
817,d5:r152:peven:b1,5,152,even,1,yes,2/1
818,d5:r152:peven:b2,5,152,even,2,yes,2/1
819,d5:r153:podd:b0,5,153,odd,0,no,1/1
820,d5:r153:peven:b1,5,153,even,1,no,1/1
821,d5:r153:peven:b2,5,153,even,2,no,1/1
822,d5:r154:podd:b0,5,154,odd,0,no,1/1
823,d5:r154:peven:b1,5,154,even,1,no,1/1
824,d5:r154:peven:b2,5,154,even,2,no,1/1
825,d5:r155:podd:b0,5,155,odd,0,yes,2/1
826,d5:r155:peven:b1,5,155,even,1,yes,2/1
827,d5:r155:peven:b2,5,155,even,2,yes,2/1
828,d5:r156:podd:b0,5,156,odd,0,no,1/1
829,d5:r156:peven:b1,5,156,even,1,no,1/1
830,d5:r156:peven:b2,5,156,even,2,no,1/1
831,d5:r157:podd:b0,5,157,odd,0,no,1/1
832,d5:r157:peven:b1,5,157,even,1,no,1/1
833,d5:r157:peven:b2,5,157,even,2,no,1/1
834,d5:r158:podd:b0,5,158,odd,0,yes,2/1
835,d5:r158:peven:b1,5,158,even,1,yes,2/1
836,d5:r158:peven:b2,5,158,even,2,yes,2/1
837,d5:r159:podd:b0,5,159,odd,0,no,1/1
838,d5:r159:peven:b1,5,159,even,1,no,1/1
839,d5:r159:peven:b2,5,159,even,2,no,1/1
840,d5:r160:podd:b0,5,160,odd,0,no,1/1
841,d5:r160:peven:b1,5,160,even,1,no,1/1
842,d5:r160:peven:b2,5,160,even,2,no,1/1
843,d5:r161:podd:b0,5,161,odd,0,yes,2/1
844,d5:r161:peven:b1,5,161,even,1,yes,2/1
845,d5:r161:peven:b2,5,161,even,2,yes,2/1
846,d5:r162:podd:b0,5,162,odd,0,no,1/1
847,d5:r162:peven:b1,5,162,even,1,no,1/1
848,d5:r162:peven:b2,5,162,even,2,no,1/1
849,d5:r163:podd:b0,5,163,odd,0,no,1/1
850,d5:r163:peven:b1,5,163,even,1,no,1/1
851,d5:r163:peven:b2,5,163,even,2,no,1/1
852,d5:r164:podd:b0,5,164,odd,0,yes,2/1
853,d5:r164:peven:b1,5,164,even,1,yes,2/1
854,d5:r164:peven:b2,5,164,even,2,yes,2/1
855,d5:r165:podd:b0,5,165,odd,0,no,1/1
856,d5:r165:peven:b1,5,165,even,1,no,1/1
857,d5:r165:peven:b2,5,165,even,2,no,1/1
858,d5:r166:podd:b0,5,166,odd,0,no,1/1
859,d5:r166:peven:b1,5,166,even,1,no,1/1
860,d5:r166:peven:b2,5,166,even,2,no,1/1
861,d5:r167:podd:b0,5,167,odd,0,yes,2/1
862,d5:r167:peven:b1,5,167,even,1,yes,2/1
863,d5:r167:peven:b2,5,167,even,2,yes,2/1
864,d5:r168:podd:b0,5,168,odd,0,no,1/1
865,d5:r168:peven:b1,5,168,even,1,no,1/1
866,d5:r168:peven:b2,5,168,even,2,no,1/1
867,d5:r169:podd:b0,5,169,odd,0,no,1/1
868,d5:r169:peven:b1,5,169,even,1,no,1/1
869,d5:r169:peven:b2,5,169,even,2,no,1/1
870,d5:r170:podd:b0,5,170,odd,0,yes,2/1
871,d5:r170:peven:b1,5,170,even,1,yes,2/1
872,d5:r170:peven:b2,5,170,even,2,yes,2/1
873,d5:r171:podd:b0,5,171,odd,0,no,1/1
874,d5:r171:peven:b1,5,171,even,1,no,1/1
875,d5:r171:peven:b2,5,171,even,2,no,1/1
876,d5:r172:podd:b0,5,172,odd,0,no,1/1
877,d5:r172:peven:b1,5,172,even,1,no,1/1
878,d5:r172:peven:b2,5,172,even,2,no,1/1
879,d5:r173:podd:b0,5,173,odd,0,yes,2/1
880,d5:r173:peven:b1,5,173,even,1,yes,2/1
881,d5:r173:peven:b2,5,173,even,2,yes,2/1
882,d5:r174:podd:b0,5,174,odd,0,no,1/1
883,d5:r174:peven:b1,5,174,even,1,no,1/1
884,d5:r174:peven:b2,5,174,even,2,no,1/1
885,d5:r175:podd:b0,5,175,odd,0,no,1/1
886,d5:r175:peven:b1,5,175,even,1,no,1/1
887,d5:r175:peven:b2,5,175,even,2,no,1/1
888,d5:r176:podd:b0,5,176,odd,0,yes,2/1
889,d5:r176:peven:b1,5,176,even,1,yes,2/1
890,d5:r176:peven:b2,5,176,even,2,yes,2/1
891,d5:r177:podd:b0,5,177,odd,0,no,1/1
892,d5:r177:peven:b1,5,177,even,1,no,1/1
893,d5:r177:peven:b2,5,177,even,2,no,1/1
894,d5:r178:podd:b0,5,178,odd,0,no,1/1
895,d5:r178:peven:b1,5,178,even,1,no,1/1
896,d5:r178:peven:b2,5,178,even,2,no,1/1
897,d5:r179:podd:b0,5,179,odd,0,yes,2/1
898,d5:r179:peven:b1,5,179,even,1,yes,2/1
899,d5:r179:peven:b2,5,179,even,2,yes,2/1
900,d5:r180:podd:b0,5,180,odd,0,no,1/1
901,d5:r180:peven:b1,5,180,even,1,no,1/1
902,d5:r180:peven:b2,5,180,even,2,no,1/1
903,d5:r181:podd:b0,5,181,odd,0,no,1/1
904,d5:r181:peven:b1,5,181,even,1,no,1/1
905,d5:r181:peven:b2,5,181,even,2,no,1/1
906,d5:r182:podd:b0,5,182,odd,0,yes,2/1
907,d5:r182:peven:b1,5,182,even,1,yes,2/1
908,d5:r182:peven:b2,5,182,even,2,yes,2/1
909,d5:r183:podd:b0,5,183,odd,0,no,1/1
910,d5:r183:peven:b1,5,183,even,1,no,1/1
911,d5:r183:peven:b2,5,183,even,2,no,1/1
912,d5:r184:podd:b0,5,184,odd,0,no,1/1
913,d5:r184:peven:b1,5,184,even,1,no,1/1
914,d5:r184:peven:b2,5,184,even,2,no,1/1
915,d5:r185:podd:b0,5,185,odd,0,yes,2/1
916,d5:r185:peven:b1,5,185,even,1,yes,2/1
917,d5:r185:peven:b2,5,185,even,2,yes,2/1
918,d5:r186:podd:b0,5,186,odd,0,no,1/1
919,d5:r186:peven:b1,5,186,even,1,no,1/1
920,d5:r186:peven:b2,5,186,even,2,no,1/1
921,d5:r187:podd:b0,5,187,odd,0,no,1/1
922,d5:r187:peven:b1,5,187,even,1,no,1/1
923,d5:r187:peven:b2,5,187,even,2,no,1/1
924,d5:r188:podd:b0,5,188,odd,0,yes,2/1
925,d5:r188:peven:b1,5,188,even,1,yes,2/1
926,d5:r188:peven:b2,5,188,even,2,yes,2/1
927,d5:r189:podd:b0,5,189,odd,0,no,1/1
928,d5:r189:peven:b1,5,189,even,1,no,1/1
929,d5:r189:peven:b2,5,189,even,2,no,1/1
930,d5:r190:podd:b0,5,190,odd,0,no,1/1
931,d5:r190:peven:b1,5,190,even,1,no,1/1
932,d5:r190:peven:b2,5,190,even,2,no,1/1
933,d5:r191:podd:b0,5,191,odd,0,yes,2/1
934,d5:r191:peven:b1,5,191,even,1,yes,2/1
935,d5:r191:peven:b2,5,191,even,2,yes,2/1
936,d5:r192:podd:b0,5,192,odd,0,no,1/1
937,d5:r192:peven:b1,5,192,even,1,no,1/1
938,d5:r192:peven:b2,5,192,even,2,no,1/1
939,d5:r193:podd:b0,5,193,odd,0,no,1/1
940,d5:r193:peven:b1,5,193,even,1,no,1/1
941,d5:r193:peven:b2,5,193,even,2,no,1/1
942,d5:r194:podd:b0,5,194,odd,0,yes,2/1
943,d5:r194:peven:b1,5,194,even,1,yes,2/1
944,d5:r194:peven:b2,5,194,even,2,yes,2/1
945,d5:r195:podd:b0,5,195,odd,0,no,1/1
946,d5:r195:peven:b1,5,195,even,1,no,1/1
947,d5:r195:peven:b2,5,195,even,2,no,1/1
948,d5:r196:podd:b0,5,196,odd,0,no,1/1
949,d5:r196:peven:b1,5,196,even,1,no,1/1
950,d5:r196:peven:b2,5,196,even,2,no,1/1
951,d5:r197:podd:b0,5,197,odd,0,yes,2/1
952,d5:r197:peven:b1,5,197,even,1,yes,2/1
953,d5:r197:peven:b2,5,197,even,2,yes,2/1
954,d5:r198:podd:b0,5,198,odd,0,no,1/1
955,d5:r198:peven:b1,5,198,even,1,no,1/1
956,d5:r198:peven:b2,5,198,even,2,no,1/1
957,d5:r199:podd:b0,5,199,odd,0,no,1/1
958,d5:r199:peven:b1,5,199,even,1,no,1/1
959,d5:r199:peven:b2,5,199,even,2,no,1/1
960,d5:r200:podd:b0,5,200,odd,0,yes,2/1
961,d5:r200:peven:b1,5,200,even,1,yes,2/1
962,d5:r200:peven:b2,5,200,even,2,yes,2/1
963,d5:r201:podd:b0,5,201,odd,0,no,1/1
964,d5:r201:peven:b1,5,201,even,1,no,1/1
965,d5:r201:peven:b2,5,201,even,2,no,1/1
966,d5:r202:podd:b0,5,202,odd,0,no,1/1
967,d5:r202:peven:b1,5,202,even,1,no,1/1
968,d5:r202:peven:b2,5,202,even,2,no,1/1
969,d5:r203:podd:b0,5,203,odd,0,yes,2/1
970,d5:r203:peven:b1,5,203,even,1,yes,2/1
971,d5:r203:peven:b2,5,203,even,2,yes,2/1
972,d5:r204:podd:b0,5,204,odd,0,no,1/1
973,d5:r204:peven:b1,5,204,even,1,no,1/1
974,d5:r204:peven:b2,5,204,even,2,no,1/1
975,d5:r205:podd:b0,5,205,odd,0,no,1/1
976,d5:r205:peven:b1,5,205,even,1,no,1/1
977,d5:r205:peven:b2,5,205,even,2,no,1/1
978,d5:r206:podd:b0,5,206,odd,0,yes,2/1
979,d5:r206:peven:b1,5,206,even,1,yes,2/1
980,d5:r206:peven:b2,5,206,even,2,yes,2/1
981,d5:r207:podd:b0,5,207,odd,0,no,1/1
982,d5:r207:peven:b1,5,207,even,1,no,1/1
983,d5:r207:peven:b2,5,207,even,2,no,1/1
984,d5:r208:podd:b0,5,208,odd,0,no,1/1
985,d5:r208:peven:b1,5,208,even,1,no,1/1
986,d5:r208:peven:b2,5,208,even,2,no,1/1
987,d5:r209:podd:b0,5,209,odd,0,yes,2/1
988,d5:r209:peven:b1,5,209,even,1,yes,2/1
989,d5:r209:peven:b2,5,209,even,2,yes,2/1
990,d5:r210:podd:b0,5,210,odd,0,no,1/1
991,d5:r210:peven:b1,5,210,even,1,no,1/1
992,d5:r210:peven:b2,5,210,even,2,no,1/1
993,d5:r211:podd:b0,5,211,odd,0,no,1/1
994,d5:r211:peven:b1,5,211,even,1,no,1/1
995,d5:r211:peven:b2,5,211,even,2,no,1/1
996,d5:r212:podd:b0,5,212,odd,0,yes,2/1
997,d5:r212:peven:b1,5,212,even,1,yes,2/1
998,d5:r212:peven:b2,5,212,even,2,yes,2/1
999,d5:r213:podd:b0,5,213,odd,0,no,1/1
1000,d5:r213:peven:b1,5,213,even,1,no,1/1
1001,d5:r213:peven:b2,5,213,even,2,no,1/1
1002,d5:r214:podd:b0,5,214,odd,0,no,1/1
1003,d5:r214:peven:b1,5,214,even,1,no,1/1
1004,d5:r214:peven:b2,5,214,even,2,no,1/1
1005,d5:r215:podd:b0,5,215,odd,0,yes,2/1
1006,d5:r215:peven:b1,5,215,even,1,yes,2/1
1007,d5:r215:peven:b2,5,215,even,2,yes,2/1
1008,d5:r216:podd:b0,5,216,odd,0,no,1/1
1009,d5:r216:peven:b1,5,216,even,1,no,1/1
1010,d5:r216:peven:b2,5,216,even,2,no,1/1
1011,d5:r217:podd:b0,5,217,odd,0,no,1/1
1012,d5:r217:peven:b1,5,217,even,1,no,1/1
1013,d5:r217:peven:b2,5,217,even,2,no,1/1
1014,d5:r218:podd:b0,5,218,odd,0,yes,2/1
1015,d5:r218:peven:b1,5,218,even,1,yes,2/1
1016,d5:r218:peven:b2,5,218,even,2,yes,2/1
1017,d5:r219:podd:b0,5,219,odd,0,no,1/1
1018,d5:r219:peven:b1,5,219,even,1,no,1/1
1019,d5:r219:peven:b2,5,219,even,2,no,1/1
1020,d5:r220:podd:b0,5,220,odd,0,no,1/1
1021,d5:r220:peven:b1,5,220,even,1,no,1/1
1022,d5:r220:peven:b2,5,220,even,2,no,1/1
1023,d5:r221:podd:b0,5,221,odd,0,yes,2/1
1024,d5:r221:peven:b1,5,221,even,1,yes,2/1
1025,d5:r221:peven:b2,5,221,even,2,yes,2/1
1026,d5:r222:podd:b0,5,222,odd,0,no,1/1
1027,d5:r222:peven:b1,5,222,even,1,no,1/1
1028,d5:r222:peven:b2,5,222,even,2,no,1/1
1029,d5:r223:podd:b0,5,223,odd,0,no,1/1
1030,d5:r223:peven:b1,5,223,even,1,no,1/1
1031,d5:r223:peven:b2,5,223,even,2,no,1/1
1032,d5:r224:podd:b0,5,224,odd,0,yes,2/1
1033,d5:r224:peven:b1,5,224,even,1,yes,2/1
1034,d5:r224:peven:b2,5,224,even,2,yes,2/1
1035,d5:r225:podd:b0,5,225,odd,0,no,1/1
1036,d5:r225:peven:b1,5,225,even,1,no,1/1
1037,d5:r225:peven:b2,5,225,even,2,no,1/1
1038,d5:r226:podd:b0,5,226,odd,0,no,1/1
1039,d5:r226:peven:b1,5,226,even,1,no,1/1
1040,d5:r226:peven:b2,5,226,even,2,no,1/1
1041,d5:r227:podd:b0,5,227,odd,0,yes,2/1
1042,d5:r227:peven:b1,5,227,even,1,yes,2/1
1043,d5:r227:peven:b2,5,227,even,2,yes,2/1
1044,d5:r228:podd:b0,5,228,odd,0,no,1/1
1045,d5:r228:peven:b1,5,228,even,1,no,1/1
1046,d5:r228:peven:b2,5,228,even,2,no,1/1
1047,d5:r229:podd:b0,5,229,odd,0,no,1/1
1048,d5:r229:peven:b1,5,229,even,1,no,1/1
1049,d5:r229:peven:b2,5,229,even,2,no,1/1
1050,d5:r230:podd:b0,5,230,odd,0,yes,2/1
1051,d5:r230:peven:b1,5,230,even,1,yes,2/1
1052,d5:r230:peven:b2,5,230,even,2,yes,2/1
1053,d5:r231:podd:b0,5,231,odd,0,no,1/1
1054,d5:r231:peven:b1,5,231,even,1,no,1/1
1055,d5:r231:peven:b2,5,231,even,2,no,1/1
1056,d5:r232:podd:b0,5,232,odd,0,no,1/1
1057,d5:r232:peven:b1,5,232,even,1,no,1/1
1058,d5:r232:peven:b2,5,232,even,2,no,1/1
1059,d5:r233:podd:b0,5,233,odd,0,yes,2/1
1060,d5:r233:peven:b1,5,233,even,1,yes,2/1
1061,d5:r233:peven:b2,5,233,even,2,yes,2/1
1062,d5:r234:podd:b0,5,234,odd,0,no,1/1
1063,d5:r234:peven:b1,5,234,even,1,no,1/1
1064,d5:r234:peven:b2,5,234,even,2,no,1/1
1065,d5:r235:podd:b0,5,235,odd,0,no,1/1
1066,d5:r235:peven:b1,5,235,even,1,no,1/1
1067,d5:r235:peven:b2,5,235,even,2,no,1/1
1068,d5:r236:podd:b0,5,236,odd,0,yes,2/1
1069,d5:r236:peven:b1,5,236,even,1,yes,2/1
1070,d5:r236:peven:b2,5,236,even,2,yes,2/1
1071,d5:r237:podd:b0,5,237,odd,0,no,1/1
1072,d5:r237:peven:b1,5,237,even,1,no,1/1
1073,d5:r237:peven:b2,5,237,even,2,no,1/1
1074,d5:r238:podd:b0,5,238,odd,0,no,1/1
1075,d5:r238:peven:b1,5,238,even,1,no,1/1
1076,d5:r238:peven:b2,5,238,even,2,no,1/1
1077,d5:r239:podd:b0,5,239,odd,0,yes,2/1
1078,d5:r239:peven:b1,5,239,even,1,yes,2/1
1079,d5:r239:peven:b2,5,239,even,2,yes,2/1
1080,d5:r240:podd:b0,5,240,odd,0,no,1/1
1081,d5:r240:peven:b1,5,240,even,1,no,1/1
1082,d5:r240:peven:b2,5,240,even,2,no,1/1
1083,d5:r241:podd:b0,5,241,odd,0,no,1/1
1084,d5:r241:peven:b1,5,241,even,1,no,1/1
1085,d5:r241:peven:b2,5,241,even,2,no,1/1
1086,d5:r242:podd:b0,5,242,odd,0,yes,2/1
1087,d5:r242:peven:b1,5,242,even,1,yes,2/1
1088,d5:r242:peven:b2,5,242,even,2,yes,2/1
