source_id,source,branch,target_id,target,route,multiplicity,scale_weight,scale_weight_decimal,rule_derived
215,d4:r32:peven:b2,advanced,99,d3:r21:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
216,d4:r33:podd:b0,retarded,272,d4:r51:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
217,d4:r33:peven:b1,retarded,272,d4:r51:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
218,d4:r33:peven:b2,retarded,272,d4:r51:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
219,d4:r34:podd:b0,retarded,284,d4:r55:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
220,d4:r34:peven:b1,retarded,284,d4:r55:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
221,d4:r34:peven:b2,retarded,284,d4:r55:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
222,d4:r35:podd:b0,retarded,296,d4:r59:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
222,d4:r35:podd:b0,advanced,105,d3:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
223,d4:r35:peven:b1,retarded,296,d4:r59:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
223,d4:r35:peven:b1,advanced,105,d3:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
224,d4:r35:peven:b2,retarded,296,d4:r59:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
224,d4:r35:peven:b2,advanced,105,d3:r23:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
225,d4:r36:podd:b0,retarded,308,d4:r63:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
226,d4:r36:peven:b1,retarded,308,d4:r63:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
227,d4:r36:peven:b2,retarded,308,d4:r63:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
228,d4:r37:podd:b0,retarded,320,d4:r67:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
229,d4:r37:peven:b1,retarded,320,d4:r67:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
230,d4:r37:peven:b2,retarded,320,d4:r67:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
231,d4:r38:podd:b0,retarded,332,d4:r71:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
231,d4:r38:podd:b0,advanced,111,d3:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
232,d4:r38:peven:b1,retarded,332,d4:r71:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
232,d4:r38:peven:b1,advanced,111,d3:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
233,d4:r38:peven:b2,retarded,332,d4:r71:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
233,d4:r38:peven:b2,advanced,111,d3:r25:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
234,d4:r39:podd:b0,retarded,344,d4:r75:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
235,d4:r39:peven:b1,retarded,344,d4:r75:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
236,d4:r39:peven:b2,retarded,344,d4:r75:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
237,d4:r40:podd:b0,retarded,356,d4:r79:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
238,d4:r40:peven:b1,retarded,356,d4:r79:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
239,d4:r40:peven:b2,retarded,356,d4:r79:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
240,d4:r41:podd:b0,retarded,125,d4:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
240,d4:r41:podd:b0,advanced,36,d3:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
241,d4:r41:peven:b1,retarded,125,d4:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
241,d4:r41:peven:b1,advanced,36,d3:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
242,d4:r41:peven:b2,retarded,125,d4:r2:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
242,d4:r41:peven:b2,advanced,36,d3:r0:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
243,d4:r42:podd:b0,retarded,137,d4:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
244,d4:r42:peven:b1,retarded,137,d4:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
245,d4:r42:peven:b2,retarded,137,d4:r6:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
246,d4:r43:podd:b0,retarded,149,d4:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
247,d4:r43:peven:b1,retarded,149,d4:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
248,d4:r43:peven:b2,retarded,149,d4:r10:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
249,d4:r44:podd:b0,retarded,161,d4:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
249,d4:r44:podd:b0,advanced,42,d3:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
250,d4:r44:peven:b1,retarded,161,d4:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
250,d4:r44:peven:b1,advanced,42,d3:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
251,d4:r44:peven:b2,retarded,161,d4:r14:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
251,d4:r44:peven:b2,advanced,42,d3:r2:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
252,d4:r45:podd:b0,retarded,173,d4:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
253,d4:r45:peven:b1,retarded,173,d4:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
254,d4:r45:peven:b2,retarded,173,d4:r18:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
255,d4:r46:podd:b0,retarded,185,d4:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
256,d4:r46:peven:b1,retarded,185,d4:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
257,d4:r46:peven:b2,retarded,185,d4:r22:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
258,d4:r47:podd:b0,retarded,197,d4:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
258,d4:r47:podd:b0,advanced,48,d3:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
259,d4:r47:peven:b1,retarded,197,d4:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
259,d4:r47:peven:b1,advanced,48,d3:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
260,d4:r47:peven:b2,retarded,197,d4:r26:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
260,d4:r47:peven:b2,advanced,48,d3:r4:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
261,d4:r48:podd:b0,retarded,209,d4:r30:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
262,d4:r48:peven:b1,retarded,209,d4:r30:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
263,d4:r48:peven:b2,retarded,209,d4:r30:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
264,d4:r49:podd:b0,retarded,221,d4:r34:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
265,d4:r49:peven:b1,retarded,221,d4:r34:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
266,d4:r49:peven:b2,retarded,221,d4:r34:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
267,d4:r50:podd:b0,retarded,233,d4:r38:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
267,d4:r50:podd:b0,advanced,54,d3:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
268,d4:r50:peven:b1,retarded,233,d4:r38:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
268,d4:r50:peven:b1,advanced,54,d3:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
269,d4:r50:peven:b2,retarded,233,d4:r38:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
269,d4:r50:peven:b2,advanced,54,d3:r6:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
270,d4:r51:podd:b0,retarded,245,d4:r42:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
271,d4:r51:peven:b1,retarded,245,d4:r42:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
272,d4:r51:peven:b2,retarded,245,d4:r42:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
273,d4:r52:podd:b0,retarded,257,d4:r46:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
274,d4:r52:peven:b1,retarded,257,d4:r46:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
275,d4:r52:peven:b2,retarded,257,d4:r46:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
276,d4:r53:podd:b0,retarded,269,d4:r50:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
276,d4:r53:podd:b0,advanced,60,d3:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
277,d4:r53:peven:b1,retarded,269,d4:r50:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
277,d4:r53:peven:b1,advanced,60,d3:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
278,d4:r53:peven:b2,retarded,269,d4:r50:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
278,d4:r53:peven:b2,advanced,60,d3:r8:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
279,d4:r54:podd:b0,retarded,281,d4:r54:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
280,d4:r54:peven:b1,retarded,281,d4:r54:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
281,d4:r54:peven:b2,retarded,281,d4:r54:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
282,d4:r55:podd:b0,retarded,293,d4:r58:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
283,d4:r55:peven:b1,retarded,293,d4:r58:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
284,d4:r55:peven:b2,retarded,293,d4:r58:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
285,d4:r56:podd:b0,retarded,305,d4:r62:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
285,d4:r56:podd:b0,advanced,66,d3:r10:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
286,d4:r56:peven:b1,retarded,305,d4:r62:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
286,d4:r56:peven:b1,advanced,66,d3:r10:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
287,d4:r56:peven:b2,retarded,305,d4:r62:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
287,d4:r56:peven:b2,advanced,66,d3:r10:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
288,d4:r57:podd:b0,retarded,317,d4:r66:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
289,d4:r57:peven:b1,retarded,317,d4:r66:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
290,d4:r57:peven:b2,retarded,317,d4:r66:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
291,d4:r58:podd:b0,retarded,329,d4:r70:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
292,d4:r58:peven:b1,retarded,329,d4:r70:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
293,d4:r58:peven:b2,retarded,329,d4:r70:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
294,d4:r59:podd:b0,retarded,341,d4:r74:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
294,d4:r59:podd:b0,advanced,72,d3:r12:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
295,d4:r59:peven:b1,retarded,341,d4:r74:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
295,d4:r59:peven:b1,advanced,72,d3:r12:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
296,d4:r59:peven:b2,retarded,341,d4:r74:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
296,d4:r59:peven:b2,advanced,72,d3:r12:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
297,d4:r60:podd:b0,retarded,353,d4:r78:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
298,d4:r60:peven:b1,retarded,353,d4:r78:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
299,d4:r60:peven:b2,retarded,353,d4:r78:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
300,d4:r61:podd:b0,retarded,122,d4:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
301,d4:r61:peven:b1,retarded,122,d4:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
302,d4:r61:peven:b2,retarded,122,d4:r1:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
303,d4:r62:podd:b0,retarded,134,d4:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
303,d4:r62:podd:b0,advanced,78,d3:r14:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
304,d4:r62:peven:b1,retarded,134,d4:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
304,d4:r62:peven:b1,advanced,78,d3:r14:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
305,d4:r62:peven:b2,retarded,134,d4:r5:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
305,d4:r62:peven:b2,advanced,78,d3:r14:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
306,d4:r63:podd:b0,retarded,146,d4:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
307,d4:r63:peven:b1,retarded,146,d4:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
308,d4:r63:peven:b2,retarded,146,d4:r9:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
309,d4:r64:podd:b0,retarded,158,d4:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
310,d4:r64:peven:b1,retarded,158,d4:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
311,d4:r64:peven:b2,retarded,158,d4:r13:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
312,d4:r65:podd:b0,retarded,170,d4:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
312,d4:r65:podd:b0,advanced,84,d3:r16:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
313,d4:r65:peven:b1,retarded,170,d4:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
313,d4:r65:peven:b1,advanced,84,d3:r16:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
314,d4:r65:peven:b2,retarded,170,d4:r17:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
314,d4:r65:peven:b2,advanced,84,d3:r16:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
315,d4:r66:podd:b0,retarded,182,d4:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
316,d4:r66:peven:b1,retarded,182,d4:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
317,d4:r66:peven:b2,retarded,182,d4:r21:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
318,d4:r67:podd:b0,retarded,194,d4:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
319,d4:r67:peven:b1,retarded,194,d4:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
320,d4:r67:peven:b2,retarded,194,d4:r25:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
321,d4:r68:podd:b0,retarded,206,d4:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
321,d4:r68:podd:b0,advanced,90,d3:r18:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
322,d4:r68:peven:b1,retarded,206,d4:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
322,d4:r68:peven:b1,advanced,90,d3:r18:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
323,d4:r68:peven:b2,retarded,206,d4:r29:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
323,d4:r68:peven:b2,advanced,90,d3:r18:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
324,d4:r69:podd:b0,retarded,218,d4:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
325,d4:r69:peven:b1,retarded,218,d4:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
326,d4:r69:peven:b2,retarded,218,d4:r33:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
327,d4:r70:podd:b0,retarded,230,d4:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
328,d4:r70:peven:b1,retarded,230,d4:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
329,d4:r70:peven:b2,retarded,230,d4:r37:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
330,d4:r71:podd:b0,retarded,242,d4:r41:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
330,d4:r71:podd:b0,advanced,96,d3:r20:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
331,d4:r71:peven:b1,retarded,242,d4:r41:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
331,d4:r71:peven:b1,advanced,96,d3:r20:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
332,d4:r71:peven:b2,retarded,242,d4:r41:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
332,d4:r71:peven:b2,advanced,96,d3:r20:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
333,d4:r72:podd:b0,retarded,254,d4:r45:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
334,d4:r72:peven:b1,retarded,254,d4:r45:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
335,d4:r72:peven:b2,retarded,254,d4:r45:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
336,d4:r73:podd:b0,retarded,266,d4:r49:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
337,d4:r73:peven:b1,retarded,266,d4:r49:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
338,d4:r73:peven:b2,retarded,266,d4:r49:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
339,d4:r74:podd:b0,retarded,278,d4:r53:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
339,d4:r74:podd:b0,advanced,102,d3:r22:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
340,d4:r74:peven:b1,retarded,278,d4:r53:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
340,d4:r74:peven:b1,advanced,102,d3:r22:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
341,d4:r74:peven:b2,retarded,278,d4:r53:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
341,d4:r74:peven:b2,advanced,102,d3:r22:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
342,d4:r75:podd:b0,retarded,290,d4:r57:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
343,d4:r75:peven:b1,retarded,290,d4:r57:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
344,d4:r75:peven:b2,retarded,290,d4:r57:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
345,d4:r76:podd:b0,retarded,302,d4:r61:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
346,d4:r76:peven:b1,retarded,302,d4:r61:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
347,d4:r76:peven:b2,retarded,302,d4:r61:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
348,d4:r77:podd:b0,retarded,314,d4:r65:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
348,d4:r77:podd:b0,advanced,108,d3:r24:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
349,d4:r77:peven:b1,retarded,314,d4:r65:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
349,d4:r77:peven:b1,advanced,108,d3:r24:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
350,d4:r77:peven:b2,retarded,314,d4:r65:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
350,d4:r77:peven:b2,advanced,108,d3:r24:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
351,d4:r78:podd:b0,retarded,326,d4:r69:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
352,d4:r78:peven:b1,retarded,326,d4:r69:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
353,d4:r78:peven:b2,retarded,326,d4:r69:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
354,d4:r79:podd:b0,retarded,338,d4:r73:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
355,d4:r79:peven:b1,retarded,338,d4:r73:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
356,d4:r79:peven:b2,retarded,338,d4:r73:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
357,d4:r80:podd:b0,retarded,350,d4:r77:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
357,d4:r80:podd:b0,advanced,114,d3:r26:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
358,d4:r80:peven:b1,retarded,350,d4:r77:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
358,d4:r80:peven:b1,advanced,114,d3:r26:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
359,d4:r80:peven:b2,retarded,350,d4:r77:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
359,d4:r80:peven:b2,advanced,114,d3:r26:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
360,d5:r0:podd:b0,retarded,362,d5:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
361,d5:r0:peven:b1,retarded,362,d5:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
362,d5:r0:peven:b2,retarded,362,d5:r0:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
363,d5:r1:podd:b0,retarded,374,d5:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
364,d5:r1:peven:b1,retarded,374,d5:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
365,d5:r1:peven:b2,retarded,374,d5:r4:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
366,d5:r2:podd:b0,retarded,386,d5:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
366,d5:r2:podd:b0,advanced,120,d4:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
367,d5:r2:peven:b1,retarded,386,d5:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
367,d5:r2:peven:b1,advanced,120,d4:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
368,d5:r2:peven:b2,retarded,386,d5:r8:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
368,d5:r2:peven:b2,advanced,120,d4:r1:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
369,d5:r3:podd:b0,retarded,398,d5:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
370,d5:r3:peven:b1,retarded,398,d5:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
371,d5:r3:peven:b2,retarded,398,d5:r12:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
372,d5:r4:podd:b0,retarded,410,d5:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
373,d5:r4:peven:b1,retarded,410,d5:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
374,d5:r4:peven:b2,retarded,410,d5:r16:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
375,d5:r5:podd:b0,retarded,422,d5:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
375,d5:r5:podd:b0,advanced,126,d4:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
376,d5:r5:peven:b1,retarded,422,d5:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
376,d5:r5:peven:b1,advanced,126,d4:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
377,d5:r5:peven:b2,retarded,422,d5:r20:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
377,d5:r5:peven:b2,advanced,126,d4:r3:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
378,d5:r6:podd:b0,retarded,434,d5:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
379,d5:r6:peven:b1,retarded,434,d5:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
380,d5:r6:peven:b2,retarded,434,d5:r24:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
381,d5:r7:podd:b0,retarded,446,d5:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
382,d5:r7:peven:b1,retarded,446,d5:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
383,d5:r7:peven:b2,retarded,446,d5:r28:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
384,d5:r8:podd:b0,retarded,458,d5:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
384,d5:r8:podd:b0,advanced,132,d4:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
385,d5:r8:peven:b1,retarded,458,d5:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
385,d5:r8:peven:b1,advanced,132,d4:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
386,d5:r8:peven:b2,retarded,458,d5:r32:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
386,d5:r8:peven:b2,advanced,132,d4:r5:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
387,d5:r9:podd:b0,retarded,470,d5:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
388,d5:r9:peven:b1,retarded,470,d5:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
389,d5:r9:peven:b2,retarded,470,d5:r36:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
390,d5:r10:podd:b0,retarded,482,d5:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
391,d5:r10:peven:b1,retarded,482,d5:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
392,d5:r10:peven:b2,retarded,482,d5:r40:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
393,d5:r11:podd:b0,retarded,494,d5:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
393,d5:r11:podd:b0,advanced,138,d4:r7:podd:b0,VISIBLE,1/1,rho_star^(alpha-2),0.783524061400316,yes
394,d5:r11:peven:b1,retarded,494,d5:r44:peven:b2,VISIBLE,1,25/81,0.308641975308642,yes
