state_id,state,depth,residue,parity,nu2_bucket,has_advanced_branch,weighted_out_sum_decimal
519,d5:r53:podd:b0,5,53,odd,0,yes,1.092166036708959
520,d5:r53:peven:b1,5,53,even,1,yes,1.092166036708959
521,d5:r53:peven:b2,5,53,even,2,yes,1.092166036708959
522,d5:r54:podd:b0,5,54,odd,0,no,0.308641975308642
523,d5:r54:peven:b1,5,54,even,1,no,0.308641975308642
524,d5:r54:peven:b2,5,54,even,2,no,0.308641975308642
525,d5:r55:podd:b0,5,55,odd,0,no,0.308641975308642
526,d5:r55:peven:b1,5,55,even,1,no,0.308641975308642
527,d5:r55:peven:b2,5,55,even,2,no,0.308641975308642
528,d5:r56:podd:b0,5,56,odd,0,yes,1.092166036708959
529,d5:r56:peven:b1,5,56,even,1,yes,1.092166036708959
530,d5:r56:peven:b2,5,56,even,2,yes,1.092166036708959
531,d5:r57:podd:b0,5,57,odd,0,no,0.308641975308642
532,d5:r57:peven:b1,5,57,even,1,no,0.308641975308642
533,d5:r57:peven:b2,5,57,even,2,no,0.308641975308642
534,d5:r58:podd:b0,5,58,odd,0,no,0.308641975308642
535,d5:r58:peven:b1,5,58,even,1,no,0.308641975308642
536,d5:r58:peven:b2,5,58,even,2,no,0.308641975308642
537,d5:r59:podd:b0,5,59,odd,0,yes,1.092166036708959
538,d5:r59:peven:b1,5,59,even,1,yes,1.092166036708959
539,d5:r59:peven:b2,5,59,even,2,yes,1.092166036708959
540,d5:r60:podd:b0,5,60,odd,0,no,0.308641975308642
541,d5:r60:peven:b1,5,60,even,1,no,0.308641975308642
542,d5:r60:peven:b2,5,60,even,2,no,0.308641975308642
543,d5:r61:podd:b0,5,61,odd,0,no,0.308641975308642
544,d5:r61:peven:b1,5,61,even,1,no,0.308641975308642
545,d5:r61:peven:b2,5,61,even,2,no,0.308641975308642
546,d5:r62:podd:b0,5,62,odd,0,yes,1.092166036708959
547,d5:r62:peven:b1,5,62,even,1,yes,1.092166036708959
548,d5:r62:peven:b2,5,62,even,2,yes,1.092166036708959
549,d5:r63:podd:b0,5,63,odd,0,no,0.308641975308642
550,d5:r63:peven:b1,5,63,even,1,no,0.308641975308642
551,d5:r63:peven:b2,5,63,even,2,no,0.308641975308642
552,d5:r64:podd:b0,5,64,odd,0,no,0.308641975308642
553,d5:r64:peven:b1,5,64,even,1,no,0.308641975308642
554,d5:r64:peven:b2,5,64,even,2,no,0.308641975308642
555,d5:r65:podd:b0,5,65,odd,0,yes,1.092166036708959
556,d5:r65:peven:b1,5,65,even,1,yes,1.092166036708959
557,d5:r65:peven:b2,5,65,even,2,yes,1.092166036708959
558,d5:r66:podd:b0,5,66,odd,0,no,0.308641975308642
559,d5:r66:peven:b1,5,66,even,1,no,0.308641975308642
560,d5:r66:peven:b2,5,66,even,2,no,0.308641975308642
561,d5:r67:podd:b0,5,67,odd,0,no,0.308641975308642
562,d5:r67:peven:b1,5,67,even,1,no,0.308641975308642
563,d5:r67:peven:b2,5,67,even,2,no,0.308641975308642
564,d5:r68:podd:b0,5,68,odd,0,yes,1.092166036708959
565,d5:r68:peven:b1,5,68,even,1,yes,1.092166036708959
566,d5:r68:peven:b2,5,68,even,2,yes,1.092166036708959
567,d5:r69:podd:b0,5,69,odd,0,no,0.308641975308642
568,d5:r69:peven:b1,5,69,even,1,no,0.308641975308642
569,d5:r69:peven:b2,5,69,even,2,no,0.308641975308642
570,d5:r70:podd:b0,5,70,odd,0,no,0.308641975308642
571,d5:r70:peven:b1,5,70,even,1,no,0.308641975308642
572,d5:r70:peven:b2,5,70,even,2,no,0.308641975308642
573,d5:r71:podd:b0,5,71,odd,0,yes,1.092166036708959
574,d5:r71:peven:b1,5,71,even,1,yes,1.092166036708959
575,d5:r71:peven:b2,5,71,even,2,yes,1.092166036708959
576,d5:r72:podd:b0,5,72,odd,0,no,0.308641975308642
577,d5:r72:peven:b1,5,72,even,1,no,0.308641975308642
578,d5:r72:peven:b2,5,72,even,2,no,0.308641975308642
579,d5:r73:podd:b0,5,73,odd,0,no,0.308641975308642
580,d5:r73:peven:b1,5,73,even,1,no,0.308641975308642
581,d5:r73:peven:b2,5,73,even,2,no,0.308641975308642
582,d5:r74:podd:b0,5,74,odd,0,yes,1.092166036708959
583,d5:r74:peven:b1,5,74,even,1,yes,1.092166036708959
584,d5:r74:peven:b2,5,74,even,2,yes,1.092166036708959
585,d5:r75:podd:b0,5,75,odd,0,no,0.308641975308642
586,d5:r75:peven:b1,5,75,even,1,no,0.308641975308642
587,d5:r75:peven:b2,5,75,even,2,no,0.308641975308642
588,d5:r76:podd:b0,5,76,odd,0,no,0.308641975308642
589,d5:r76:peven:b1,5,76,even,1,no,0.308641975308642
590,d5:r76:peven:b2,5,76,even,2,no,0.308641975308642
591,d5:r77:podd:b0,5,77,odd,0,yes,1.092166036708959
592,d5:r77:peven:b1,5,77,even,1,yes,1.092166036708959
593,d5:r77:peven:b2,5,77,even,2,yes,1.092166036708959
594,d5:r78:podd:b0,5,78,odd,0,no,0.308641975308642
595,d5:r78:peven:b1,5,78,even,1,no,0.308641975308642
596,d5:r78:peven:b2,5,78,even,2,no,0.308641975308642
597,d5:r79:podd:b0,5,79,odd,0,no,0.308641975308642
598,d5:r79:peven:b1,5,79,even,1,no,0.308641975308642
599,d5:r79:peven:b2,5,79,even,2,no,0.308641975308642
600,d5:r80:podd:b0,5,80,odd,0,yes,1.092166036708959
601,d5:r80:peven:b1,5,80,even,1,yes,1.092166036708959
602,d5:r80:peven:b2,5,80,even,2,yes,1.092166036708959
603,d5:r81:podd:b0,5,81,odd,0,no,0.308641975308642
604,d5:r81:peven:b1,5,81,even,1,no,0.308641975308642
605,d5:r81:peven:b2,5,81,even,2,no,0.308641975308642
606,d5:r82:podd:b0,5,82,odd,0,no,0.308641975308642
607,d5:r82:peven:b1,5,82,even,1,no,0.308641975308642
608,d5:r82:peven:b2,5,82,even,2,no,0.308641975308642
609,d5:r83:podd:b0,5,83,odd,0,yes,1.092166036708959
610,d5:r83:peven:b1,5,83,even,1,yes,1.092166036708959
611,d5:r83:peven:b2,5,83,even,2,yes,1.092166036708959
612,d5:r84:podd:b0,5,84,odd,0,no,0.308641975308642
613,d5:r84:peven:b1,5,84,even,1,no,0.308641975308642
614,d5:r84:peven:b2,5,84,even,2,no,0.308641975308642
615,d5:r85:podd:b0,5,85,odd,0,no,0.308641975308642
616,d5:r85:peven:b1,5,85,even,1,no,0.308641975308642
617,d5:r85:peven:b2,5,85,even,2,no,0.308641975308642
618,d5:r86:podd:b0,5,86,odd,0,yes,1.092166036708959
619,d5:r86:peven:b1,5,86,even,1,yes,1.092166036708959
620,d5:r86:peven:b2,5,86,even,2,yes,1.092166036708959
621,d5:r87:podd:b0,5,87,odd,0,no,0.308641975308642
622,d5:r87:peven:b1,5,87,even,1,no,0.308641975308642
623,d5:r87:peven:b2,5,87,even,2,no,0.308641975308642
624,d5:r88:podd:b0,5,88,odd,0,no,0.308641975308642
625,d5:r88:peven:b1,5,88,even,1,no,0.308641975308642
626,d5:r88:peven:b2,5,88,even,2,no,0.308641975308642
627,d5:r89:podd:b0,5,89,odd,0,yes,1.092166036708959
628,d5:r89:peven:b1,5,89,even,1,yes,1.092166036708959
629,d5:r89:peven:b2,5,89,even,2,yes,1.092166036708959
630,d5:r90:podd:b0,5,90,odd,0,no,0.308641975308642
631,d5:r90:peven:b1,5,90,even,1,no,0.308641975308642
632,d5:r90:peven:b2,5,90,even,2,no,0.308641975308642
633,d5:r91:podd:b0,5,91,odd,0,no,0.308641975308642
634,d5:r91:peven:b1,5,91,even,1,no,0.308641975308642
635,d5:r91:peven:b2,5,91,even,2,no,0.308641975308642
636,d5:r92:podd:b0,5,92,odd,0,yes,1.092166036708959
637,d5:r92:peven:b1,5,92,even,1,yes,1.092166036708959
638,d5:r92:peven:b2,5,92,even,2,yes,1.092166036708959
639,d5:r93:podd:b0,5,93,odd,0,no,0.308641975308642
640,d5:r93:peven:b1,5,93,even,1,no,0.308641975308642
641,d5:r93:peven:b2,5,93,even,2,no,0.308641975308642
642,d5:r94:podd:b0,5,94,odd,0,no,0.308641975308642
643,d5:r94:peven:b1,5,94,even,1,no,0.308641975308642
644,d5:r94:peven:b2,5,94,even,2,no,0.308641975308642
645,d5:r95:podd:b0,5,95,odd,0,yes,1.092166036708959
646,d5:r95:peven:b1,5,95,even,1,yes,1.092166036708959
647,d5:r95:peven:b2,5,95,even,2,yes,1.092166036708959
648,d5:r96:podd:b0,5,96,odd,0,no,0.308641975308642
649,d5:r96:peven:b1,5,96,even,1,no,0.308641975308642
650,d5:r96:peven:b2,5,96,even,2,no,0.308641975308642
651,d5:r97:podd:b0,5,97,odd,0,no,0.308641975308642
652,d5:r97:peven:b1,5,97,even,1,no,0.308641975308642
653,d5:r97:peven:b2,5,97,even,2,no,0.308641975308642
654,d5:r98:podd:b0,5,98,odd,0,yes,1.092166036708959
655,d5:r98:peven:b1,5,98,even,1,yes,1.092166036708959
656,d5:r98:peven:b2,5,98,even,2,yes,1.092166036708959
657,d5:r99:podd:b0,5,99,odd,0,no,0.308641975308642
658,d5:r99:peven:b1,5,99,even,1,no,0.308641975308642
659,d5:r99:peven:b2,5,99,even,2,no,0.308641975308642
660,d5:r100:podd:b0,5,100,odd,0,no,0.308641975308642
661,d5:r100:peven:b1,5,100,even,1,no,0.308641975308642
662,d5:r100:peven:b2,5,100,even,2,no,0.308641975308642
663,d5:r101:podd:b0,5,101,odd,0,yes,1.092166036708959
664,d5:r101:peven:b1,5,101,even,1,yes,1.092166036708959
665,d5:r101:peven:b2,5,101,even,2,yes,1.092166036708959
666,d5:r102:podd:b0,5,102,odd,0,no,0.308641975308642
667,d5:r102:peven:b1,5,102,even,1,no,0.308641975308642
668,d5:r102:peven:b2,5,102,even,2,no,0.308641975308642
669,d5:r103:podd:b0,5,103,odd,0,no,0.308641975308642
670,d5:r103:peven:b1,5,103,even,1,no,0.308641975308642
671,d5:r103:peven:b2,5,103,even,2,no,0.308641975308642
672,d5:r104:podd:b0,5,104,odd,0,yes,1.092166036708959
673,d5:r104:peven:b1,5,104,even,1,yes,1.092166036708959
674,d5:r104:peven:b2,5,104,even,2,yes,1.092166036708959
675,d5:r105:podd:b0,5,105,odd,0,no,0.308641975308642
676,d5:r105:peven:b1,5,105,even,1,no,0.308641975308642
677,d5:r105:peven:b2,5,105,even,2,no,0.308641975308642
678,d5:r106:podd:b0,5,106,odd,0,no,0.308641975308642
679,d5:r106:peven:b1,5,106,even,1,no,0.308641975308642
680,d5:r106:peven:b2,5,106,even,2,no,0.308641975308642
681,d5:r107:podd:b0,5,107,odd,0,yes,1.092166036708959
682,d5:r107:peven:b1,5,107,even,1,yes,1.092166036708959
683,d5:r107:peven:b2,5,107,even,2,yes,1.092166036708959
684,d5:r108:podd:b0,5,108,odd,0,no,0.308641975308642
685,d5:r108:peven:b1,5,108,even,1,no,0.308641975308642
686,d5:r108:peven:b2,5,108,even,2,no,0.308641975308642
687,d5:r109:podd:b0,5,109,odd,0,no,0.308641975308642
688,d5:r109:peven:b1,5,109,even,1,no,0.308641975308642
689,d5:r109:peven:b2,5,109,even,2,no,0.308641975308642
690,d5:r110:podd:b0,5,110,odd,0,yes,1.092166036708959
691,d5:r110:peven:b1,5,110,even,1,yes,1.092166036708959
692,d5:r110:peven:b2,5,110,even,2,yes,1.092166036708959
693,d5:r111:podd:b0,5,111,odd,0,no,0.308641975308642
694,d5:r111:peven:b1,5,111,even,1,no,0.308641975308642
695,d5:r111:peven:b2,5,111,even,2,no,0.308641975308642
696,d5:r112:podd:b0,5,112,odd,0,no,0.308641975308642
697,d5:r112:peven:b1,5,112,even,1,no,0.308641975308642
698,d5:r112:peven:b2,5,112,even,2,no,0.308641975308642
699,d5:r113:podd:b0,5,113,odd,0,yes,1.092166036708959
700,d5:r113:peven:b1,5,113,even,1,yes,1.092166036708959
701,d5:r113:peven:b2,5,113,even,2,yes,1.092166036708959
702,d5:r114:podd:b0,5,114,odd,0,no,0.308641975308642
703,d5:r114:peven:b1,5,114,even,1,no,0.308641975308642
704,d5:r114:peven:b2,5,114,even,2,no,0.308641975308642
705,d5:r115:podd:b0,5,115,odd,0,no,0.308641975308642
706,d5:r115:peven:b1,5,115,even,1,no,0.308641975308642
707,d5:r115:peven:b2,5,115,even,2,no,0.308641975308642
708,d5:r116:podd:b0,5,116,odd,0,yes,1.092166036708959
709,d5:r116:peven:b1,5,116,even,1,yes,1.092166036708959
710,d5:r116:peven:b2,5,116,even,2,yes,1.092166036708959
711,d5:r117:podd:b0,5,117,odd,0,no,0.308641975308642
712,d5:r117:peven:b1,5,117,even,1,no,0.308641975308642
713,d5:r117:peven:b2,5,117,even,2,no,0.308641975308642
714,d5:r118:podd:b0,5,118,odd,0,no,0.308641975308642
715,d5:r118:peven:b1,5,118,even,1,no,0.308641975308642
716,d5:r118:peven:b2,5,118,even,2,no,0.308641975308642
717,d5:r119:podd:b0,5,119,odd,0,yes,1.092166036708959
718,d5:r119:peven:b1,5,119,even,1,yes,1.092166036708959
719,d5:r119:peven:b2,5,119,even,2,yes,1.092166036708959
720,d5:r120:podd:b0,5,120,odd,0,no,0.308641975308642
721,d5:r120:peven:b1,5,120,even,1,no,0.308641975308642
722,d5:r120:peven:b2,5,120,even,2,no,0.308641975308642
723,d5:r121:podd:b0,5,121,odd,0,no,0.308641975308642
724,d5:r121:peven:b1,5,121,even,1,no,0.308641975308642
725,d5:r121:peven:b2,5,121,even,2,no,0.308641975308642
726,d5:r122:podd:b0,5,122,odd,0,yes,1.092166036708959
727,d5:r122:peven:b1,5,122,even,1,yes,1.092166036708959
728,d5:r122:peven:b2,5,122,even,2,yes,1.092166036708959
729,d5:r123:podd:b0,5,123,odd,0,no,0.308641975308642
730,d5:r123:peven:b1,5,123,even,1,no,0.308641975308642
731,d5:r123:peven:b2,5,123,even,2,no,0.308641975308642
732,d5:r124:podd:b0,5,124,odd,0,no,0.308641975308642
733,d5:r124:peven:b1,5,124,even,1,no,0.308641975308642
734,d5:r124:peven:b2,5,124,even,2,no,0.308641975308642
735,d5:r125:podd:b0,5,125,odd,0,yes,1.092166036708959
736,d5:r125:peven:b1,5,125,even,1,yes,1.092166036708959
737,d5:r125:peven:b2,5,125,even,2,yes,1.092166036708959
738,d5:r126:podd:b0,5,126,odd,0,no,0.308641975308642
739,d5:r126:peven:b1,5,126,even,1,no,0.308641975308642
740,d5:r126:peven:b2,5,126,even,2,no,0.308641975308642
741,d5:r127:podd:b0,5,127,odd,0,no,0.308641975308642
742,d5:r127:peven:b1,5,127,even,1,no,0.308641975308642
743,d5:r127:peven:b2,5,127,even,2,no,0.308641975308642
744,d5:r128:podd:b0,5,128,odd,0,yes,1.092166036708959
745,d5:r128:peven:b1,5,128,even,1,yes,1.092166036708959
746,d5:r128:peven:b2,5,128,even,2,yes,1.092166036708959
747,d5:r129:podd:b0,5,129,odd,0,no,0.308641975308642
748,d5:r129:peven:b1,5,129,even,1,no,0.308641975308642
749,d5:r129:peven:b2,5,129,even,2,no,0.308641975308642
750,d5:r130:podd:b0,5,130,odd,0,no,0.308641975308642
751,d5:r130:peven:b1,5,130,even,1,no,0.308641975308642
752,d5:r130:peven:b2,5,130,even,2,no,0.308641975308642
753,d5:r131:podd:b0,5,131,odd,0,yes,1.092166036708959
754,d5:r131:peven:b1,5,131,even,1,yes,1.092166036708959
755,d5:r131:peven:b2,5,131,even,2,yes,1.092166036708959
756,d5:r132:podd:b0,5,132,odd,0,no,0.308641975308642
757,d5:r132:peven:b1,5,132,even,1,no,0.308641975308642
758,d5:r132:peven:b2,5,132,even,2,no,0.308641975308642
759,d5:r133:podd:b0,5,133,odd,0,no,0.308641975308642
760,d5:r133:peven:b1,5,133,even,1,no,0.308641975308642
761,d5:r133:peven:b2,5,133,even,2,no,0.308641975308642
762,d5:r134:podd:b0,5,134,odd,0,yes,1.092166036708959
763,d5:r134:peven:b1,5,134,even,1,yes,1.092166036708959
764,d5:r134:peven:b2,5,134,even,2,yes,1.092166036708959
765,d5:r135:podd:b0,5,135,odd,0,no,0.308641975308642
766,d5:r135:peven:b1,5,135,even,1,no,0.308641975308642
767,d5:r135:peven:b2,5,135,even,2,no,0.308641975308642
768,d5:r136:podd:b0,5,136,odd,0,no,0.308641975308642
769,d5:r136:peven:b1,5,136,even,1,no,0.308641975308642
770,d5:r136:peven:b2,5,136,even,2,no,0.308641975308642
771,d5:r137:podd:b0,5,137,odd,0,yes,1.092166036708959
772,d5:r137:peven:b1,5,137,even,1,yes,1.092166036708959
773,d5:r137:peven:b2,5,137,even,2,yes,1.092166036708959
774,d5:r138:podd:b0,5,138,odd,0,no,0.308641975308642
775,d5:r138:peven:b1,5,138,even,1,no,0.308641975308642
776,d5:r138:peven:b2,5,138,even,2,no,0.308641975308642
777,d5:r139:podd:b0,5,139,odd,0,no,0.308641975308642
778,d5:r139:peven:b1,5,139,even,1,no,0.308641975308642
779,d5:r139:peven:b2,5,139,even,2,no,0.308641975308642
780,d5:r140:podd:b0,5,140,odd,0,yes,1.092166036708959
781,d5:r140:peven:b1,5,140,even,1,yes,1.092166036708959
782,d5:r140:peven:b2,5,140,even,2,yes,1.092166036708959
783,d5:r141:podd:b0,5,141,odd,0,no,0.308641975308642
784,d5:r141:peven:b1,5,141,even,1,no,0.308641975308642
785,d5:r141:peven:b2,5,141,even,2,no,0.308641975308642
786,d5:r142:podd:b0,5,142,odd,0,no,0.308641975308642
787,d5:r142:peven:b1,5,142,even,1,no,0.308641975308642
788,d5:r142:peven:b2,5,142,even,2,no,0.308641975308642
789,d5:r143:podd:b0,5,143,odd,0,yes,1.092166036708959
790,d5:r143:peven:b1,5,143,even,1,yes,1.092166036708959
791,d5:r143:peven:b2,5,143,even,2,yes,1.092166036708959
792,d5:r144:podd:b0,5,144,odd,0,no,0.308641975308642
793,d5:r144:peven:b1,5,144,even,1,no,0.308641975308642
794,d5:r144:peven:b2,5,144,even,2,no,0.308641975308642
795,d5:r145:podd:b0,5,145,odd,0,no,0.308641975308642
796,d5:r145:peven:b1,5,145,even,1,no,0.308641975308642
797,d5:r145:peven:b2,5,145,even,2,no,0.308641975308642
798,d5:r146:podd:b0,5,146,odd,0,yes,1.092166036708959
799,d5:r146:peven:b1,5,146,even,1,yes,1.092166036708959
800,d5:r146:peven:b2,5,146,even,2,yes,1.092166036708959
801,d5:r147:podd:b0,5,147,odd,0,no,0.308641975308642
802,d5:r147:peven:b1,5,147,even,1,no,0.308641975308642
803,d5:r147:peven:b2,5,147,even,2,no,0.308641975308642
804,d5:r148:podd:b0,5,148,odd,0,no,0.308641975308642
805,d5:r148:peven:b1,5,148,even,1,no,0.308641975308642
806,d5:r148:peven:b2,5,148,even,2,no,0.308641975308642
807,d5:r149:podd:b0,5,149,odd,0,yes,1.092166036708959
808,d5:r149:peven:b1,5,149,even,1,yes,1.092166036708959
809,d5:r149:peven:b2,5,149,even,2,yes,1.092166036708959
810,d5:r150:podd:b0,5,150,odd,0,no,0.308641975308642
811,d5:r150:peven:b1,5,150,even,1,no,0.308641975308642
812,d5:r150:peven:b2,5,150,even,2,no,0.308641975308642
813,d5:r151:podd:b0,5,151,odd,0,no,0.308641975308642
814,d5:r151:peven:b1,5,151,even,1,no,0.308641975308642
815,d5:r151:peven:b2,5,151,even,2,no,0.308641975308642
816,d5:r152:podd:b0,5,152,odd,0,yes,1.092166036708959
817,d5:r152:peven:b1,5,152,even,1,yes,1.092166036708959
818,d5:r152:peven:b2,5,152,even,2,yes,1.092166036708959
819,d5:r153:podd:b0,5,153,odd,0,no,0.308641975308642
820,d5:r153:peven:b1,5,153,even,1,no,0.308641975308642
821,d5:r153:peven:b2,5,153,even,2,no,0.308641975308642
822,d5:r154:podd:b0,5,154,odd,0,no,0.308641975308642
823,d5:r154:peven:b1,5,154,even,1,no,0.308641975308642
824,d5:r154:peven:b2,5,154,even,2,no,0.308641975308642
825,d5:r155:podd:b0,5,155,odd,0,yes,1.092166036708959
826,d5:r155:peven:b1,5,155,even,1,yes,1.092166036708959
827,d5:r155:peven:b2,5,155,even,2,yes,1.092166036708959
828,d5:r156:podd:b0,5,156,odd,0,no,0.308641975308642
829,d5:r156:peven:b1,5,156,even,1,no,0.308641975308642
830,d5:r156:peven:b2,5,156,even,2,no,0.308641975308642
831,d5:r157:podd:b0,5,157,odd,0,no,0.308641975308642
832,d5:r157:peven:b1,5,157,even,1,no,0.308641975308642
833,d5:r157:peven:b2,5,157,even,2,no,0.308641975308642
834,d5:r158:podd:b0,5,158,odd,0,yes,1.092166036708959
835,d5:r158:peven:b1,5,158,even,1,yes,1.092166036708959
836,d5:r158:peven:b2,5,158,even,2,yes,1.092166036708959
837,d5:r159:podd:b0,5,159,odd,0,no,0.308641975308642
838,d5:r159:peven:b1,5,159,even,1,no,0.308641975308642
839,d5:r159:peven:b2,5,159,even,2,no,0.308641975308642
840,d5:r160:podd:b0,5,160,odd,0,no,0.308641975308642
841,d5:r160:peven:b1,5,160,even,1,no,0.308641975308642
842,d5:r160:peven:b2,5,160,even,2,no,0.308641975308642
843,d5:r161:podd:b0,5,161,odd,0,yes,1.092166036708959
844,d5:r161:peven:b1,5,161,even,1,yes,1.092166036708959
845,d5:r161:peven:b2,5,161,even,2,yes,1.092166036708959
846,d5:r162:podd:b0,5,162,odd,0,no,0.308641975308642
847,d5:r162:peven:b1,5,162,even,1,no,0.308641975308642
848,d5:r162:peven:b2,5,162,even,2,no,0.308641975308642
849,d5:r163:podd:b0,5,163,odd,0,no,0.308641975308642
850,d5:r163:peven:b1,5,163,even,1,no,0.308641975308642
851,d5:r163:peven:b2,5,163,even,2,no,0.308641975308642
852,d5:r164:podd:b0,5,164,odd,0,yes,1.092166036708959
853,d5:r164:peven:b1,5,164,even,1,yes,1.092166036708959
854,d5:r164:peven:b2,5,164,even,2,yes,1.092166036708959
855,d5:r165:podd:b0,5,165,odd,0,no,0.308641975308642
856,d5:r165:peven:b1,5,165,even,1,no,0.308641975308642
857,d5:r165:peven:b2,5,165,even,2,no,0.308641975308642
858,d5:r166:podd:b0,5,166,odd,0,no,0.308641975308642
859,d5:r166:peven:b1,5,166,even,1,no,0.308641975308642
860,d5:r166:peven:b2,5,166,even,2,no,0.308641975308642
861,d5:r167:podd:b0,5,167,odd,0,yes,1.092166036708959
862,d5:r167:peven:b1,5,167,even,1,yes,1.092166036708959
863,d5:r167:peven:b2,5,167,even,2,yes,1.092166036708959
864,d5:r168:podd:b0,5,168,odd,0,no,0.308641975308642
865,d5:r168:peven:b1,5,168,even,1,no,0.308641975308642
866,d5:r168:peven:b2,5,168,even,2,no,0.308641975308642
867,d5:r169:podd:b0,5,169,odd,0,no,0.308641975308642
868,d5:r169:peven:b1,5,169,even,1,no,0.308641975308642
869,d5:r169:peven:b2,5,169,even,2,no,0.308641975308642
870,d5:r170:podd:b0,5,170,odd,0,yes,1.092166036708959
871,d5:r170:peven:b1,5,170,even,1,yes,1.092166036708959
872,d5:r170:peven:b2,5,170,even,2,yes,1.092166036708959
873,d5:r171:podd:b0,5,171,odd,0,no,0.308641975308642
874,d5:r171:peven:b1,5,171,even,1,no,0.308641975308642
875,d5:r171:peven:b2,5,171,even,2,no,0.308641975308642
876,d5:r172:podd:b0,5,172,odd,0,no,0.308641975308642
877,d5:r172:peven:b1,5,172,even,1,no,0.308641975308642
878,d5:r172:peven:b2,5,172,even,2,no,0.308641975308642
879,d5:r173:podd:b0,5,173,odd,0,yes,1.092166036708959
880,d5:r173:peven:b1,5,173,even,1,yes,1.092166036708959
881,d5:r173:peven:b2,5,173,even,2,yes,1.092166036708959
882,d5:r174:podd:b0,5,174,odd,0,no,0.308641975308642
883,d5:r174:peven:b1,5,174,even,1,no,0.308641975308642
884,d5:r174:peven:b2,5,174,even,2,no,0.308641975308642
885,d5:r175:podd:b0,5,175,odd,0,no,0.308641975308642
886,d5:r175:peven:b1,5,175,even,1,no,0.308641975308642
887,d5:r175:peven:b2,5,175,even,2,no,0.308641975308642
888,d5:r176:podd:b0,5,176,odd,0,yes,1.092166036708959
889,d5:r176:peven:b1,5,176,even,1,yes,1.092166036708959
890,d5:r176:peven:b2,5,176,even,2,yes,1.092166036708959
891,d5:r177:podd:b0,5,177,odd,0,no,0.308641975308642
892,d5:r177:peven:b1,5,177,even,1,no,0.308641975308642
893,d5:r177:peven:b2,5,177,even,2,no,0.308641975308642
894,d5:r178:podd:b0,5,178,odd,0,no,0.308641975308642
895,d5:r178:peven:b1,5,178,even,1,no,0.308641975308642
896,d5:r178:peven:b2,5,178,even,2,no,0.308641975308642
897,d5:r179:podd:b0,5,179,odd,0,yes,1.092166036708959
898,d5:r179:peven:b1,5,179,even,1,yes,1.092166036708959
899,d5:r179:peven:b2,5,179,even,2,yes,1.092166036708959
900,d5:r180:podd:b0,5,180,odd,0,no,0.308641975308642
901,d5:r180:peven:b1,5,180,even,1,no,0.308641975308642
902,d5:r180:peven:b2,5,180,even,2,no,0.308641975308642
903,d5:r181:podd:b0,5,181,odd,0,no,0.308641975308642
904,d5:r181:peven:b1,5,181,even,1,no,0.308641975308642
905,d5:r181:peven:b2,5,181,even,2,no,0.308641975308642
906,d5:r182:podd:b0,5,182,odd,0,yes,1.092166036708959
907,d5:r182:peven:b1,5,182,even,1,yes,1.092166036708959
908,d5:r182:peven:b2,5,182,even,2,yes,1.092166036708959
909,d5:r183:podd:b0,5,183,odd,0,no,0.308641975308642
910,d5:r183:peven:b1,5,183,even,1,no,0.308641975308642
911,d5:r183:peven:b2,5,183,even,2,no,0.308641975308642
912,d5:r184:podd:b0,5,184,odd,0,no,0.308641975308642
913,d5:r184:peven:b1,5,184,even,1,no,0.308641975308642
914,d5:r184:peven:b2,5,184,even,2,no,0.308641975308642
915,d5:r185:podd:b0,5,185,odd,0,yes,1.092166036708959
916,d5:r185:peven:b1,5,185,even,1,yes,1.092166036708959
917,d5:r185:peven:b2,5,185,even,2,yes,1.092166036708959
918,d5:r186:podd:b0,5,186,odd,0,no,0.308641975308642
919,d5:r186:peven:b1,5,186,even,1,no,0.308641975308642
920,d5:r186:peven:b2,5,186,even,2,no,0.308641975308642
921,d5:r187:podd:b0,5,187,odd,0,no,0.308641975308642
922,d5:r187:peven:b1,5,187,even,1,no,0.308641975308642
923,d5:r187:peven:b2,5,187,even,2,no,0.308641975308642
924,d5:r188:podd:b0,5,188,odd,0,yes,1.092166036708959
925,d5:r188:peven:b1,5,188,even,1,yes,1.092166036708959
926,d5:r188:peven:b2,5,188,even,2,yes,1.092166036708959
927,d5:r189:podd:b0,5,189,odd,0,no,0.308641975308642
928,d5:r189:peven:b1,5,189,even,1,no,0.308641975308642
929,d5:r189:peven:b2,5,189,even,2,no,0.308641975308642
930,d5:r190:podd:b0,5,190,odd,0,no,0.308641975308642
931,d5:r190:peven:b1,5,190,even,1,no,0.308641975308642
932,d5:r190:peven:b2,5,190,even,2,no,0.308641975308642
933,d5:r191:podd:b0,5,191,odd,0,yes,1.092166036708959
934,d5:r191:peven:b1,5,191,even,1,yes,1.092166036708959
935,d5:r191:peven:b2,5,191,even,2,yes,1.092166036708959
936,d5:r192:podd:b0,5,192,odd,0,no,0.308641975308642
937,d5:r192:peven:b1,5,192,even,1,no,0.308641975308642
938,d5:r192:peven:b2,5,192,even,2,no,0.308641975308642
939,d5:r193:podd:b0,5,193,odd,0,no,0.308641975308642
940,d5:r193:peven:b1,5,193,even,1,no,0.308641975308642
941,d5:r193:peven:b2,5,193,even,2,no,0.308641975308642
942,d5:r194:podd:b0,5,194,odd,0,yes,1.092166036708959
943,d5:r194:peven:b1,5,194,even,1,yes,1.092166036708959
944,d5:r194:peven:b2,5,194,even,2,yes,1.092166036708959
945,d5:r195:podd:b0,5,195,odd,0,no,0.308641975308642
