state_id,state,depth,residue,parity,nu2_bucket,has_advanced_branch,weighted_out_sum_decimal
946,d5:r195:peven:b1,5,195,even,1,no,0.308641975308642
947,d5:r195:peven:b2,5,195,even,2,no,0.308641975308642
948,d5:r196:podd:b0,5,196,odd,0,no,0.308641975308642
949,d5:r196:peven:b1,5,196,even,1,no,0.308641975308642
950,d5:r196:peven:b2,5,196,even,2,no,0.308641975308642
951,d5:r197:podd:b0,5,197,odd,0,yes,1.092166036708959
952,d5:r197:peven:b1,5,197,even,1,yes,1.092166036708959
953,d5:r197:peven:b2,5,197,even,2,yes,1.092166036708959
954,d5:r198:podd:b0,5,198,odd,0,no,0.308641975308642
955,d5:r198:peven:b1,5,198,even,1,no,0.308641975308642
956,d5:r198:peven:b2,5,198,even,2,no,0.308641975308642
957,d5:r199:podd:b0,5,199,odd,0,no,0.308641975308642
958,d5:r199:peven:b1,5,199,even,1,no,0.308641975308642
959,d5:r199:peven:b2,5,199,even,2,no,0.308641975308642
960,d5:r200:podd:b0,5,200,odd,0,yes,1.092166036708959
961,d5:r200:peven:b1,5,200,even,1,yes,1.092166036708959
962,d5:r200:peven:b2,5,200,even,2,yes,1.092166036708959
963,d5:r201:podd:b0,5,201,odd,0,no,0.308641975308642
964,d5:r201:peven:b1,5,201,even,1,no,0.308641975308642
965,d5:r201:peven:b2,5,201,even,2,no,0.308641975308642
966,d5:r202:podd:b0,5,202,odd,0,no,0.308641975308642
967,d5:r202:peven:b1,5,202,even,1,no,0.308641975308642
968,d5:r202:peven:b2,5,202,even,2,no,0.308641975308642
969,d5:r203:podd:b0,5,203,odd,0,yes,1.092166036708959
970,d5:r203:peven:b1,5,203,even,1,yes,1.092166036708959
971,d5:r203:peven:b2,5,203,even,2,yes,1.092166036708959
972,d5:r204:podd:b0,5,204,odd,0,no,0.308641975308642
973,d5:r204:peven:b1,5,204,even,1,no,0.308641975308642
974,d5:r204:peven:b2,5,204,even,2,no,0.308641975308642
975,d5:r205:podd:b0,5,205,odd,0,no,0.308641975308642
976,d5:r205:peven:b1,5,205,even,1,no,0.308641975308642
977,d5:r205:peven:b2,5,205,even,2,no,0.308641975308642
978,d5:r206:podd:b0,5,206,odd,0,yes,1.092166036708959
979,d5:r206:peven:b1,5,206,even,1,yes,1.092166036708959
980,d5:r206:peven:b2,5,206,even,2,yes,1.092166036708959
981,d5:r207:podd:b0,5,207,odd,0,no,0.308641975308642
982,d5:r207:peven:b1,5,207,even,1,no,0.308641975308642
983,d5:r207:peven:b2,5,207,even,2,no,0.308641975308642
984,d5:r208:podd:b0,5,208,odd,0,no,0.308641975308642
985,d5:r208:peven:b1,5,208,even,1,no,0.308641975308642
986,d5:r208:peven:b2,5,208,even,2,no,0.308641975308642
987,d5:r209:podd:b0,5,209,odd,0,yes,1.092166036708959
988,d5:r209:peven:b1,5,209,even,1,yes,1.092166036708959
989,d5:r209:peven:b2,5,209,even,2,yes,1.092166036708959
990,d5:r210:podd:b0,5,210,odd,0,no,0.308641975308642
991,d5:r210:peven:b1,5,210,even,1,no,0.308641975308642
992,d5:r210:peven:b2,5,210,even,2,no,0.308641975308642
993,d5:r211:podd:b0,5,211,odd,0,no,0.308641975308642
994,d5:r211:peven:b1,5,211,even,1,no,0.308641975308642
995,d5:r211:peven:b2,5,211,even,2,no,0.308641975308642
996,d5:r212:podd:b0,5,212,odd,0,yes,1.092166036708959
997,d5:r212:peven:b1,5,212,even,1,yes,1.092166036708959
998,d5:r212:peven:b2,5,212,even,2,yes,1.092166036708959
999,d5:r213:podd:b0,5,213,odd,0,no,0.308641975308642
1000,d5:r213:peven:b1,5,213,even,1,no,0.308641975308642
1001,d5:r213:peven:b2,5,213,even,2,no,0.308641975308642
1002,d5:r214:podd:b0,5,214,odd,0,no,0.308641975308642
1003,d5:r214:peven:b1,5,214,even,1,no,0.308641975308642
1004,d5:r214:peven:b2,5,214,even,2,no,0.308641975308642
1005,d5:r215:podd:b0,5,215,odd,0,yes,1.092166036708959
1006,d5:r215:peven:b1,5,215,even,1,yes,1.092166036708959
1007,d5:r215:peven:b2,5,215,even,2,yes,1.092166036708959
1008,d5:r216:podd:b0,5,216,odd,0,no,0.308641975308642
1009,d5:r216:peven:b1,5,216,even,1,no,0.308641975308642
1010,d5:r216:peven:b2,5,216,even,2,no,0.308641975308642
1011,d5:r217:podd:b0,5,217,odd,0,no,0.308641975308642
1012,d5:r217:peven:b1,5,217,even,1,no,0.308641975308642
1013,d5:r217:peven:b2,5,217,even,2,no,0.308641975308642
1014,d5:r218:podd:b0,5,218,odd,0,yes,1.092166036708959
1015,d5:r218:peven:b1,5,218,even,1,yes,1.092166036708959
1016,d5:r218:peven:b2,5,218,even,2,yes,1.092166036708959
1017,d5:r219:podd:b0,5,219,odd,0,no,0.308641975308642
1018,d5:r219:peven:b1,5,219,even,1,no,0.308641975308642
1019,d5:r219:peven:b2,5,219,even,2,no,0.308641975308642
1020,d5:r220:podd:b0,5,220,odd,0,no,0.308641975308642
1021,d5:r220:peven:b1,5,220,even,1,no,0.308641975308642
1022,d5:r220:peven:b2,5,220,even,2,no,0.308641975308642
1023,d5:r221:podd:b0,5,221,odd,0,yes,1.092166036708959
1024,d5:r221:peven:b1,5,221,even,1,yes,1.092166036708959
1025,d5:r221:peven:b2,5,221,even,2,yes,1.092166036708959
1026,d5:r222:podd:b0,5,222,odd,0,no,0.308641975308642
1027,d5:r222:peven:b1,5,222,even,1,no,0.308641975308642
1028,d5:r222:peven:b2,5,222,even,2,no,0.308641975308642
1029,d5:r223:podd:b0,5,223,odd,0,no,0.308641975308642
1030,d5:r223:peven:b1,5,223,even,1,no,0.308641975308642
1031,d5:r223:peven:b2,5,223,even,2,no,0.308641975308642
1032,d5:r224:podd:b0,5,224,odd,0,yes,1.092166036708959
1033,d5:r224:peven:b1,5,224,even,1,yes,1.092166036708959
1034,d5:r224:peven:b2,5,224,even,2,yes,1.092166036708959
1035,d5:r225:podd:b0,5,225,odd,0,no,0.308641975308642
1036,d5:r225:peven:b1,5,225,even,1,no,0.308641975308642
1037,d5:r225:peven:b2,5,225,even,2,no,0.308641975308642
1038,d5:r226:podd:b0,5,226,odd,0,no,0.308641975308642
1039,d5:r226:peven:b1,5,226,even,1,no,0.308641975308642
1040,d5:r226:peven:b2,5,226,even,2,no,0.308641975308642
1041,d5:r227:podd:b0,5,227,odd,0,yes,1.092166036708959
1042,d5:r227:peven:b1,5,227,even,1,yes,1.092166036708959
1043,d5:r227:peven:b2,5,227,even,2,yes,1.092166036708959
1044,d5:r228:podd:b0,5,228,odd,0,no,0.308641975308642
1045,d5:r228:peven:b1,5,228,even,1,no,0.308641975308642
1046,d5:r228:peven:b2,5,228,even,2,no,0.308641975308642
1047,d5:r229:podd:b0,5,229,odd,0,no,0.308641975308642
1048,d5:r229:peven:b1,5,229,even,1,no,0.308641975308642
1049,d5:r229:peven:b2,5,229,even,2,no,0.308641975308642
1050,d5:r230:podd:b0,5,230,odd,0,yes,1.092166036708959
1051,d5:r230:peven:b1,5,230,even,1,yes,1.092166036708959
1052,d5:r230:peven:b2,5,230,even,2,yes,1.092166036708959
1053,d5:r231:podd:b0,5,231,odd,0,no,0.308641975308642
1054,d5:r231:peven:b1,5,231,even,1,no,0.308641975308642
1055,d5:r231:peven:b2,5,231,even,2,no,0.308641975308642
1056,d5:r232:podd:b0,5,232,odd,0,no,0.308641975308642
1057,d5:r232:peven:b1,5,232,even,1,no,0.308641975308642
1058,d5:r232:peven:b2,5,232,even,2,no,0.308641975308642
1059,d5:r233:podd:b0,5,233,odd,0,yes,1.092166036708959
1060,d5:r233:peven:b1,5,233,even,1,yes,1.092166036708959
1061,d5:r233:peven:b2,5,233,even,2,yes,1.092166036708959
1062,d5:r234:podd:b0,5,234,odd,0,no,0.308641975308642
1063,d5:r234:peven:b1,5,234,even,1,no,0.308641975308642
1064,d5:r234:peven:b2,5,234,even,2,no,0.308641975308642
1065,d5:r235:podd:b0,5,235,odd,0,no,0.308641975308642
1066,d5:r235:peven:b1,5,235,even,1,no,0.308641975308642
1067,d5:r235:peven:b2,5,235,even,2,no,0.308641975308642
1068,d5:r236:podd:b0,5,236,odd,0,yes,1.092166036708959
1069,d5:r236:peven:b1,5,236,even,1,yes,1.092166036708959
1070,d5:r236:peven:b2,5,236,even,2,yes,1.092166036708959
1071,d5:r237:podd:b0,5,237,odd,0,no,0.308641975308642
1072,d5:r237:peven:b1,5,237,even,1,no,0.308641975308642
1073,d5:r237:peven:b2,5,237,even,2,no,0.308641975308642
1074,d5:r238:podd:b0,5,238,odd,0,no,0.308641975308642
1075,d5:r238:peven:b1,5,238,even,1,no,0.308641975308642
1076,d5:r238:peven:b2,5,238,even,2,no,0.308641975308642
1077,d5:r239:podd:b0,5,239,odd,0,yes,1.092166036708959
1078,d5:r239:peven:b1,5,239,even,1,yes,1.092166036708959
1079,d5:r239:peven:b2,5,239,even,2,yes,1.092166036708959
1080,d5:r240:podd:b0,5,240,odd,0,no,0.308641975308642
1081,d5:r240:peven:b1,5,240,even,1,no,0.308641975308642
1082,d5:r240:peven:b2,5,240,even,2,no,0.308641975308642
1083,d5:r241:podd:b0,5,241,odd,0,no,0.308641975308642
1084,d5:r241:peven:b1,5,241,even,1,no,0.308641975308642
1085,d5:r241:peven:b2,5,241,even,2,no,0.308641975308642
1086,d5:r242:podd:b0,5,242,odd,0,yes,1.092166036708959
1087,d5:r242:peven:b1,5,242,even,1,yes,1.092166036708959
1088,d5:r242:peven:b2,5,242,even,2,yes,1.092166036708959
