phase,interval_lower,interval_upper_exclusive,modulus,parent_class,parent_residue,lift,a,c,advanced_child,y,x,xAdv,target_count,advanced_count,interval_hook,root_residue_hook,lift_index_hook,integral_c_hook,route_hook,window_hook,member_count_transfer_hook,all_hooks
calibration,1,10369,108,2,47,2,3827,2551,5102,10,3918848,3918336,30367,8361,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4151,2767,5534,8,1062656,1062528,4088,2624,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4151,2767,5534,9,2125312,2125056,8327,5629,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4151,2767,5534,10,4250624,4250112,16531,11058,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4475,2983,5966,8,1145600,1145472,1638,716,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4475,2983,5966,9,2291200,2290944,3270,1402,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4475,2983,5966,10,4582400,4581888,6515,2838,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4799,3199,6398,8,1228544,1228416,2015,1114,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4799,3199,6398,9,2457088,2456832,3997,2220,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,4799,3199,6398,10,4914176,4913664,8845,4271,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5123,3415,6830,8,1311488,1311360,1825,1047,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5123,3415,6830,9,2622976,2622720,3554,1993,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5123,3415,6830,10,5245952,5245440,6887,3883,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5447,3631,7262,8,1394432,1394304,4135,1933,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5447,3631,7262,9,2788864,2788608,7964,3661,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5447,3631,7262,10,5577728,5577216,17211,7063,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5771,3847,7694,8,1477376,1477248,2572,2156,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5771,3847,7694,9,2954752,2954496,4994,4225,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,5771,3847,7694,10,5909504,5908992,9943,8133,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6095,4063,8126,8,1560320,1560192,4354,3852,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6095,4063,8126,9,3120640,3120384,8585,7592,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6095,4063,8126,10,6241280,6240768,16708,14749,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6419,4279,8558,8,1643264,1643136,1681,493,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6419,4279,8558,9,3286528,3286272,3321,1004,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6419,4279,8558,10,6573056,6572544,6162,1913,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6743,4495,8990,8,1726208,1726080,7046,4086,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6743,4495,8990,9,3452416,3452160,18702,7658,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,6743,4495,8990,10,6904832,6904320,38472,15630,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7067,4711,9422,8,1809152,1809024,4714,3272,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7067,4711,9422,9,3618304,3618048,9516,6301,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7067,4711,9422,10,7236608,7236096,18555,12222,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7391,4927,9854,8,1892096,1891968,2154,1231,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7391,4927,9854,9,3784192,3783936,4179,2378,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7391,4927,9854,10,7568384,7567872,7972,4480,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7715,5143,10286,8,1975040,1974912,7095,1531,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7715,5143,10286,9,3950080,3949824,14445,3471,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,7715,5143,10286,10,7900160,7899648,28577,7163,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8039,5359,10718,8,2057984,2057856,1925,1442,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8039,5359,10718,9,4115968,4115712,3848,2854,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8039,5359,10718,10,8231936,8231424,7382,5505,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8363,5575,11150,8,2140928,2140800,3361,2618,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8363,5575,11150,9,4281856,4281600,7135,4952,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8363,5575,11150,10,8563712,8563200,14086,9811,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8687,5791,11582,8,2223872,2223744,20465,19101,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8687,5791,11582,9,4447744,4447488,41755,39124,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,8687,5791,11582,10,8895488,8894976,82704,77476,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9011,6007,12014,8,2306816,2306688,4476,3882,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9011,6007,12014,9,4613632,4613376,8952,7810,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9011,6007,12014,10,9227264,9226752,17635,15399,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9335,6223,12446,8,2389760,2389632,4189,521,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9335,6223,12446,9,4779520,4779264,8127,1059,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9335,6223,12446,10,9559040,9558528,16066,1995,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9659,6439,12878,8,2472704,2472576,6047,4593,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9659,6439,12878,9,4945408,4945152,12047,9124,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9659,6439,12878,10,9890816,9890304,23482,17626,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9983,6655,13310,8,2555648,2555520,3107,2045,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9983,6655,13310,9,5111296,5111040,5889,3808,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,9983,6655,13310,10,10222592,10222080,12204,7675,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,10307,6871,13742,8,2638592,2638464,2004,822,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,10307,6871,13742,9,5277184,5276928,3658,1551,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,47,2,10307,6871,13742,10,10554368,10553856,8937,3104,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,56,37,74,8,14336,14208,1368,1215,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,56,37,74,9,28672,28416,3056,2717,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,56,37,74,10,57344,56832,6102,5452,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,380,253,506,8,97280,97152,2992,2650,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,380,253,506,9,194560,194304,5708,5106,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,380,253,506,10,389120,388608,11857,10011,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,704,469,938,8,180224,180096,1412,1206,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,704,469,938,9,360448,360192,3427,2885,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,704,469,938,10,720896,720384,6919,5840,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1028,685,1370,8,263168,263040,2569,2304,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1028,685,1370,9,526336,526080,5304,4846,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1028,685,1370,10,1052672,1052160,10140,9271,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1352,901,1802,8,346112,345984,2792,2632,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1352,901,1802,9,692224,691968,8602,8292,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1352,901,1802,10,1384448,1383936,16703,16108,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1676,1117,2234,8,429056,428928,1737,1462,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1676,1117,2234,9,858112,857856,3424,2900,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,1676,1117,2234,10,1716224,1715712,6514,5471,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2000,1333,2666,8,512000,511872,7252,7057,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2000,1333,2666,9,1024000,1023744,14283,13943,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2000,1333,2666,10,2048000,2047488,28511,27893,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2324,1549,3098,8,594944,594816,4360,4190,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2324,1549,3098,9,1189888,1189632,8493,8178,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2324,1549,3098,10,2379776,2379264,16417,15838,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2648,1765,3530,8,677888,677760,2751,1926,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2648,1765,3530,9,1355776,1355520,5655,3997,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2648,1765,3530,10,2711552,2711040,10782,7455,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2972,1981,3962,8,760832,760704,1408,1227,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2972,1981,3962,9,1521664,1521408,2908,2548,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,2972,1981,3962,10,3043328,3042816,5657,4961,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3296,2197,4394,8,843776,843648,2348,2117,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3296,2197,4394,9,1687552,1687296,4532,4127,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3296,2197,4394,10,3375104,3374592,9371,8608,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3620,2413,4826,8,926720,926592,1218,1023,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3620,2413,4826,9,1853440,1853184,2382,1997,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3620,2413,4826,10,3706880,3706368,4883,4134,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3944,2629,5258,8,1009664,1009536,1449,1200,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3944,2629,5258,9,2019328,2019072,2937,2430,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,3944,2629,5258,10,4038656,4038144,6280,5345,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4268,2845,5690,8,1092608,1092480,10420,10274,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4268,2845,5690,9,2185216,2184960,19911,19592,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4268,2845,5690,10,4370432,4369920,45927,45283,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4592,3061,6122,8,1175552,1175424,1271,831,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4592,3061,6122,9,2351104,2350848,2396,1603,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4592,3061,6122,10,4702208,4701696,4710,2968,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4916,3277,6554,8,1258496,1258368,2700,2526,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4916,3277,6554,9,2516992,2516736,5556,5225,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,4916,3277,6554,10,5033984,5033472,10825,10173,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5240,3493,6986,8,1341440,1341312,3020,2839,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5240,3493,6986,9,2682880,2682624,6118,5706,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5240,3493,6986,10,5365760,5365248,12076,11247,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5564,3709,7418,8,1424384,1424256,1135,957,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5564,3709,7418,9,2848768,2848512,2124,1781,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5564,3709,7418,10,5697536,5697024,4061,3356,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5888,3925,7850,8,1507328,1507200,1512,1192,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5888,3925,7850,9,3014656,3014400,3313,2619,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,5888,3925,7850,10,6029312,6028800,6605,5229,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6212,4141,8282,8,1590272,1590144,4503,4186,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6212,4141,8282,9,3180544,3180288,8758,8204,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6212,4141,8282,10,6361088,6360576,16815,15634,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6536,4357,8714,8,1673216,1673088,4200,3822,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6536,4357,8714,9,3346432,3346176,8077,7394,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6536,4357,8714,10,6692864,6692352,16386,14966,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6860,4573,9146,8,1756160,1756032,1796,1266,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6860,4573,9146,9,3512320,3512064,3556,2479,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,6860,4573,9146,10,7024640,7024128,6825,4731,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7184,4789,9578,8,1839104,1838976,3054,2878,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7184,4789,9578,9,3678208,3677952,5749,5378,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7184,4789,9578,10,7356416,7355904,11787,10970,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7508,5005,10010,8,1922048,1921920,1394,1016,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7508,5005,10010,9,3844096,3843840,2528,1884,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7508,5005,10010,10,7688192,7687680,5325,4053,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7832,5221,10442,8,2004992,2004864,1733,1579,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7832,5221,10442,9,4009984,4009728,3444,3180,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,7832,5221,10442,10,8019968,8019456,6575,6066,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8156,5437,10874,8,2087936,2087808,5850,5646,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8156,5437,10874,9,4175872,4175616,11401,10981,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8156,5437,10874,10,8351744,8351232,23441,22534,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8480,5653,11306,8,2170880,2170752,1288,1102,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8480,5653,11306,9,4341760,4341504,2459,2097,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8480,5653,11306,10,8683520,8683008,12022,11329,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8804,5869,11738,8,2253824,2253696,1197,1029,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8804,5869,11738,9,4507648,4507392,2288,1970,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,8804,5869,11738,10,9015296,9014784,4733,4145,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9128,6085,12170,8,2336768,2336640,5097,4853,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9128,6085,12170,9,4673536,4673280,10660,10163,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9128,6085,12170,10,9347072,9346560,20838,19787,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9452,6301,12602,8,2419712,2419584,1652,1469,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9452,6301,12602,9,4839424,4839168,3537,3125,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9452,6301,12602,10,9678848,9678336,7417,6631,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9776,6517,13034,8,2502656,2502528,4439,4153,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9776,6517,13034,9,5005312,5005056,8967,8433,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,9776,6517,13034,10,10010624,10010112,18028,17006,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,10100,6733,13466,8,2585600,2585472,5436,5228,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,10100,6733,13466,9,5171200,5170944,10156,9773,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,0,10100,6733,13466,10,10342400,10341888,19648,18943,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,164,109,218,8,41984,41856,1424,1235,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,164,109,218,9,83968,83712,3193,2731,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,164,109,218,10,167936,167424,6137,5260,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,488,325,650,8,124928,124800,31244,30890,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,488,325,650,9,249856,249600,61402,60757,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,488,325,650,10,499712,499200,121492,120186,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,812,541,1082,8,207872,207744,1457,1247,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,812,541,1082,9,415744,415488,2913,2513,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,812,541,1082,10,831488,830976,5815,5118,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1136,757,1514,8,290816,290688,1355,1175,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1136,757,1514,9,581632,581376,2811,2362,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1136,757,1514,10,1163264,1162752,5819,4932,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1460,973,1946,8,373760,373632,3584,1420,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1460,973,1946,9,747520,747264,6904,2865,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1460,973,1946,10,1495040,1494528,13213,5429,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1784,1189,2378,8,456704,456576,953,801,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1784,1189,2378,9,913408,913152,1986,1709,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,1784,1189,2378,10,1826816,1826304,4159,3452,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2108,1405,2810,8,539648,539520,1592,1352,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2108,1405,2810,9,1079296,1079040,3281,2857,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2108,1405,2810,10,2158592,2158080,6646,5865,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2432,1621,3242,8,622592,622464,915,480,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2432,1621,3242,9,1245184,1244928,1741,915,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2432,1621,3242,10,2490368,2489856,3268,1664,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2756,1837,3674,8,705536,705408,3943,3669,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2756,1837,3674,9,1411072,1410816,7954,7449,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,2756,1837,3674,10,2822144,2821632,15776,14616,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3080,2053,4106,8,788480,788352,1218,1067,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3080,2053,4106,9,1576960,1576704,2287,1964,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3080,2053,4106,10,3153920,3153408,4290,3651,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3404,2269,4538,8,871424,871296,1170,862,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3404,2269,4538,9,1742848,1742592,2350,1769,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3404,2269,4538,10,3485696,3485184,4533,3395,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3728,2485,4970,8,954368,954240,819,622,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3728,2485,4970,9,1908736,1908480,1563,1135,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,3728,2485,4970,10,3817472,3816960,3320,2334,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4052,2701,5402,8,1037312,1037184,3380,3172,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4052,2701,5402,9,2074624,2074368,6660,6255,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4052,2701,5402,10,4149248,4148736,12921,12147,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4376,2917,5834,8,1120256,1120128,2065,1839,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4376,2917,5834,9,2240512,2240256,4154,3742,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4376,2917,5834,10,4481024,4480512,8481,7448,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4700,3133,6266,8,1203200,1203072,692,525,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4700,3133,6266,9,2406400,2406144,1583,1267,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,4700,3133,6266,10,4812800,4812288,3061,2427,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5024,3349,6698,8,1286144,1286016,18686,18422,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5024,3349,6698,9,2572288,2572032,36531,36046,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5024,3349,6698,10,5144576,5144064,73034,72121,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5348,3565,7130,8,1369088,1368960,3625,1495,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5348,3565,7130,9,2738176,2737920,6921,2838,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5348,3565,7130,10,5476352,5475840,14199,5824,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5672,3781,7562,8,1452032,1451904,1109,830,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5672,3781,7562,9,2904064,2903808,2345,1750,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5672,3781,7562,10,5808128,5807616,4699,3505,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5996,3997,7994,8,1534976,1534848,1570,1355,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5996,3997,7994,9,3069952,3069696,3056,2653,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,5996,3997,7994,10,6139904,6139392,5864,5074,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6320,4213,8426,8,1617920,1617792,1291,909,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6320,4213,8426,9,3235840,3235584,2491,1787,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6320,4213,8426,10,6471680,6471168,5188,3666,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6644,4429,8858,8,1700864,1700736,785,508,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6644,4429,8858,9,3401728,3401472,1496,988,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6644,4429,8858,10,6803456,6802944,3594,1974,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6968,4645,9290,8,1783808,1783680,2011,1523,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6968,4645,9290,9,3567616,3567360,4167,2926,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,6968,4645,9290,10,7135232,7134720,8417,5554,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7292,4861,9722,8,1866752,1866624,1488,1146,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7292,4861,9722,9,3733504,3733248,2843,2212,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7292,4861,9722,10,7467008,7466496,5439,4175,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7616,5077,10154,8,1949696,1949568,999,774,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7616,5077,10154,9,3899392,3899136,2003,1579,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7616,5077,10154,10,7798784,7798272,3929,3113,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7940,5293,10586,8,2032640,2032512,3866,3723,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7940,5293,10586,9,4065280,4065024,8294,7880,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,7940,5293,10586,10,8130560,8130048,16477,15390,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8264,5509,11018,8,2115584,2115456,1019,587,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8264,5509,11018,9,4231168,4230912,1960,1112,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8264,5509,11018,10,8462336,8461824,3887,2240,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8588,5725,11450,8,2198528,2198400,1548,465,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8588,5725,11450,9,4397056,4396800,3146,978,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8588,5725,11450,10,8794112,8793600,6231,2104,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8912,5941,11882,8,2281472,2281344,1653,1504,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8912,5941,11882,9,4562944,4562688,3107,2856,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,8912,5941,11882,10,9125888,9125376,6045,5487,True,True,True,True,True,True,True,True
calibration,1,10369,108,2,56,1,9236,6157,12314,8,2364416,2364288,1587,1261,True,True,True,True,True,True,True,True
