phase,interval_lower,interval_upper_exclusive,modulus,parent_class,parent_residue,lift,a,c,advanced_child,y,x,xAdv,target_count,advanced_count,interval_hook,root_residue_hook,lift_index_hook,integral_c_hook,route_hook,window_hook,member_count_transfer_hook,all_hooks
calibration,1,10369,36,2,2,2,7634,5089,10178,10,7817216,7816704,14222,4582,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7742,5161,10322,8,1981952,1981824,1993,478,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7742,5161,10322,9,3963904,3963648,4058,892,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7742,5161,10322,10,7927808,7927296,8090,1698,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7850,5233,10466,8,2009600,2009472,1608,985,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7850,5233,10466,9,4019200,4018944,3488,2286,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7850,5233,10466,10,8038400,8037888,6849,4470,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7958,5305,10610,8,2037248,2037120,6046,5376,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7958,5305,10610,9,4074496,4074240,12351,10552,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,7958,5305,10610,10,8148992,8148480,24067,20531,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8066,5377,10754,8,2064896,2064768,1382,429,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8066,5377,10754,9,4129792,4129536,2661,844,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8066,5377,10754,10,8259584,8259072,5444,1741,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8174,5449,10898,8,2092544,2092416,2530,2114,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8174,5449,10898,9,4185088,4184832,4874,4139,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8174,5449,10898,10,8370176,8369664,9996,8432,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8282,5521,11042,8,2120192,2120064,5600,5050,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8282,5521,11042,9,4240384,4240128,10693,9574,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8282,5521,11042,10,8480768,8480256,20257,18176,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8390,5593,11186,8,2147840,2147712,1499,907,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8390,5593,11186,9,4295680,4295424,2935,1697,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8390,5593,11186,10,8591360,8590848,6062,3291,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8498,5665,11330,8,2175488,2175360,4641,3942,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8498,5665,11330,9,4350976,4350720,9180,7800,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8498,5665,11330,10,8701952,8701440,19189,16447,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8606,5737,11474,8,2203136,2203008,2625,645,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8606,5737,11474,9,4406272,4406016,6325,1258,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8606,5737,11474,10,8812544,8812032,12546,2434,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8714,5809,11618,8,2230784,2230656,4940,552,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8714,5809,11618,9,4461568,4461312,9816,1248,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8714,5809,11618,10,8923136,8922624,19698,2277,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8822,5881,11762,8,2258432,2258304,2850,2479,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8822,5881,11762,9,4516864,4516608,6198,5445,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8822,5881,11762,10,9033728,9033216,11771,10314,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8930,5953,11906,8,2286080,2285952,31768,7828,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8930,5953,11906,9,4572160,4571904,63540,15106,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,8930,5953,11906,10,9144320,9143808,127062,31031,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9038,6025,12050,8,2313728,2313600,1580,714,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9038,6025,12050,9,4627456,4627200,3093,1441,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9038,6025,12050,10,9254912,9254400,6678,3373,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9146,6097,12194,8,2341376,2341248,1633,1292,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9146,6097,12194,9,4682752,4682496,3191,2515,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9146,6097,12194,10,9365504,9364992,6290,4832,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9254,6169,12338,8,2369024,2368896,3252,2815,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9254,6169,12338,9,4738048,4737792,6328,5464,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9254,6169,12338,10,9476096,9475584,12994,11146,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9362,6241,12482,8,2396672,2396544,1986,1242,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9362,6241,12482,9,4793344,4793088,3906,2541,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9362,6241,12482,10,9586688,9586176,7675,5095,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9470,6313,12626,8,2424320,2424192,3138,2781,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9470,6313,12626,9,4848640,4848384,6260,5599,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9470,6313,12626,10,9697280,9696768,12337,11008,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9578,6385,12770,8,2451968,2451840,3714,1174,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9578,6385,12770,9,4903936,4903680,7446,2294,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9578,6385,12770,10,9807872,9807360,14477,4397,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9686,6457,12914,8,2479616,2479488,1697,493,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9686,6457,12914,9,4959232,4958976,3419,1003,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9686,6457,12914,10,9918464,9917952,6634,1962,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9794,6529,13058,8,2507264,2507136,1235,936,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9794,6529,13058,9,5014528,5014272,2453,1913,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9794,6529,13058,10,10029056,10028544,5141,3997,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9902,6601,13202,8,2534912,2534784,2994,838,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9902,6601,13202,9,5069824,5069568,5858,1487,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,9902,6601,13202,10,10139648,10139136,11345,2804,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10010,6673,13346,8,2562560,2562432,1313,491,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10010,6673,13346,9,5125120,5124864,2730,949,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10010,6673,13346,10,10250240,10249728,5329,1873,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10118,6745,13490,8,2590208,2590080,1788,1246,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10118,6745,13490,9,5180416,5180160,3900,2928,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10118,6745,13490,10,10360832,10360320,8618,6482,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10226,6817,13634,8,2617856,2617728,2162,1285,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10226,6817,13634,9,5235712,5235456,4372,2448,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10226,6817,13634,10,10471424,10470912,8618,4609,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10334,6889,13778,8,2645504,2645376,957,577,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10334,6889,13778,9,5291008,5290752,1869,1077,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,2,2,10334,6889,13778,10,10582016,10581504,3846,2366,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,11,7,14,8,2816,2688,723,259,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,11,7,14,9,5632,5376,1385,531,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,11,7,14,10,11264,10752,2728,1061,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,119,79,158,8,30464,30336,804,150,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,119,79,158,9,60928,60672,1519,300,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,119,79,158,10,121856,121344,2991,566,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,227,151,302,8,58112,57984,1203,619,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,227,151,302,9,116224,115968,2502,1310,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,227,151,302,10,232448,231936,5115,2807,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,335,223,446,8,85760,85632,699,247,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,335,223,446,9,171520,171264,1349,435,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,335,223,446,10,343040,342528,2464,741,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,443,295,590,8,113408,113280,1159,180,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,443,295,590,9,226816,226560,2266,333,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,443,295,590,10,453632,453120,4399,640,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,551,367,734,8,141056,140928,949,660,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,551,367,734,9,282112,281856,1879,1387,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,551,367,734,10,564224,563712,3760,2788,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,659,439,878,8,168704,168576,1136,302,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,659,439,878,9,337408,337152,2352,580,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,659,439,878,10,674816,674304,5076,1054,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,767,511,1022,8,196352,196224,3030,242,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,767,511,1022,9,392704,392448,6140,589,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,767,511,1022,10,785408,784896,12240,1175,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,875,583,1166,8,224000,223872,633,303,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,875,583,1166,9,448000,447744,1415,580,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,875,583,1166,10,896000,895488,2911,1166,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,983,655,1310,8,251648,251520,973,656,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,983,655,1310,9,503296,503040,1852,1177,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,983,655,1310,10,1006592,1006080,3732,2271,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1091,727,1454,8,279296,279168,1029,149,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1091,727,1454,9,558592,558336,2048,293,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1091,727,1454,10,1117184,1116672,3901,564,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1199,799,1598,8,306944,306816,770,286,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1199,799,1598,9,613888,613632,1521,652,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1199,799,1598,10,1227776,1227264,2886,1208,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1307,871,1742,8,334592,334464,854,369,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1307,871,1742,9,669184,668928,1703,788,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1307,871,1742,10,1338368,1337856,3292,1491,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1415,943,1886,8,362240,362112,769,225,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1415,943,1886,9,724480,724224,1463,439,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1415,943,1886,10,1448960,1448448,2786,812,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1523,1015,2030,8,389888,389760,855,292,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1523,1015,2030,9,779776,779520,1647,588,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1523,1015,2030,10,1559552,1559040,3191,1080,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1631,1087,2174,8,417536,417408,774,153,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1631,1087,2174,9,835072,834816,1538,261,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1631,1087,2174,10,1670144,1669632,2933,472,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1739,1159,2318,8,445184,445056,1758,543,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1739,1159,2318,9,890368,890112,3372,1068,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1739,1159,2318,10,1780736,1780224,6347,1993,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1847,1231,2462,8,472832,472704,685,325,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1847,1231,2462,9,945664,945408,1267,609,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1847,1231,2462,10,1891328,1890816,2729,1546,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1955,1303,2606,8,500480,500352,749,434,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1955,1303,2606,9,1000960,1000704,1549,825,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,1955,1303,2606,10,2001920,2001408,3748,2178,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2063,1375,2750,8,528128,528000,727,164,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2063,1375,2750,9,1056256,1056000,1375,303,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2063,1375,2750,10,2112512,2112000,2639,528,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2171,1447,2894,8,555776,555648,810,396,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2171,1447,2894,9,1111552,1111296,1583,743,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2171,1447,2894,10,2223104,2222592,3040,1374,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2279,1519,3038,8,583424,583296,729,226,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2279,1519,3038,9,1166848,1166592,1354,414,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2279,1519,3038,10,2333696,2333184,2682,844,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2387,1591,3182,8,611072,610944,2469,173,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2387,1591,3182,9,1222144,1221888,4735,338,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2387,1591,3182,10,2444288,2443776,9238,632,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2495,1663,3326,8,638720,638592,4363,3926,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2495,1663,3326,9,1277440,1277184,8833,7978,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2495,1663,3326,10,2554880,2554368,18086,16309,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2603,1735,3470,8,666368,666240,1340,258,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2603,1735,3470,9,1332736,1332480,2582,508,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2603,1735,3470,10,2665472,2664960,5143,897,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2711,1807,3614,8,694016,693888,7023,306,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2711,1807,3614,9,1388032,1387776,14011,566,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2711,1807,3614,10,2776064,2775552,28973,1092,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2819,1879,3758,8,721664,721536,970,623,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2819,1879,3758,9,1443328,1443072,1821,1182,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2819,1879,3758,10,2886656,2886144,3812,2469,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2927,1951,3902,8,749312,749184,642,356,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2927,1951,3902,9,1498624,1498368,1462,951,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,2927,1951,3902,10,2997248,2996736,3439,1921,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3035,2023,4046,8,776960,776832,572,113,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3035,2023,4046,9,1553920,1553664,1032,201,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3035,2023,4046,10,3107840,3107328,2035,386,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3143,2095,4190,8,804608,804480,1822,369,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3143,2095,4190,9,1609216,1608960,4050,1047,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3143,2095,4190,10,3218432,3217920,7832,2043,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3251,2167,4334,8,832256,832128,772,228,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3251,2167,4334,9,1664512,1664256,1482,454,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3251,2167,4334,10,3329024,3328512,2810,866,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3359,2239,4478,8,859904,859776,1050,275,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3359,2239,4478,9,1719808,1719552,2254,539,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3359,2239,4478,10,3439616,3439104,4460,1098,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3467,2311,4622,8,887552,887424,1629,1381,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3467,2311,4622,9,1775104,1774848,3328,2713,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3467,2311,4622,10,3550208,3549696,6453,5285,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3575,2383,4766,8,915200,915072,663,151,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3575,2383,4766,9,1830400,1830144,1392,292,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3575,2383,4766,10,3660800,3660288,2785,528,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3683,2455,4910,8,942848,942720,1025,155,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3683,2455,4910,9,1885696,1885440,4801,333,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3683,2455,4910,10,3771392,3770880,9437,569,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3791,2527,5054,8,970496,970368,614,316,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3791,2527,5054,9,1940992,1940736,1182,589,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3791,2527,5054,10,3881984,3881472,2319,1159,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3899,2599,5198,8,998144,998016,727,279,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3899,2599,5198,9,1996288,1996032,1424,555,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,3899,2599,5198,10,3992576,3992064,3028,1183,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4007,2671,5342,8,1025792,1025664,2207,238,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4007,2671,5342,9,2051584,2051328,4360,427,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4007,2671,5342,10,4103168,4102656,8647,745,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4115,2743,5486,8,1053440,1053312,1023,519,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4115,2743,5486,9,2106880,2106624,1911,967,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4115,2743,5486,10,4213760,4213248,3879,2108,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4223,2815,5630,8,1081088,1080960,1693,1401,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4223,2815,5630,9,2162176,2161920,3479,2914,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4223,2815,5630,10,4324352,4323840,6726,5606,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4331,2887,5774,8,1108736,1108608,626,132,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4331,2887,5774,9,2217472,2217216,1414,239,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4331,2887,5774,10,4434944,4434432,2702,424,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4439,2959,5918,8,1136384,1136256,978,534,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4439,2959,5918,9,2272768,2272512,2151,1328,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4439,2959,5918,10,4545536,4545024,4395,2514,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4547,3031,6062,8,1164032,1163904,732,183,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4547,3031,6062,9,2328064,2327808,1644,401,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4547,3031,6062,10,4656128,4655616,3280,741,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4655,3103,6206,8,1191680,1191552,1318,230,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4655,3103,6206,9,2383360,2383104,2432,407,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4655,3103,6206,10,4766720,4766208,4674,808,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4763,3175,6350,8,1219328,1219200,878,233,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4763,3175,6350,9,2438656,2438400,1551,410,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4763,3175,6350,10,4877312,4876800,3043,852,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4871,3247,6494,8,1246976,1246848,674,335,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4871,3247,6494,9,2493952,2493696,1372,629,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4871,3247,6494,10,4987904,4987392,2984,1193,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4979,3319,6638,8,1274624,1274496,1891,655,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4979,3319,6638,9,2549248,2548992,4072,1343,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,4979,3319,6638,10,5098496,5097984,7800,2525,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5087,3391,6782,8,1302272,1302144,673,303,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5087,3391,6782,9,2604544,2604288,1258,612,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5087,3391,6782,10,5209088,5208576,2535,1156,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5195,3463,6926,8,1329920,1329792,1026,322,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5195,3463,6926,9,2659840,2659584,1924,592,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5195,3463,6926,10,5319680,5319168,3622,1060,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5303,3535,7070,8,1357568,1357440,984,265,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5303,3535,7070,9,2715136,2714880,1937,446,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5303,3535,7070,10,5430272,5429760,4017,1073,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5411,3607,7214,8,1385216,1385088,919,501,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5411,3607,7214,9,2770432,2770176,1680,901,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5411,3607,7214,10,5540864,5540352,3202,1688,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5519,3679,7358,8,1412864,1412736,1411,189,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5519,3679,7358,9,2825728,2825472,2948,660,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5519,3679,7358,10,5651456,5650944,5670,1357,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5627,3751,7502,8,1440512,1440384,2130,220,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5627,3751,7502,9,2881024,2880768,4156,426,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5627,3751,7502,10,5762048,5761536,8512,938,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5735,3823,7646,8,1468160,1468032,771,501,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5735,3823,7646,9,2936320,2936064,1638,934,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5735,3823,7646,10,5872640,5872128,3132,1704,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5843,3895,7790,8,1495808,1495680,853,452,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5843,3895,7790,9,2991616,2991360,1839,861,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5843,3895,7790,10,5983232,5982720,3818,1795,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5951,3967,7934,8,1523456,1523328,674,136,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5951,3967,7934,9,3046912,3046656,1327,268,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,5951,3967,7934,10,6093824,6093312,2662,584,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,6059,4039,8078,8,1551104,1550976,718,454,True,True,True,True,True,True,True,True
calibration,1,10369,36,2,11,0,6059,4039,8078,9,3102208,3101952,1335,846,True,True,True,True,True,True,True,True
