source_id,source,channel,child_mod3,target_id,target,weight_decimal,weight_formula,memberwise_precedent
226,d5:r75:peven:b1,retarded,,173,d5:r57:peven:b2,0.308641975308642,rho_star^(-2),retarded core
227,d5:r75:peven:b2,retarded,,173,d5:r57:peven:b2,0.308641975308642,rho_star^(-2),retarded core
228,d5:r76:podd:b0,retarded,,185,d5:r61:peven:b2,0.308641975308642,rho_star^(-2),retarded core
229,d5:r76:peven:b1,retarded,,185,d5:r61:peven:b2,0.308641975308642,rho_star^(-2),retarded core
230,d5:r76:peven:b2,retarded,,185,d5:r61:peven:b2,0.308641975308642,rho_star^(-2),retarded core
231,d5:r77:podd:b0,retarded,,197,d5:r65:peven:b2,0.308641975308642,rho_star^(-2),retarded core
232,d5:r77:peven:b1,retarded,,197,d5:r65:peven:b2,0.308641975308642,rho_star^(-2),retarded core
233,d5:r77:peven:b2,retarded,,197,d5:r65:peven:b2,0.308641975308642,rho_star^(-2),retarded core
234,d5:r78:podd:b0,retarded,,209,d5:r69:peven:b2,0.308641975308642,rho_star^(-2),retarded core
235,d5:r78:peven:b1,retarded,,209,d5:r69:peven:b2,0.308641975308642,rho_star^(-2),retarded core
236,d5:r78:peven:b2,retarded,,209,d5:r69:peven:b2,0.308641975308642,rho_star^(-2),retarded core
237,d5:r79:podd:b0,retarded,,221,d5:r73:peven:b2,0.308641975308642,rho_star^(-2),retarded core
238,d5:r79:peven:b1,retarded,,221,d5:r73:peven:b2,0.308641975308642,rho_star^(-2),retarded core
239,d5:r79:peven:b2,retarded,,221,d5:r73:peven:b2,0.308641975308642,rho_star^(-2),retarded core
240,d5:r80:podd:b0,retarded,,233,d5:r77:peven:b2,0.308641975308642,rho_star^(-2),retarded core
240,d5:r80:podd:b0,advanced_direct_c2,2,159,d5:r53:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
241,d5:r80:peven:b1,retarded,,233,d5:r77:peven:b2,0.308641975308642,rho_star^(-2),retarded core
241,d5:r80:peven:b1,advanced_direct_c2,2,159,d5:r53:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
242,d5:r80:peven:b2,retarded,,233,d5:r77:peven:b2,0.308641975308642,rho_star^(-2),retarded core
242,d5:r80:peven:b2,advanced_direct_c2,2,159,d5:r53:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
243,d5:r81:podd:b0,retarded,,245,d5:r81:peven:b2,0.308641975308642,rho_star^(-2),retarded core
244,d5:r81:peven:b1,retarded,,245,d5:r81:peven:b2,0.308641975308642,rho_star^(-2),retarded core
245,d5:r81:peven:b2,retarded,,245,d5:r81:peven:b2,0.308641975308642,rho_star^(-2),retarded core
246,d5:r82:podd:b0,retarded,,257,d5:r85:peven:b2,0.308641975308642,rho_star^(-2),retarded core
247,d5:r82:peven:b1,retarded,,257,d5:r85:peven:b2,0.308641975308642,rho_star^(-2),retarded core
248,d5:r82:peven:b2,retarded,,257,d5:r85:peven:b2,0.308641975308642,rho_star^(-2),retarded core
249,d5:r83:podd:b0,retarded,,269,d5:r89:peven:b2,0.308641975308642,rho_star^(-2),retarded core
249,d5:r83:podd:b0,advanced_parity_lift_c1,1,331,d5:r110:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
250,d5:r83:peven:b1,retarded,,269,d5:r89:peven:b2,0.308641975308642,rho_star^(-2),retarded core
250,d5:r83:peven:b1,advanced_parity_lift_c1,1,331,d5:r110:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
251,d5:r83:peven:b2,retarded,,269,d5:r89:peven:b2,0.308641975308642,rho_star^(-2),retarded core
