source_id,source,channel,child_mod3,target_id,target,weight_decimal,weight_formula,memberwise_precedent
251,d5:r83:peven:b2,advanced_parity_lift_c1,1,331,d5:r110:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
252,d5:r84:podd:b0,retarded,,281,d5:r93:peven:b2,0.308641975308642,rho_star^(-2),retarded core
253,d5:r84:peven:b1,retarded,,281,d5:r93:peven:b2,0.308641975308642,rho_star^(-2),retarded core
254,d5:r84:peven:b2,retarded,,281,d5:r93:peven:b2,0.308641975308642,rho_star^(-2),retarded core
255,d5:r85:podd:b0,retarded,,293,d5:r97:peven:b2,0.308641975308642,rho_star^(-2),retarded core
256,d5:r85:peven:b1,retarded,,293,d5:r97:peven:b2,0.308641975308642,rho_star^(-2),retarded core
257,d5:r85:peven:b2,retarded,,293,d5:r97:peven:b2,0.308641975308642,rho_star^(-2),retarded core
258,d5:r86:podd:b0,retarded,,305,d5:r101:peven:b2,0.308641975308642,rho_star^(-2),retarded core
259,d5:r86:peven:b1,retarded,,305,d5:r101:peven:b2,0.308641975308642,rho_star^(-2),retarded core
260,d5:r86:peven:b2,retarded,,305,d5:r101:peven:b2,0.308641975308642,rho_star^(-2),retarded core
261,d5:r87:podd:b0,retarded,,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),retarded core
262,d5:r87:peven:b1,retarded,,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),retarded core
263,d5:r87:peven:b2,retarded,,317,d5:r105:peven:b2,0.308641975308642,rho_star^(-2),retarded core
264,d5:r88:podd:b0,retarded,,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),retarded core
265,d5:r88:peven:b1,retarded,,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),retarded core
266,d5:r88:peven:b2,retarded,,329,d5:r109:peven:b2,0.308641975308642,rho_star^(-2),retarded core
267,d5:r89:podd:b0,retarded,,341,d5:r113:peven:b2,0.308641975308642,rho_star^(-2),retarded core
267,d5:r89:podd:b0,advanced_direct_c2,2,177,d5:r59:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
268,d5:r89:peven:b1,retarded,,341,d5:r113:peven:b2,0.308641975308642,rho_star^(-2),retarded core
268,d5:r89:peven:b1,advanced_direct_c2,2,177,d5:r59:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
269,d5:r89:peven:b2,retarded,,341,d5:r113:peven:b2,0.308641975308642,rho_star^(-2),retarded core
269,d5:r89:peven:b2,advanced_direct_c2,2,177,d5:r59:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
270,d5:r90:podd:b0,retarded,,353,d5:r117:peven:b2,0.308641975308642,rho_star^(-2),retarded core
271,d5:r90:peven:b1,retarded,,353,d5:r117:peven:b2,0.308641975308642,rho_star^(-2),retarded core
272,d5:r90:peven:b2,retarded,,353,d5:r117:peven:b2,0.308641975308642,rho_star^(-2),retarded core
273,d5:r91:podd:b0,retarded,,365,d5:r121:peven:b2,0.308641975308642,rho_star^(-2),retarded core
274,d5:r91:peven:b1,retarded,,365,d5:r121:peven:b2,0.308641975308642,rho_star^(-2),retarded core
275,d5:r91:peven:b2,retarded,,365,d5:r121:peven:b2,0.308641975308642,rho_star^(-2),retarded core
276,d5:r92:podd:b0,retarded,,377,d5:r125:peven:b2,0.308641975308642,rho_star^(-2),retarded core
276,d5:r92:podd:b0,advanced_parity_lift_c1,1,367,d5:r122:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
277,d5:r92:peven:b1,retarded,,377,d5:r125:peven:b2,0.308641975308642,rho_star^(-2),retarded core
277,d5:r92:peven:b1,advanced_parity_lift_c1,1,367,d5:r122:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
278,d5:r92:peven:b2,retarded,,377,d5:r125:peven:b2,0.308641975308642,rho_star^(-2),retarded core
278,d5:r92:peven:b2,advanced_parity_lift_c1,1,367,d5:r122:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
279,d5:r93:podd:b0,retarded,,389,d5:r129:peven:b2,0.308641975308642,rho_star^(-2),retarded core
280,d5:r93:peven:b1,retarded,,389,d5:r129:peven:b2,0.308641975308642,rho_star^(-2),retarded core
281,d5:r93:peven:b2,retarded,,389,d5:r129:peven:b2,0.308641975308642,rho_star^(-2),retarded core
282,d5:r94:podd:b0,retarded,,401,d5:r133:peven:b2,0.308641975308642,rho_star^(-2),retarded core
283,d5:r94:peven:b1,retarded,,401,d5:r133:peven:b2,0.308641975308642,rho_star^(-2),retarded core
284,d5:r94:peven:b2,retarded,,401,d5:r133:peven:b2,0.308641975308642,rho_star^(-2),retarded core
285,d5:r95:podd:b0,retarded,,413,d5:r137:peven:b2,0.308641975308642,rho_star^(-2),retarded core
286,d5:r95:peven:b1,retarded,,413,d5:r137:peven:b2,0.308641975308642,rho_star^(-2),retarded core
287,d5:r95:peven:b2,retarded,,413,d5:r137:peven:b2,0.308641975308642,rho_star^(-2),retarded core
288,d5:r96:podd:b0,retarded,,425,d5:r141:peven:b2,0.308641975308642,rho_star^(-2),retarded core
289,d5:r96:peven:b1,retarded,,425,d5:r141:peven:b2,0.308641975308642,rho_star^(-2),retarded core
290,d5:r96:peven:b2,retarded,,425,d5:r141:peven:b2,0.308641975308642,rho_star^(-2),retarded core
291,d5:r97:podd:b0,retarded,,437,d5:r145:peven:b2,0.308641975308642,rho_star^(-2),retarded core
292,d5:r97:peven:b1,retarded,,437,d5:r145:peven:b2,0.308641975308642,rho_star^(-2),retarded core
293,d5:r97:peven:b2,retarded,,437,d5:r145:peven:b2,0.308641975308642,rho_star^(-2),retarded core
294,d5:r98:podd:b0,retarded,,449,d5:r149:peven:b2,0.308641975308642,rho_star^(-2),retarded core
294,d5:r98:podd:b0,advanced_direct_c2,2,195,d5:r65:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
295,d5:r98:peven:b1,retarded,,449,d5:r149:peven:b2,0.308641975308642,rho_star^(-2),retarded core
295,d5:r98:peven:b1,advanced_direct_c2,2,195,d5:r65:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
296,d5:r98:peven:b2,retarded,,449,d5:r149:peven:b2,0.308641975308642,rho_star^(-2),retarded core
296,d5:r98:peven:b2,advanced_direct_c2,2,195,d5:r65:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
297,d5:r99:podd:b0,retarded,,461,d5:r153:peven:b2,0.308641975308642,rho_star^(-2),retarded core
298,d5:r99:peven:b1,retarded,,461,d5:r153:peven:b2,0.308641975308642,rho_star^(-2),retarded core
299,d5:r99:peven:b2,retarded,,461,d5:r153:peven:b2,0.308641975308642,rho_star^(-2),retarded core
300,d5:r100:podd:b0,retarded,,473,d5:r157:peven:b2,0.308641975308642,rho_star^(-2),retarded core
301,d5:r100:peven:b1,retarded,,473,d5:r157:peven:b2,0.308641975308642,rho_star^(-2),retarded core
302,d5:r100:peven:b2,retarded,,473,d5:r157:peven:b2,0.308641975308642,rho_star^(-2),retarded core
303,d5:r101:podd:b0,retarded,,485,d5:r161:peven:b2,0.308641975308642,rho_star^(-2),retarded core
303,d5:r101:podd:b0,advanced_parity_lift_c1,1,403,d5:r134:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
304,d5:r101:peven:b1,retarded,,485,d5:r161:peven:b2,0.308641975308642,rho_star^(-2),retarded core
304,d5:r101:peven:b1,advanced_parity_lift_c1,1,403,d5:r134:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
305,d5:r101:peven:b2,retarded,,485,d5:r161:peven:b2,0.308641975308642,rho_star^(-2),retarded core
305,d5:r101:peven:b2,advanced_parity_lift_c1,1,403,d5:r134:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
306,d5:r102:podd:b0,retarded,,497,d5:r165:peven:b2,0.308641975308642,rho_star^(-2),retarded core
307,d5:r102:peven:b1,retarded,,497,d5:r165:peven:b2,0.308641975308642,rho_star^(-2),retarded core
308,d5:r102:peven:b2,retarded,,497,d5:r165:peven:b2,0.308641975308642,rho_star^(-2),retarded core
309,d5:r103:podd:b0,retarded,,509,d5:r169:peven:b2,0.308641975308642,rho_star^(-2),retarded core
310,d5:r103:peven:b1,retarded,,509,d5:r169:peven:b2,0.308641975308642,rho_star^(-2),retarded core
311,d5:r103:peven:b2,retarded,,509,d5:r169:peven:b2,0.308641975308642,rho_star^(-2),retarded core
312,d5:r104:podd:b0,retarded,,521,d5:r173:peven:b2,0.308641975308642,rho_star^(-2),retarded core
313,d5:r104:peven:b1,retarded,,521,d5:r173:peven:b2,0.308641975308642,rho_star^(-2),retarded core
314,d5:r104:peven:b2,retarded,,521,d5:r173:peven:b2,0.308641975308642,rho_star^(-2),retarded core
315,d5:r105:podd:b0,retarded,,533,d5:r177:peven:b2,0.308641975308642,rho_star^(-2),retarded core
316,d5:r105:peven:b1,retarded,,533,d5:r177:peven:b2,0.308641975308642,rho_star^(-2),retarded core
317,d5:r105:peven:b2,retarded,,533,d5:r177:peven:b2,0.308641975308642,rho_star^(-2),retarded core
318,d5:r106:podd:b0,retarded,,545,d5:r181:peven:b2,0.308641975308642,rho_star^(-2),retarded core
319,d5:r106:peven:b1,retarded,,545,d5:r181:peven:b2,0.308641975308642,rho_star^(-2),retarded core
320,d5:r106:peven:b2,retarded,,545,d5:r181:peven:b2,0.308641975308642,rho_star^(-2),retarded core
321,d5:r107:podd:b0,retarded,,557,d5:r185:peven:b2,0.308641975308642,rho_star^(-2),retarded core
321,d5:r107:podd:b0,advanced_direct_c2,2,213,d5:r71:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
322,d5:r107:peven:b1,retarded,,557,d5:r185:peven:b2,0.308641975308642,rho_star^(-2),retarded core
322,d5:r107:peven:b1,advanced_direct_c2,2,213,d5:r71:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
323,d5:r107:peven:b2,retarded,,557,d5:r185:peven:b2,0.308641975308642,rho_star^(-2),retarded core
323,d5:r107:peven:b2,advanced_direct_c2,2,213,d5:r71:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
324,d5:r108:podd:b0,retarded,,569,d5:r189:peven:b2,0.308641975308642,rho_star^(-2),retarded core
325,d5:r108:peven:b1,retarded,,569,d5:r189:peven:b2,0.308641975308642,rho_star^(-2),retarded core
326,d5:r108:peven:b2,retarded,,569,d5:r189:peven:b2,0.308641975308642,rho_star^(-2),retarded core
327,d5:r109:podd:b0,retarded,,581,d5:r193:peven:b2,0.308641975308642,rho_star^(-2),retarded core
328,d5:r109:peven:b1,retarded,,581,d5:r193:peven:b2,0.308641975308642,rho_star^(-2),retarded core
329,d5:r109:peven:b2,retarded,,581,d5:r193:peven:b2,0.308641975308642,rho_star^(-2),retarded core
330,d5:r110:podd:b0,retarded,,593,d5:r197:peven:b2,0.308641975308642,rho_star^(-2),retarded core
330,d5:r110:podd:b0,advanced_parity_lift_c1,1,439,d5:r146:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
331,d5:r110:peven:b1,retarded,,593,d5:r197:peven:b2,0.308641975308642,rho_star^(-2),retarded core
331,d5:r110:peven:b1,advanced_parity_lift_c1,1,439,d5:r146:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
332,d5:r110:peven:b2,retarded,,593,d5:r197:peven:b2,0.308641975308642,rho_star^(-2),retarded core
332,d5:r110:peven:b2,advanced_parity_lift_c1,1,439,d5:r146:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
333,d5:r111:podd:b0,retarded,,605,d5:r201:peven:b2,0.308641975308642,rho_star^(-2),retarded core
334,d5:r111:peven:b1,retarded,,605,d5:r201:peven:b2,0.308641975308642,rho_star^(-2),retarded core
335,d5:r111:peven:b2,retarded,,605,d5:r201:peven:b2,0.308641975308642,rho_star^(-2),retarded core
336,d5:r112:podd:b0,retarded,,617,d5:r205:peven:b2,0.308641975308642,rho_star^(-2),retarded core
337,d5:r112:peven:b1,retarded,,617,d5:r205:peven:b2,0.308641975308642,rho_star^(-2),retarded core
338,d5:r112:peven:b2,retarded,,617,d5:r205:peven:b2,0.308641975308642,rho_star^(-2),retarded core
339,d5:r113:podd:b0,retarded,,629,d5:r209:peven:b2,0.308641975308642,rho_star^(-2),retarded core
340,d5:r113:peven:b1,retarded,,629,d5:r209:peven:b2,0.308641975308642,rho_star^(-2),retarded core
341,d5:r113:peven:b2,retarded,,629,d5:r209:peven:b2,0.308641975308642,rho_star^(-2),retarded core
342,d5:r114:podd:b0,retarded,,641,d5:r213:peven:b2,0.308641975308642,rho_star^(-2),retarded core
343,d5:r114:peven:b1,retarded,,641,d5:r213:peven:b2,0.308641975308642,rho_star^(-2),retarded core
344,d5:r114:peven:b2,retarded,,641,d5:r213:peven:b2,0.308641975308642,rho_star^(-2),retarded core
345,d5:r115:podd:b0,retarded,,653,d5:r217:peven:b2,0.308641975308642,rho_star^(-2),retarded core
346,d5:r115:peven:b1,retarded,,653,d5:r217:peven:b2,0.308641975308642,rho_star^(-2),retarded core
347,d5:r115:peven:b2,retarded,,653,d5:r217:peven:b2,0.308641975308642,rho_star^(-2),retarded core
348,d5:r116:podd:b0,retarded,,665,d5:r221:peven:b2,0.308641975308642,rho_star^(-2),retarded core
348,d5:r116:podd:b0,advanced_direct_c2,2,231,d5:r77:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
349,d5:r116:peven:b1,retarded,,665,d5:r221:peven:b2,0.308641975308642,rho_star^(-2),retarded core
349,d5:r116:peven:b1,advanced_direct_c2,2,231,d5:r77:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
350,d5:r116:peven:b2,retarded,,665,d5:r221:peven:b2,0.308641975308642,rho_star^(-2),retarded core
350,d5:r116:peven:b2,advanced_direct_c2,2,231,d5:r77:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
351,d5:r117:podd:b0,retarded,,677,d5:r225:peven:b2,0.308641975308642,rho_star^(-2),retarded core
352,d5:r117:peven:b1,retarded,,677,d5:r225:peven:b2,0.308641975308642,rho_star^(-2),retarded core
353,d5:r117:peven:b2,retarded,,677,d5:r225:peven:b2,0.308641975308642,rho_star^(-2),retarded core
354,d5:r118:podd:b0,retarded,,689,d5:r229:peven:b2,0.308641975308642,rho_star^(-2),retarded core
355,d5:r118:peven:b1,retarded,,689,d5:r229:peven:b2,0.308641975308642,rho_star^(-2),retarded core
356,d5:r118:peven:b2,retarded,,689,d5:r229:peven:b2,0.308641975308642,rho_star^(-2),retarded core
357,d5:r119:podd:b0,retarded,,701,d5:r233:peven:b2,0.308641975308642,rho_star^(-2),retarded core
357,d5:r119:podd:b0,advanced_parity_lift_c1,1,475,d5:r158:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
358,d5:r119:peven:b1,retarded,,701,d5:r233:peven:b2,0.308641975308642,rho_star^(-2),retarded core
358,d5:r119:peven:b1,advanced_parity_lift_c1,1,475,d5:r158:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
359,d5:r119:peven:b2,retarded,,701,d5:r233:peven:b2,0.308641975308642,rho_star^(-2),retarded core
359,d5:r119:peven:b2,advanced_parity_lift_c1,1,475,d5:r158:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
360,d5:r120:podd:b0,retarded,,713,d5:r237:peven:b2,0.308641975308642,rho_star^(-2),retarded core
361,d5:r120:peven:b1,retarded,,713,d5:r237:peven:b2,0.308641975308642,rho_star^(-2),retarded core
362,d5:r120:peven:b2,retarded,,713,d5:r237:peven:b2,0.308641975308642,rho_star^(-2),retarded core
363,d5:r121:podd:b0,retarded,,725,d5:r241:peven:b2,0.308641975308642,rho_star^(-2),retarded core
364,d5:r121:peven:b1,retarded,,725,d5:r241:peven:b2,0.308641975308642,rho_star^(-2),retarded core
365,d5:r121:peven:b2,retarded,,725,d5:r241:peven:b2,0.308641975308642,rho_star^(-2),retarded core
366,d5:r122:podd:b0,retarded,,8,d5:r2:peven:b2,0.308641975308642,rho_star^(-2),retarded core
367,d5:r122:peven:b1,retarded,,8,d5:r2:peven:b2,0.308641975308642,rho_star^(-2),retarded core
368,d5:r122:peven:b2,retarded,,8,d5:r2:peven:b2,0.308641975308642,rho_star^(-2),retarded core
369,d5:r123:podd:b0,retarded,,20,d5:r6:peven:b2,0.308641975308642,rho_star^(-2),retarded core
370,d5:r123:peven:b1,retarded,,20,d5:r6:peven:b2,0.308641975308642,rho_star^(-2),retarded core
371,d5:r123:peven:b2,retarded,,20,d5:r6:peven:b2,0.308641975308642,rho_star^(-2),retarded core
372,d5:r124:podd:b0,retarded,,32,d5:r10:peven:b2,0.308641975308642,rho_star^(-2),retarded core
373,d5:r124:peven:b1,retarded,,32,d5:r10:peven:b2,0.308641975308642,rho_star^(-2),retarded core
374,d5:r124:peven:b2,retarded,,32,d5:r10:peven:b2,0.308641975308642,rho_star^(-2),retarded core
375,d5:r125:podd:b0,retarded,,44,d5:r14:peven:b2,0.308641975308642,rho_star^(-2),retarded core
375,d5:r125:podd:b0,advanced_direct_c2,2,249,d5:r83:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
376,d5:r125:peven:b1,retarded,,44,d5:r14:peven:b2,0.308641975308642,rho_star^(-2),retarded core
376,d5:r125:peven:b1,advanced_direct_c2,2,249,d5:r83:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
377,d5:r125:peven:b2,retarded,,44,d5:r14:peven:b2,0.308641975308642,rho_star^(-2),retarded core
377,d5:r125:peven:b2,advanced_direct_c2,2,249,d5:r83:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
378,d5:r126:podd:b0,retarded,,56,d5:r18:peven:b2,0.308641975308642,rho_star^(-2),retarded core
379,d5:r126:peven:b1,retarded,,56,d5:r18:peven:b2,0.308641975308642,rho_star^(-2),retarded core
380,d5:r126:peven:b2,retarded,,56,d5:r18:peven:b2,0.308641975308642,rho_star^(-2),retarded core
381,d5:r127:podd:b0,retarded,,68,d5:r22:peven:b2,0.308641975308642,rho_star^(-2),retarded core
382,d5:r127:peven:b1,retarded,,68,d5:r22:peven:b2,0.308641975308642,rho_star^(-2),retarded core
383,d5:r127:peven:b2,retarded,,68,d5:r22:peven:b2,0.308641975308642,rho_star^(-2),retarded core
384,d5:r128:podd:b0,retarded,,80,d5:r26:peven:b2,0.308641975308642,rho_star^(-2),retarded core
384,d5:r128:podd:b0,advanced_parity_lift_c1,1,511,d5:r170:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
385,d5:r128:peven:b1,retarded,,80,d5:r26:peven:b2,0.308641975308642,rho_star^(-2),retarded core
385,d5:r128:peven:b1,advanced_parity_lift_c1,1,511,d5:r170:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
386,d5:r128:peven:b2,retarded,,80,d5:r26:peven:b2,0.308641975308642,rho_star^(-2),retarded core
386,d5:r128:peven:b2,advanced_parity_lift_c1,1,511,d5:r170:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
387,d5:r129:podd:b0,retarded,,92,d5:r30:peven:b2,0.308641975308642,rho_star^(-2),retarded core
388,d5:r129:peven:b1,retarded,,92,d5:r30:peven:b2,0.308641975308642,rho_star^(-2),retarded core
389,d5:r129:peven:b2,retarded,,92,d5:r30:peven:b2,0.308641975308642,rho_star^(-2),retarded core
390,d5:r130:podd:b0,retarded,,104,d5:r34:peven:b2,0.308641975308642,rho_star^(-2),retarded core
391,d5:r130:peven:b1,retarded,,104,d5:r34:peven:b2,0.308641975308642,rho_star^(-2),retarded core
392,d5:r130:peven:b2,retarded,,104,d5:r34:peven:b2,0.308641975308642,rho_star^(-2),retarded core
393,d5:r131:podd:b0,retarded,,116,d5:r38:peven:b2,0.308641975308642,rho_star^(-2),retarded core
394,d5:r131:peven:b1,retarded,,116,d5:r38:peven:b2,0.308641975308642,rho_star^(-2),retarded core
395,d5:r131:peven:b2,retarded,,116,d5:r38:peven:b2,0.308641975308642,rho_star^(-2),retarded core
396,d5:r132:podd:b0,retarded,,128,d5:r42:peven:b2,0.308641975308642,rho_star^(-2),retarded core
397,d5:r132:peven:b1,retarded,,128,d5:r42:peven:b2,0.308641975308642,rho_star^(-2),retarded core
398,d5:r132:peven:b2,retarded,,128,d5:r42:peven:b2,0.308641975308642,rho_star^(-2),retarded core
399,d5:r133:podd:b0,retarded,,140,d5:r46:peven:b2,0.308641975308642,rho_star^(-2),retarded core
400,d5:r133:peven:b1,retarded,,140,d5:r46:peven:b2,0.308641975308642,rho_star^(-2),retarded core
401,d5:r133:peven:b2,retarded,,140,d5:r46:peven:b2,0.308641975308642,rho_star^(-2),retarded core
402,d5:r134:podd:b0,retarded,,152,d5:r50:peven:b2,0.308641975308642,rho_star^(-2),retarded core
402,d5:r134:podd:b0,advanced_direct_c2,2,267,d5:r89:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
403,d5:r134:peven:b1,retarded,,152,d5:r50:peven:b2,0.308641975308642,rho_star^(-2),retarded core
403,d5:r134:peven:b1,advanced_direct_c2,2,267,d5:r89:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
404,d5:r134:peven:b2,retarded,,152,d5:r50:peven:b2,0.308641975308642,rho_star^(-2),retarded core
404,d5:r134:peven:b2,advanced_direct_c2,2,267,d5:r89:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
405,d5:r135:podd:b0,retarded,,164,d5:r54:peven:b2,0.308641975308642,rho_star^(-2),retarded core
406,d5:r135:peven:b1,retarded,,164,d5:r54:peven:b2,0.308641975308642,rho_star^(-2),retarded core
407,d5:r135:peven:b2,retarded,,164,d5:r54:peven:b2,0.308641975308642,rho_star^(-2),retarded core
408,d5:r136:podd:b0,retarded,,176,d5:r58:peven:b2,0.308641975308642,rho_star^(-2),retarded core
409,d5:r136:peven:b1,retarded,,176,d5:r58:peven:b2,0.308641975308642,rho_star^(-2),retarded core
410,d5:r136:peven:b2,retarded,,176,d5:r58:peven:b2,0.308641975308642,rho_star^(-2),retarded core
411,d5:r137:podd:b0,retarded,,188,d5:r62:peven:b2,0.308641975308642,rho_star^(-2),retarded core
411,d5:r137:podd:b0,advanced_parity_lift_c1,1,547,d5:r182:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
412,d5:r137:peven:b1,retarded,,188,d5:r62:peven:b2,0.308641975308642,rho_star^(-2),retarded core
412,d5:r137:peven:b1,advanced_parity_lift_c1,1,547,d5:r182:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
413,d5:r137:peven:b2,retarded,,188,d5:r62:peven:b2,0.308641975308642,rho_star^(-2),retarded core
413,d5:r137:peven:b2,advanced_parity_lift_c1,1,547,d5:r182:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
414,d5:r138:podd:b0,retarded,,200,d5:r66:peven:b2,0.308641975308642,rho_star^(-2),retarded core
415,d5:r138:peven:b1,retarded,,200,d5:r66:peven:b2,0.308641975308642,rho_star^(-2),retarded core
416,d5:r138:peven:b2,retarded,,200,d5:r66:peven:b2,0.308641975308642,rho_star^(-2),retarded core
417,d5:r139:podd:b0,retarded,,212,d5:r70:peven:b2,0.308641975308642,rho_star^(-2),retarded core
418,d5:r139:peven:b1,retarded,,212,d5:r70:peven:b2,0.308641975308642,rho_star^(-2),retarded core
419,d5:r139:peven:b2,retarded,,212,d5:r70:peven:b2,0.308641975308642,rho_star^(-2),retarded core
420,d5:r140:podd:b0,retarded,,224,d5:r74:peven:b2,0.308641975308642,rho_star^(-2),retarded core
421,d5:r140:peven:b1,retarded,,224,d5:r74:peven:b2,0.308641975308642,rho_star^(-2),retarded core
422,d5:r140:peven:b2,retarded,,224,d5:r74:peven:b2,0.308641975308642,rho_star^(-2),retarded core
423,d5:r141:podd:b0,retarded,,236,d5:r78:peven:b2,0.308641975308642,rho_star^(-2),retarded core
424,d5:r141:peven:b1,retarded,,236,d5:r78:peven:b2,0.308641975308642,rho_star^(-2),retarded core
425,d5:r141:peven:b2,retarded,,236,d5:r78:peven:b2,0.308641975308642,rho_star^(-2),retarded core
426,d5:r142:podd:b0,retarded,,248,d5:r82:peven:b2,0.308641975308642,rho_star^(-2),retarded core
427,d5:r142:peven:b1,retarded,,248,d5:r82:peven:b2,0.308641975308642,rho_star^(-2),retarded core
428,d5:r142:peven:b2,retarded,,248,d5:r82:peven:b2,0.308641975308642,rho_star^(-2),retarded core
429,d5:r143:podd:b0,retarded,,260,d5:r86:peven:b2,0.308641975308642,rho_star^(-2),retarded core
429,d5:r143:podd:b0,advanced_direct_c2,2,285,d5:r95:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
430,d5:r143:peven:b1,retarded,,260,d5:r86:peven:b2,0.308641975308642,rho_star^(-2),retarded core
430,d5:r143:peven:b1,advanced_direct_c2,2,285,d5:r95:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
431,d5:r143:peven:b2,retarded,,260,d5:r86:peven:b2,0.308641975308642,rho_star^(-2),retarded core
431,d5:r143:peven:b2,advanced_direct_c2,2,285,d5:r95:podd:b0,1.410343310520570,rho_star^(log_2(3)-1),PHASE_B advanced identity
432,d5:r144:podd:b0,retarded,,272,d5:r90:peven:b2,0.308641975308642,rho_star^(-2),retarded core
433,d5:r144:peven:b1,retarded,,272,d5:r90:peven:b2,0.308641975308642,rho_star^(-2),retarded core
434,d5:r144:peven:b2,retarded,,272,d5:r90:peven:b2,0.308641975308642,rho_star^(-2),retarded core
435,d5:r145:podd:b0,retarded,,284,d5:r94:peven:b2,0.308641975308642,rho_star^(-2),retarded core
436,d5:r145:peven:b1,retarded,,284,d5:r94:peven:b2,0.308641975308642,rho_star^(-2),retarded core
437,d5:r145:peven:b2,retarded,,284,d5:r94:peven:b2,0.308641975308642,rho_star^(-2),retarded core
438,d5:r146:podd:b0,retarded,,296,d5:r98:peven:b2,0.308641975308642,rho_star^(-2),retarded core
438,d5:r146:podd:b0,advanced_parity_lift_c1,1,583,d5:r194:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
439,d5:r146:peven:b1,retarded,,296,d5:r98:peven:b2,0.308641975308642,rho_star^(-2),retarded core
439,d5:r146:peven:b1,advanced_parity_lift_c1,1,583,d5:r194:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
440,d5:r146:peven:b2,retarded,,296,d5:r98:peven:b2,0.308641975308642,rho_star^(-2),retarded core
440,d5:r146:peven:b2,advanced_parity_lift_c1,1,583,d5:r194:peven:b1,0.783524061400317,rho_star^(log_2(3)-1)*rho_star^(-1),row22 parity lift
441,d5:r147:podd:b0,retarded,,308,d5:r102:peven:b2,0.308641975308642,rho_star^(-2),retarded core
442,d5:r147:peven:b1,retarded,,308,d5:r102:peven:b2,0.308641975308642,rho_star^(-2),retarded core
