state_id,real_weight_decimal,integer_weight_over_D,rational_weight_decimal,lhs_wM_decimal,rhs_1_plus_delta_w_decimal,ratio_lhs_over_rhs,passes
184,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
185,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
186,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
189,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
190,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
191,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
192,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
193,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
194,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
196,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
198,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
199,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
200,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
201,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
202,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
203,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
204,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
205,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
207,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
208,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
209,0.000000000000000000e+00,1,9.999999999999999547e-07,9.259259259259259350e-07,1.009999999999999859e-06,9.167583425009169229e-01,no
210,0.000000000000000000e+00,1,9.999999999999999547e-07,0.000000000000000000e+00,1.009999999999999859e-06,0.000000000000000000e+00,no
