a,c,x,qAdv,xAdv,target_count,retarded_count,advanced_full_count,advanced_window_count,e5_numerator,e5_gap,deterministic_atom_gap,advanced_window_gap,closure_percent,partition_ok,pairwise_disjoint_ok,advanced_subset_ok,gap_identity_ok,route_hooks_ok,window_hooks_ok,all_hooks_ok,target_sha256,retarded_sha256,advanced_full_sha256,advanced_window_sha256,advanced_boundary_examples
350,233,44800,64,44736,8695,32,8661,8657,8690,5,1,4,99.942495687,yes,yes,yes,yes,yes,yes,yes,609f46677817533dd78c4115bd221f28278c0d019ee60c6d463d4cc7f9024ee6,a25b5b0080ed3f4a0b37d2f8999ab7404aaaa3ee62dba43902ef3a44352a3c28,9c940d45570d34ffcd71626d01a1aae96e1a9967594dcca5a6e1b15c86f8ab4f,8fdb9b359f5e0f9960f8ae286652c9e8a8be2ab80473aca8de493bc3f6e4a848,29841 44760 44762 44764
359,239,45952,64,45888,743,62,679,679,742,1,1,0,99.865410498,yes,yes,yes,yes,yes,yes,yes,ea530ed0921879bd5e8fa1f7a6c920837d2768252336b1b7ac84afbd5d9826e1,1cafc60d6f628a0f0d9a217fc058452bab12ffd10f6c2591f239fff71f3a54f1,ee6792c31150d47b77f0bc2d4dbacce354bf06db657eeca70f3f15e559a55c11,ee6792c31150d47b77f0bc2d4dbacce354bf06db657eeca70f3f15e559a55c11,
368,245,47104,64,47040,744,59,683,683,743,1,1,0,99.865591398,yes,yes,yes,yes,yes,yes,yes,a3dd36a2fc3bff9483b18a7ea392a2e642da3bd898018c417e99b4508330bad9,d31d385274e1ee489846a5f28c19ab8d6783c8a7ed68708e6f961e07bdcb9a23,09e03d1f864b047b3dc73a4d325a989c788b36b3e0a1f2fa72964a2c4979d2f8,09e03d1f864b047b3dc73a4d325a989c788b36b3e0a1f2fa72964a2c4979d2f8,
377,251,48256,64,48192,10024,33,9989,9981,10015,9,1,8,99.910215483,yes,yes,yes,yes,yes,yes,yes,e2f1e6091c434c731f664172a165bf3af60aa0a0723793a04e64b41e22b21ca2,36a1dca81d5edbf97531eac48aef7b8d36f28c9f26c5626414d030d6d201c987,fa3015548fe8e3b25d877200249fb3317b407d96cdf57867f749105457c9cc98,7581ae5e8a4d61f0a9fa9abb69e2b9f1e6dfcb91a612baa066fe70cf1bda23fe,32145 32161 48216 48218 48220 48226 48228 48242
386,257,49408,64,49344,513,82,429,429,512,1,1,0,99.805068226,yes,yes,yes,yes,yes,yes,yes,fda2e2bd5234a0a8d5bea41376b0cabbae81f6f6d7ffade0f928ad0274cb12d4,0daeaa51990f08b7e0c9f879e5f3e1ce86f37498cda4dd740efd03874eb126df,80ae67473cfedc520b875f12f8eceb563dce37fa046bb34d0a4ed557947fabc5,80ae67473cfedc520b875f12f8eceb563dce37fa046bb34d0a4ed557947fabc5,
395,263,50560,64,50496,10093,48,10043,10037,10086,7,1,6,99.930645001,yes,yes,yes,yes,yes,yes,yes,a1b20ff53123bf31273e5aad278d64a5c8fac8a06111f7f576a3c0d7ab578a3d,c854331832dbba1f03eefc2e3adfdc66a91c603ce09fc25e5d3978f07c9bfb2f,1e821b46471168ea65b9627f1a50a70a51aa98036a62707ad8c2677061403c43,b6663be5347964598ba69a75762fb47ff4b5d89ece6fc1b4be3542a59155fefe,33685 50528 50536 50538 50544 50548
404,269,51712,64,51648,1526,32,1492,1492,1525,1,1,0,99.934469201,yes,yes,yes,yes,yes,yes,yes,1d8c0ea5921b269a2e64a3903774378faab11ad2e630a204c22a638878a73d10,f2b667c97b26d1a77242fe70824ccfe1580b1de88c1096b07c7e64572fbd4542,d64891dd0b53de89e01a677d8dd4a9ea699200433767b74f5e65366fab406663,d64891dd0b53de89e01a677d8dd4a9ea699200433767b74f5e65366fab406663,
413,275,52864,64,52800,328,49,277,277,327,1,1,0,99.695121951,yes,yes,yes,yes,yes,yes,yes,45e955a8fc313336298ffca074ccbe62869b96e4b1ce482645a06ce3d8dcc060,017dc2e3d45c4ee9be2747b31fc8f92c992fd16792cb12aa0b9ad1a09062b11a,e961f5e1bd31989283468b7392355d4b81086600279be1c72bcafd920e625bd6,e961f5e1bd31989283468b7392355d4b81086600279be1c72bcafd920e625bd6,
422,281,54016,64,53952,911,36,873,873,910,1,1,0,99.890230516,yes,yes,yes,yes,yes,yes,yes,13c8b2b4a92f0464f5b599f6d7fbf2081278fd391fc01358699ba204b9350198,0af3ff8a9928d9018e13d6e82146e3dd757aa12b76857f9a2b85569768346ddb,b2e75af902fe6023ade586371c3ca740577e75477ae40fb528414f81c079450b,b2e75af902fe6023ade586371c3ca740577e75477ae40fb528414f81c079450b,
431,287,55168,64,55104,966,35,929,929,965,1,1,0,99.896480331,yes,yes,yes,yes,yes,yes,yes,693ed7b2c1a21d7fbc8a7ed891c30791e90386ccd385f040486bd6d8bcbe5519,2ae2705ad8ca2733cd7662ba137932b242ce4a4a5447932202f3958ee453b601,002edcceee4776d2d82d849901b3e7d6d2c335e98597291c550f7d72fb88e4c0,002edcceee4776d2d82d849901b3e7d6d2c335e98597291c550f7d72fb88e4c0,
440,293,56320,64,56256,316,143,171,171,315,1,1,0,99.683544304,yes,yes,yes,yes,yes,yes,yes,167509c4e745108ec6eb8b657edc41743069f38b1d64475df59217702b8efdee,12fa6a991ebad3934e9876617a3c41540e9788e6b6e3581459cab366b1d8ed7f,08aa4fd33e2ebb256318f07694122698406da9dca9455bf899f06ff5315c32d9,08aa4fd33e2ebb256318f07694122698406da9dca9455bf899f06ff5315c32d9,
449,299,57472,64,57408,1088,82,1004,1004,1087,1,1,0,99.908088235,yes,yes,yes,yes,yes,yes,yes,c7414f00fdc3fdf61a0c7e3bff2919c708bc81926d661d078d3e1aa51a207140,8bcf3a0bf2a87a892fd79843161e0cad9d315af9b0e81e62621f8fd88ce61689,b9804814ea16a0b3fd8f3611a7e5c8378c2e130c93f7ea7aee124192d3eae9c2,b9804814ea16a0b3fd8f3611a7e5c8378c2e130c93f7ea7aee124192d3eae9c2,
458,305,58624,64,58560,449,37,410,410,448,1,1,0,99.777282851,yes,yes,yes,yes,yes,yes,yes,36e3e0a1dd2a805821211b4effb320f12cb1c6a71bf4099cf273af0d1e24af06,48774fe31cc3e21f21cc41d63936c7335bb4eb9bebcc8da2668cdf8c4b57b67f,14e2db2883af23a254ce808dd10f19a29d1295fb3d16cc89af2f42c8c3dfc11a,14e2db2883af23a254ce808dd10f19a29d1295fb3d16cc89af2f42c8c3dfc11a,
467,311,59776,64,59712,329,174,153,153,328,1,1,0,99.696048632,yes,yes,yes,yes,yes,yes,yes,cbd952a1f48747a3816b49ab7bb7b19250874107f1a6a40ed85411b22c511150,ba130a34853ed50eb563cd39049bebf411e51ddc828286c45db258c71fa14376,25ed995da9cfb3369f289463be48433f4b062b0c4a03506a09671ddf4af03dc0,25ed995da9cfb3369f289463be48433f4b062b0c4a03506a09671ddf4af03dc0,
476,317,60928,64,60864,1216,39,1175,1175,1215,1,1,0,99.917763158,yes,yes,yes,yes,yes,yes,yes,5e2a27ace1bd1b3398b71ddd745cf4cb0c4c81da82a61a2538a5f6f6904a7cca,e7cd9815f3230ca573500fe4fe49a5fc4f06d63ee5c26ed0bea4dd646ac02d4d,8a6c865b431939af22b423dd3168614ea5a0bf81e50000acbc0d795b7189d655,8a6c865b431939af22b423dd3168614ea5a0bf81e50000acbc0d795b7189d655,
485,323,62080,64,62016,2412,33,2377,2377,2411,1,1,0,99.958540630,yes,yes,yes,yes,yes,yes,yes,184c41d6a8d1536300fb8d11a2c273448b5d1f5da0ee76227e98d07419143836,5de46aa1b1f88f7fa316ee3abaf568e9af4c4283acebcadbd9cf85db83a60854,7e1c6225480782b6ee5f1e1191512c228b26aae4b688f63b458bba671da530e9,7e1c6225480782b6ee5f1e1191512c228b26aae4b688f63b458bba671da530e9,
494,329,63232,64,63168,477,53,422,422,476,1,1,0,99.790356394,yes,yes,yes,yes,yes,yes,yes,332ccb4ad33cd63c751260f445ef4941397f9bc9e68f85dd954ddde1f7fdca72,f9ce3ade0b0021d36df3944bd0a6823e5e28d5136e8e16d2b019ea297c01e514,091627e674a29e287a830a40e95b8d7a8878b7e895686ee21c2a8120417d3ac7,091627e674a29e287a830a40e95b8d7a8878b7e895686ee21c2a8120417d3ac7,
503,335,64384,64,64320,607,75,530,530,606,1,1,0,99.835255354,yes,yes,yes,yes,yes,yes,yes,5e62492f5bbd053baea54f50f2f8122ccbba7af8f0e6b818d610ebdbc1a7ed55,0a067b8545c71ee2b28f2a9653ad784b71c701acea4840307eb1c2fb23249691,1e352d0f09b3e33dec4695a8471d1a0e3eaf03715e99112fd705dfb166f45453,1e352d0f09b3e33dec4695a8471d1a0e3eaf03715e99112fd705dfb166f45453,
512,341,65536,64,65472,1444,34,1408,1408,1443,1,1,0,99.930747922,yes,yes,yes,yes,yes,yes,yes,12de207b06ad6609678890a8638ee7f7a2bdd93a79a34598ddc1e037ced5cedc,4585bacb8139240ed02609850c84b51191c3e3b9a82ba5979f784c5f8845755c,ffbfee9b395792315d767bd3cebd469db7c252900ea837c371b859325bfc494c,ffbfee9b395792315d767bd3cebd469db7c252900ea837c371b859325bfc494c,
521,347,66688,64,66624,209,55,152,152,208,1,1,0,99.521531100,yes,yes,yes,yes,yes,yes,yes,f6876bc4c360a668f6402215eb0a30482fb8acbb290da6ece1e3e31ac92bfc20,32aabbe5d16c471ba0b888dfff7114dc53b12c1295e627cc131e08426d9d1791,508442132c49356470ecf1202ec865983183472a5603dc22ef322caafb2686bf,508442132c49356470ecf1202ec865983183472a5603dc22ef322caafb2686bf,
530,353,67840,64,67776,763,50,711,711,762,1,1,0,99.868938401,yes,yes,yes,yes,yes,yes,yes,9be8f8f0098ea323d9506482858ef25c35f1b0557e5d101d45c2225d29798816,e8ca0df2b8be265f8ed55a841401d79f1b7b702175f0b914d6f72c66e0b0e6e7,618723aed0e6fbacf66bcfb7eb7715bc2d7ae35da605d47d8588f85f7a4a6cda,618723aed0e6fbacf66bcfb7eb7715bc2d7ae35da605d47d8588f85f7a4a6cda,
539,359,68992,64,68928,1104,37,1065,1065,1103,1,1,0,99.909420290,yes,yes,yes,yes,yes,yes,yes,b5c680f126ed4f9d790637a5657cf3cbd676e7aa81203993c05eac636b4d603e,80b3b5d029e11cd415cc1fafd049fb5e019e83858af34215d6fbf74531850d89,110d8530b459a64ccebce34882c7dc86143baaaa548d6fa3a973dcd07b5a172a,110d8530b459a64ccebce34882c7dc86143baaaa548d6fa3a973dcd07b5a172a,
548,365,70144,64,70080,795,80,713,713,794,1,1,0,99.874213836,yes,yes,yes,yes,yes,yes,yes,927c82154f9ac1e0dbf49b924da497cfc2e02703ab5b15e8e69c34d4b744f495,56151afd531f46e633c356d1d3fac08beedab3bfdf7f936769e127ee78bc90ba,d5aa07fc9ca34d59bdb7aa90e315f3f50448d3055673ba35f7b39720d4f8becb,d5aa07fc9ca34d59bdb7aa90e315f3f50448d3055673ba35f7b39720d4f8becb,
557,371,71296,64,71232,1093,50,1041,1041,1092,1,1,0,99.908508692,yes,yes,yes,yes,yes,yes,yes,9bd0c94fc05ff8b87941796039b2b6df5fa21a676afb280a097f48ec6dad7ee0,7ec2b7050f32c5501ce3561d22d7a00d6e1b150c14048c435902a6195c29c432,0eb26c15cec4133db8dc39d34a3ca86bcf4b6ed66fd10c3d3c2ba75d8bb85cfc,0eb26c15cec4133db8dc39d34a3ca86bcf4b6ed66fd10c3d3c2ba75d8bb85cfc,
566,377,72448,64,72384,15047,56,14989,14989,15046,1,1,0,99.993354157,yes,yes,yes,yes,yes,yes,yes,a61f9f6cd0ff39f6820b0971cd34336b3c94ece105bde25d81afcd9d40e516ca,f08ecb44a4c767b1efcc70458234603ff8fd69c2f4f77abc3042fd4b0466a3b7,f3ff47cba7078bbfc6b895968bba37c9fc74adcc4073079c3f9e50a7b7104324,f3ff47cba7078bbfc6b895968bba37c9fc74adcc4073079c3f9e50a7b7104324,
575,383,73600,64,73536,293,59,232,232,292,1,1,0,99.658703072,yes,yes,yes,yes,yes,yes,yes,fc31e888b0afff839867d4dfe7aa5ab3cd8c1dd08f90ac729794191bc1aa0e68,713c5f6766fc0bd57b35bd20c05a8a81b18a317e49a03ff56d7e02374d2bb14b,cb03fe75f4e2e917567ed1270470fd85a9d5c84c3c7dcd24e915b5e3c30fbd04,cb03fe75f4e2e917567ed1270470fd85a9d5c84c3c7dcd24e915b5e3c30fbd04,
584,389,74752,64,74688,678,35,641,641,677,1,1,0,99.852507375,yes,yes,yes,yes,yes,yes,yes,c299844c3780687e3d9cefa9a9ae4a666234d33cc1d2895527723817e144a00f,8d79d42ab21310bd9a2f33322c1dcc3790805322cfb5664625238218959ca1bd,cdc3fed6bc6517078f06ae78fb1d9da4e6d6613cfcdaf34e74188183da5d43cd,cdc3fed6bc6517078f06ae78fb1d9da4e6d6613cfcdaf34e74188183da5d43cd,
593,395,75904,64,75840,15229,32,15195,15180,15213,16,1,15,99.894937291,yes,yes,yes,yes,yes,yes,yes,e736bd8beef215c98f89eac5fa5d4f5145cebadd2d2d8d87de6c664d78455e27,472ffda70fb055406439ca0094de94bf83a88e8990d0f7f87ad3116e4a1cfd52,243785ba0e762085242f6dd49b90a30062dc96a4c2851698958e5100aa75c9cb,c8d56db333663166c6719eaf5feb90a05d64f0ddd776004e710da32860dbec74,33715 44953 50565 50573 50581 67430 75844 75848 75850 75852 75856 75860
602,401,77056,64,76992,418,294,122,122,417,1,1,0,99.760765550,yes,yes,yes,yes,yes,yes,yes,a8bd9e27da5cac8983e93b02562774c72cc370a2dd185828e5b4a6e6bf40453d,f670fc0f99e4d3950ada1e0b2fc41980f746bb7b4e12af9f660631b19ca56b1f,2b30b13cd81791faf6d605ba94689195ae6ef50ad88023667694275baac18d73,2b30b13cd81791faf6d605ba94689195ae6ef50ad88023667694275baac18d73,
611,407,78208,64,78144,2287,83,2202,2202,2286,1,1,0,99.956274596,yes,yes,yes,yes,yes,yes,yes,8efd02e39a9f9b8c581ff6bfb03c257d938b056dba7732c139d7c74ec488d36a,0321daf657cefed3d71e721f730c4e82abcdc12b5ad025fed08c698932bbe371,1cc60445e059498fbcda6782ac1766ef166c89dc72a40222427c87dbf306737e,1cc60445e059498fbcda6782ac1766ef166c89dc72a40222427c87dbf306737e,
620,413,79360,64,79296,517,33,482,482,516,1,1,0,99.806576402,yes,yes,yes,yes,yes,yes,yes,2b462ecf95976b2b00fe94f1634d759ba07ba1ed7a78c2fc03bccc0a2f92afc3,24e9f2068bad868a7f27edd0c5b42ab8c1bd844cd094d9cebd173409304d362d,4f73de42fc903c8873bb1f7dd4c163d6493d0b07b49a02a23d8eae060fe10509,4f73de42fc903c8873bb1f7dd4c163d6493d0b07b49a02a23d8eae060fe10509,
629,419,80512,64,80448,676,292,382,382,675,1,1,0,99.852071006,yes,yes,yes,yes,yes,yes,yes,6bd86d6d0767b69e654d843980418ee8c6326812bec2b9b3aacc7a5caaac31f1,bc6687d3b4fc70d13544bf200eccc9115ef54bb8155d68a912ddff673501b66e,5b2f79f15d3218c4fcffe2ccd1c9a0dd4c6dab07dd3aa84caeb32e7e0f370906,5b2f79f15d3218c4fcffe2ccd1c9a0dd4c6dab07dd3aa84caeb32e7e0f370906,
638,425,81664,64,81600,17898,143,17753,17749,17893,5,1,4,99.972063918,yes,yes,yes,yes,yes,yes,yes,0c4a8df369f2a6210cbb0490527715cbb8554be682c832d349d36b99d00db6e7,47f2e276dcc843666037c87b7b70ad7401731de713e639baed9e342739d19ca2,6fe1cdf63c8b58350cbee476f6574acb24acba17a90893019b52232d2623cf5d,1acf13563b54819deaf6726eb39acca990f9fef73bbc6def0d77ceccbbca45c5,54417 81624 81626 81628
647,431,82816,64,82752,1383,32,1349,1349,1382,1,1,0,99.927693420,yes,yes,yes,yes,yes,yes,yes,10973e35d441c2cc4b52f268cd2642138b5a6107061aa436f537523fe8b770a0,c62a5eb66305a934b41cb5bef46cd25b4c7f1b44c21585175e6149af1671bdf3,c54bdad1502f033775139be2fd48cfae181c170a37168d729ad92d388375c42c,c54bdad1502f033775139be2fd48cfae181c170a37168d729ad92d388375c42c,
656,437,83968,64,83904,459,72,385,385,458,1,1,0,99.782135076,yes,yes,yes,yes,yes,yes,yes,f8b263bd8c3340c2daa82b1be1fb88375e5cdde3502b65695c335ac44930f059,19d54b7cf8ee1a7d8afde8893a39a1c8e582863716c6fa65d0aabae9c8ab0edf,96ddb5e6d8ef4161c7db52badfaf76ce89aabf21bdb2b21419488c8663a45173,96ddb5e6d8ef4161c7db52badfaf76ce89aabf21bdb2b21419488c8663a45173,
665,443,85120,64,85056,902,36,864,864,901,1,1,0,99.889135255,yes,yes,yes,yes,yes,yes,yes,772f89064029b6f3ca924f12d3c68d4fd48d865bc08be64bffcd61261bb2419a,546705d8461f81235aeb1d4b3474ef1858c48d765809f3e8b0be0bdfba12016e,3d3854abae92bfafa771b7db10e0d533b1267d5e0364a811672eaf255a78bfcd,3d3854abae92bfafa771b7db10e0d533b1267d5e0364a811672eaf255a78bfcd,
674,449,86272,64,86208,1660,33,1625,1625,1659,1,1,0,99.939759036,yes,yes,yes,yes,yes,yes,yes,f6883df43fe769969b5816498ea04bac035ef3ddcaffe758480e23d040645d5b,ab3ef126b2a749b50a3d39b00c7f256c6c84530473d162c37c8116aa3438ae48,f205da782f2cb0004195617798a32bd0c7ee2f5497c7724d1b5a7aa09c52d0e8,f205da782f2cb0004195617798a32bd0c7ee2f5497c7724d1b5a7aa09c52d0e8,
683,455,87424,64,87360,652,99,551,551,651,1,1,0,99.846625767,yes,yes,yes,yes,yes,yes,yes,3dc1704c9ea3a17c481b083846e44fd72a428676305c1e451bd0110080ec41e8,788f07e054211948c5435015f69bc01b370ebbfb9aa8dff9b6a2b3f7af031b04,c38e76a54b14a6b22c2f31f48c72df02b885150a37e2aabcc15fa46dd19e6a2b,c38e76a54b14a6b22c2f31f48c72df02b885150a37e2aabcc15fa46dd19e6a2b,
692,461,88576,64,88512,3020,1430,1588,1588,3019,1,1,0,99.966887417,yes,yes,yes,yes,yes,yes,yes,cdeb8dd9df2f7401d71930fdc6a3ea613faf0f636293de5aae15e90f029ded5f,c9acaf421f081e7099a156ce4b6de9ea970de57175e2bf3072cc17492125a85b,e87cd191cea79867dda72112ec419d4ddb21979aa61c1081a9acb357493835c3,e87cd191cea79867dda72112ec419d4ddb21979aa61c1081a9acb357493835c3,
701,467,89728,64,89664,547,44,501,501,546,1,1,0,99.817184644,yes,yes,yes,yes,yes,yes,yes,5a8863f183d4431ea16fd36b61d7af901f009bf38b42bbbf9cc0eff561640ee2,459a573d616a5197ddc641068292ff217b79875c182382146dabd0af9bd3985c,adc81a16084db738819dd1f7eb6ccbd61f45cac2913e110364a8e4f177641d1b,adc81a16084db738819dd1f7eb6ccbd61f45cac2913e110364a8e4f177641d1b,
710,473,90880,64,90816,277,132,143,143,276,1,1,0,99.638989170,yes,yes,yes,yes,yes,yes,yes,310f75f0e6f1fb5ab703c82bfeb428aa2fb58564a9e445f3bf97ac2b709c65a7,877d6fc588611f7ab6f87a14f6efeda917eda1394328cd6f352d73c189f315a0,a36fca43b060edb16c53142dfc9bd8609cde74c835185fd2db81997b9b4b0d31,a36fca43b060edb16c53142dfc9bd8609cde74c835185fd2db81997b9b4b0d31,
719,479,92032,64,91968,20312,44,20266,20266,20311,1,1,0,99.995076802,yes,yes,yes,yes,yes,yes,yes,99652cc39d6ef7b746a675d51c81b8926487a723fcdb80809d8f2b7200024fe8,6fe21ff5a93891505a77c339b62c463b0057d111458980c35c93b0f9995b9b09,f4b57120619a9ff4c0315bcb6375ed6bc3153726055b1c3d622e2d9574bdf49c,f4b57120619a9ff4c0315bcb6375ed6bc3153726055b1c3d622e2d9574bdf49c,
728,485,93184,64,93120,3855,33,3820,3820,3854,1,1,0,99.974059663,yes,yes,yes,yes,yes,yes,yes,e55dcc791068b3bc87987abb8773dfcb2ce9022613d389e7cf32a26924f24d52,8fac596ba302c3965efcfc75013ca4b8beae3c796bda7de467ece6fc2e48e723,8c35ffd0e4255d91f020c9cc7c5f614c2c3550d79b6a7b9b5f303c877a3194b1,8c35ffd0e4255d91f020c9cc7c5f614c2c3550d79b6a7b9b5f303c877a3194b1,
737,491,94336,64,94272,420,47,371,371,419,1,1,0,99.761904762,yes,yes,yes,yes,yes,yes,yes,504e02957c197cdfaa8b75dc2fccaef2fa39b7b5c33614e09fa61a40a9b05341,730e8d8c1bb3257917634f081843ef5e85ad43e97369a52dc0203f63e3bb04ea,22708fd556b5f9e0e490f8d8a64ade99f3c3a9312adc45bf612c745fad39291d,22708fd556b5f9e0e490f8d8a64ade99f3c3a9312adc45bf612c745fad39291d,
746,497,95488,64,95424,665,52,611,611,664,1,1,0,99.849624060,yes,yes,yes,yes,yes,yes,yes,e9eac7a0edededb3ed9f04dadb76be5aeb81c4ed009f3ec48b5d3268db40bc32,eebc6a12a4b40f3baeb1d84ccb3c2466c0e6e3e74e61507b335350335c8e0fb8,a16394e5a7138ebdd642c9f1d6d96531619329db9e6eae31d4f90401814d0fea,a16394e5a7138ebdd642c9f1d6d96531619329db9e6eae31d4f90401814d0fea,
755,503,96640,64,96576,976,53,921,921,975,1,1,0,99.897540984,yes,yes,yes,yes,yes,yes,yes,ccb745301be83932104766ab88b953756b6f46d80dff77b039d5e2fe994669f0,83f4588b027cf3011e75d0c8df0138f63ce2f813c65e3df12ac19265ec160e83,79800f771d697c494c7d45500babdd36800df8ec36a3d7a2adcb6a463759dc8e,79800f771d697c494c7d45500babdd36800df8ec36a3d7a2adcb6a463759dc8e,
764,509,97792,64,97728,228,61,165,165,227,1,1,0,99.561403509,yes,yes,yes,yes,yes,yes,yes,02404b59ef37fff6f43f390235465f05536f851bab1f505225aaf471ebb11e19,9faeb2859ad659cbb27a77a293bc7f8dc43b3a4dfde983ebe33ae196917dc633,964d0cbcaf9f7211323ff46fd75c01a684795b5773678754e4a5819736b0b0cf,964d0cbcaf9f7211323ff46fd75c01a684795b5773678754e4a5819736b0b0cf,
773,515,98944,64,98880,1118,90,1026,1026,1117,1,1,0,99.910554562,yes,yes,yes,yes,yes,yes,yes,3fb93b4c6219d3231cc51c35be88ca907ae5ac34e80d1d94d7f22da57a9fdd33,bec8e530ce65e4896a85b0c1ae0381322a517a51f841248b6695e8574ef0cb2b,77c03de3474b76ffb5563aa58961cc7a542ce2baa46e0bac3fb42b8c99b682c0,77c03de3474b76ffb5563aa58961cc7a542ce2baa46e0bac3fb42b8c99b682c0,
782,521,100096,64,100032,319,35,282,282,318,1,1,0,99.686520376,yes,yes,yes,yes,yes,yes,yes,0b374cf8db1d7f1787e3fbb67caa5c832cac7cecf3e1893019314436edbaeb99,91fb458c5d85fc75e55a5586ddba0b0fabe776eae8222828c2a96803639008ff,3b126c966c30976c9f8a8ad5b1fe4b3f893072ffee494c7dea840aa818ea3cdc,3b126c966c30976c9f8a8ad5b1fe4b3f893072ffee494c7dea840aa818ea3cdc,
791,527,101248,64,101184,372,113,257,257,371,1,1,0,99.731182796,yes,yes,yes,yes,yes,yes,yes,c49eecb9fca1e37daf1efb506afa804e806acb62a88a32e673e686e4d931c3f6,d42fc24e2638127569fe167246f46c036af1421d4278d54ade59885be7684530,540d5e733c0cf5e647fbffa2f748ea67c04c022ea26726e734230b29e27d3598,540d5e733c0cf5e647fbffa2f748ea67c04c022ea26726e734230b29e27d3598,
800,533,102400,64,102336,1301,80,1219,1219,1300,1,1,0,99.923136049,yes,yes,yes,yes,yes,yes,yes,8162694a85280779db98f4af1e2d34413da8650192d2889d52f5d5ce74d5880a,88e633d882a388fe3ecf098c3b09949b3217acfcd3cb7543886d064af55ff281,8f488ea22d4d9bbdade4b9269befbb150c12111ea86d8b1bffe9b9257dec77fb,8f488ea22d4d9bbdade4b9269befbb150c12111ea86d8b1bffe9b9257dec77fb,
809,539,103552,64,103488,1628,39,1587,1587,1627,1,1,0,99.938574939,yes,yes,yes,yes,yes,yes,yes,6076a603ea5ae6f2bb13b773acfa20523801281fbeb7ba068affe1885416cb72,0e0d22719c5c9532a1293c161e7c554ba3ff8492ba1bbb441aab08dd99a6ede8,2be7e4cb2b9e5fa19258ebd5af3b487e475e40c5cd99392bd988caca0291f18a,2be7e4cb2b9e5fa19258ebd5af3b487e475e40c5cd99392bd988caca0291f18a,
818,545,104704,64,104640,1163,104,1057,1057,1162,1,1,0,99.914015477,yes,yes,yes,yes,yes,yes,yes,52db3cabaefbd0ffa65d8862efc4a269b7165b081dba8817c5dfbdbef2e7787f,3901af422855d20b4d65cb94a046983476afe5bc8bb774ef19bcf81e406e5385,132f412f3622eff502c44825953b4d804c676b0481f7e788a05a1601cc2c02b4,132f412f3622eff502c44825953b4d804c676b0481f7e788a05a1601cc2c02b4,
827,551,105856,64,105792,778,35,741,741,777,1,1,0,99.871465296,yes,yes,yes,yes,yes,yes,yes,28cfa4b5c735fcfdaed781fb562235286d1a0c2d0d369758338ef239ca20509b,ef385dde519eee7b42a621a6811c447b6b61d9368b4b6add3a6f71049c1cd834,0124659f549b1fdcec9f82acb6995c05ea013bb4a42063e849962dc72b56b64e,0124659f549b1fdcec9f82acb6995c05ea013bb4a42063e849962dc72b56b64e,
836,557,107008,64,106944,1702,32,1668,1668,1701,1,1,0,99.941245593,yes,yes,yes,yes,yes,yes,yes,3a8f8be2926a5ce9861a987b10bb4e24ec6488ccaeaac26e75c7f1bdab158f36,bbf252f950008f39e2a6c8ce8db2178d2e78aaf3c9a99892b6d56232b22c6a72,cd4053abafe1c63df30ab4d107b6847b1c8589a737d5e000692243590cf95ee6,cd4053abafe1c63df30ab4d107b6847b1c8589a737d5e000692243590cf95ee6,
845,563,108160,64,108096,255,54,199,199,254,1,1,0,99.607843137,yes,yes,yes,yes,yes,yes,yes,5715f0452c5a6cc10cf7a1cfad4fa37b0cb52ad76ff45a016c9222bdb8fa4c15,475f4ad747ba1c83d885b51dc1f2cab4ba84ed4287634c5aa5a4706f80baffbe,04b9b3c7b88fb347480d4375036e30b65fec75bd6977a1a97b6adbaaa45b7632,04b9b3c7b88fb347480d4375036e30b65fec75bd6977a1a97b6adbaaa45b7632,
854,569,109312,64,109248,1662,115,1545,1545,1661,1,1,0,99.939831528,yes,yes,yes,yes,yes,yes,yes,bb84d87c3783e58f9715068d2b22d18ca74e390dc2fad2893ffe2fa803d7b6c3,0aa86e88fda981bd25e7c380aa945a1208b34f9eb97f72761568ec4752f394fb,dc2c68bb64ef7a51c74a1bbc36c2e3ed3abbb493334940187e29c5fac270a4fe,dc2c68bb64ef7a51c74a1bbc36c2e3ed3abbb493334940187e29c5fac270a4fe,
863,575,110464,64,110400,489,33,454,454,488,1,1,0,99.795501022,yes,yes,yes,yes,yes,yes,yes,a8b3c146dc151570d8e0d35e912a326b8fe691f9cca6a34b0cbb2c1b4b8b6c89,9d042a214265dcc27152c148da85195e85e3f40fa9243bf77c20b3c6d7db4c18,055e0cfe4d9262996c4135d6b295eb589cab13b29066d8e5fca545e7f8f4c002,055e0cfe4d9262996c4135d6b295eb589cab13b29066d8e5fca545e7f8f4c002,
872,581,111616,64,111552,1002,112,888,888,1001,1,1,0,99.900199601,yes,yes,yes,yes,yes,yes,yes,3b666b7eb718c7a660c8fd6a94bd9ffaae4d2cdba15cb857c337da644906ddcc,e605e39d7dc9b00ee5afea3b8fb7cf5ab7698ce40f91befecb020ed116dd5e54,2fad8adcb0d81ae07438be27a11cef8a4cdd29696e8a1f4fe128fe7ca46b71b4,2fad8adcb0d81ae07438be27a11cef8a4cdd29696e8a1f4fe128fe7ca46b71b4,
