phase,modulus,parent_class,parent_residue,lift,q,a,c,advanced_child,y,x,xAdv,target_count,advanced_count,root_residue_hook,lift_index_hook,q_membership_hook,integral_c_hook,route_hook,window_hook,member_count_transfer_hook,all_hooks
calibration,36,8,26,1,5,602,401,401,8,154112,153984,830,300,True,True,True,True,True,True,True,True
calibration,36,8,26,1,5,602,401,401,9,308224,307968,1577,673,True,True,True,True,True,True,True,True
calibration,36,8,26,1,5,602,401,401,10,616448,615936,3126,1236,True,True,True,True,True,True,True,True
calibration,36,8,26,1,6,710,473,473,8,181760,181632,591,259,True,True,True,True,True,True,True,True
calibration,36,8,26,1,6,710,473,473,9,363520,363264,1090,513,True,True,True,True,True,True,True,True
calibration,36,8,26,1,6,710,473,473,10,727040,726528,2118,979,True,True,True,True,True,True,True,True
calibration,36,8,26,1,7,818,545,545,8,209408,209280,2250,2063,True,True,True,True,True,True,True,True
calibration,36,8,26,1,7,818,545,545,9,418816,418560,4563,4248,True,True,True,True,True,True,True,True
calibration,36,8,26,1,7,818,545,545,10,837632,837120,9573,9030,True,True,True,True,True,True,True,True
calibration,36,8,26,2,0,98,65,65,8,25088,24960,1934,1874,True,True,True,True,True,True,True,True
calibration,36,8,26,2,0,98,65,65,9,50176,49920,3895,3796,True,True,True,True,True,True,True,True
calibration,36,8,26,2,0,98,65,65,10,100352,99840,7841,7647,True,True,True,True,True,True,True,True
calibration,36,8,26,2,1,206,137,137,8,52736,52608,9743,9476,True,True,True,True,True,True,True,True
calibration,36,8,26,2,1,206,137,137,9,105472,105216,19680,19220,True,True,True,True,True,True,True,True
calibration,36,8,26,2,1,206,137,137,10,210944,210432,38434,37569,True,True,True,True,True,True,True,True
calibration,36,8,26,2,2,314,209,209,8,80384,80256,2103,1709,True,True,True,True,True,True,True,True
calibration,36,8,26,2,2,314,209,209,9,160768,160512,5731,3254,True,True,True,True,True,True,True,True
calibration,36,8,26,2,2,314,209,209,10,321536,321024,11565,6728,True,True,True,True,True,True,True,True
calibration,36,8,26,2,3,422,281,281,8,108032,107904,1829,1764,True,True,True,True,True,True,True,True
calibration,36,8,26,2,3,422,281,281,9,216064,215808,3496,3389,True,True,True,True,True,True,True,True
calibration,36,8,26,2,3,422,281,281,10,432128,431616,7071,6868,True,True,True,True,True,True,True,True
calibration,36,8,26,2,4,530,353,353,8,135680,135552,1443,1341,True,True,True,True,True,True,True,True
calibration,36,8,26,2,4,530,353,353,9,271360,271104,3000,2810,True,True,True,True,True,True,True,True
calibration,36,8,26,2,4,530,353,353,10,542720,542208,5601,5236,True,True,True,True,True,True,True,True
calibration,36,8,26,2,5,638,425,425,8,163328,163200,35085,34790,True,True,True,True,True,True,True,True
calibration,36,8,26,2,5,638,425,425,9,326656,326400,69517,68979,True,True,True,True,True,True,True,True
calibration,36,8,26,2,5,638,425,425,10,653312,652800,138455,137431,True,True,True,True,True,True,True,True
calibration,36,8,26,2,6,746,497,497,8,190976,190848,1495,1388,True,True,True,True,True,True,True,True
calibration,36,8,26,2,6,746,497,497,9,381952,381696,2856,2673,True,True,True,True,True,True,True,True
calibration,36,8,26,2,6,746,497,497,10,763904,763392,6553,6181,True,True,True,True,True,True,True,True
calibration,36,8,26,2,7,854,569,569,8,218624,218496,3283,3077,True,True,True,True,True,True,True,True
calibration,36,8,26,2,7,854,569,569,9,437248,436992,7006,6614,True,True,True,True,True,True,True,True
calibration,36,8,26,2,7,854,569,569,10,874496,873984,13657,12929,True,True,True,True,True,True,True,True
calibration,36,8,35,0,0,35,23,23,8,8960,8832,2572,2450,True,True,True,True,True,True,True,True
calibration,36,8,35,0,0,35,23,23,9,17920,17664,5231,4985,True,True,True,True,True,True,True,True
calibration,36,8,35,0,0,35,23,23,10,35840,35328,10209,9768,True,True,True,True,True,True,True,True
calibration,36,8,35,0,1,143,95,95,8,36608,36480,1400,982,True,True,True,True,True,True,True,True
calibration,36,8,35,0,1,143,95,95,9,73216,72960,2694,1808,True,True,True,True,True,True,True,True
calibration,36,8,35,0,1,143,95,95,10,146432,145920,6181,4371,True,True,True,True,True,True,True,True
calibration,36,8,35,0,2,251,167,167,8,64256,64128,13047,12881,True,True,True,True,True,True,True,True
calibration,36,8,35,0,2,251,167,167,9,128512,128256,26171,25857,True,True,True,True,True,True,True,True
calibration,36,8,35,0,2,251,167,167,10,257024,256512,51692,51076,True,True,True,True,True,True,True,True
calibration,36,8,35,0,3,359,239,239,8,91904,91776,1374,1249,True,True,True,True,True,True,True,True
calibration,36,8,35,0,3,359,239,239,9,183808,183552,2734,2354,True,True,True,True,True,True,True,True
calibration,36,8,35,0,3,359,239,239,10,367616,367104,5579,4868,True,True,True,True,True,True,True,True
calibration,36,8,35,0,4,467,311,311,8,119552,119424,671,287,True,True,True,True,True,True,True,True
calibration,36,8,35,0,4,467,311,311,9,239104,238848,1260,569,True,True,True,True,True,True,True,True
calibration,36,8,35,0,4,467,311,311,10,478208,477696,2615,1130,True,True,True,True,True,True,True,True
calibration,36,8,35,0,5,575,383,383,8,147200,147072,600,503,True,True,True,True,True,True,True,True
calibration,36,8,35,0,5,575,383,383,9,294400,294144,1147,981,True,True,True,True,True,True,True,True
calibration,36,8,35,0,5,575,383,383,10,588800,588288,2701,2428,True,True,True,True,True,True,True,True
calibration,36,8,35,0,6,683,455,455,8,174848,174720,1220,1028,True,True,True,True,True,True,True,True
calibration,36,8,35,0,6,683,455,455,9,349696,349440,2264,1928,True,True,True,True,True,True,True,True
calibration,36,8,35,0,6,683,455,455,10,699392,698880,4519,3868,True,True,True,True,True,True,True,True
calibration,36,8,35,0,7,791,527,527,8,202496,202368,714,498,True,True,True,True,True,True,True,True
calibration,36,8,35,0,7,791,527,527,9,404992,404736,1620,1187,True,True,True,True,True,True,True,True
calibration,36,8,35,0,7,791,527,527,10,809984,809472,3451,2575,True,True,True,True,True,True,True,True
calibration,36,8,35,1,0,71,47,47,8,18176,18048,2248,2118,True,True,True,True,True,True,True,True
calibration,36,8,35,1,0,71,47,47,9,36352,36096,4400,4165,True,True,True,True,True,True,True,True
calibration,36,8,35,1,0,71,47,47,10,72704,72192,8809,8358,True,True,True,True,True,True,True,True
calibration,36,8,35,1,1,179,119,119,8,45824,45696,1222,1159,True,True,True,True,True,True,True,True
calibration,36,8,35,1,1,179,119,119,9,91648,91392,2420,2305,True,True,True,True,True,True,True,True
calibration,36,8,35,1,1,179,119,119,10,183296,182784,4526,4286,True,True,True,True,True,True,True,True
calibration,36,8,35,1,2,287,191,191,8,73472,73344,1150,1058,True,True,True,True,True,True,True,True
calibration,36,8,35,1,2,287,191,191,9,146944,146688,2233,2055,True,True,True,True,True,True,True,True
calibration,36,8,35,1,2,287,191,191,10,293888,293376,4833,4470,True,True,True,True,True,True,True,True
calibration,36,8,35,1,3,395,263,263,8,101120,100992,20291,20165,True,True,True,True,True,True,True,True
calibration,36,8,35,1,3,395,263,263,9,202240,201984,39532,39336,True,True,True,True,True,True,True,True
calibration,36,8,35,1,3,395,263,263,10,404480,403968,78098,77676,True,True,True,True,True,True,True,True
calibration,36,8,35,1,4,503,335,335,8,128768,128640,1270,1036,True,True,True,True,True,True,True,True
calibration,36,8,35,1,4,503,335,335,9,257536,257280,2329,1881,True,True,True,True,True,True,True,True
calibration,36,8,35,1,4,503,335,335,10,515072,514560,4710,3529,True,True,True,True,True,True,True,True
calibration,36,8,35,1,5,611,407,407,8,156416,156288,4695,4413,True,True,True,True,True,True,True,True
calibration,36,8,35,1,5,611,407,407,9,312832,312576,9979,9447,True,True,True,True,True,True,True,True
calibration,36,8,35,1,5,611,407,407,10,625664,625152,19131,17957,True,True,True,True,True,True,True,True
calibration,36,8,35,1,6,719,479,479,8,184064,183936,39664,39587,True,True,True,True,True,True,True,True
calibration,36,8,35,1,6,719,479,479,9,368128,367872,79556,79366,True,True,True,True,True,True,True,True
calibration,36,8,35,1,6,719,479,479,10,736256,735744,157674,157272,True,True,True,True,True,True,True,True
calibration,36,8,35,1,7,827,551,551,8,211712,211584,1439,1379,True,True,True,True,True,True,True,True
calibration,36,8,35,1,7,827,551,551,9,423424,423168,2997,2900,True,True,True,True,True,True,True,True
calibration,36,8,35,1,7,827,551,551,10,846848,846336,5854,5695,True,True,True,True,True,True,True,True
calibration,36,8,35,2,0,107,71,71,8,27392,27264,3557,3461,True,True,True,True,True,True,True,True
calibration,36,8,35,2,0,107,71,71,9,54784,54528,6812,6578,True,True,True,True,True,True,True,True
calibration,36,8,35,2,0,107,71,71,10,109568,109056,13269,12795,True,True,True,True,True,True,True,True
calibration,36,8,35,2,1,215,143,143,8,55040,54912,2114,1996,True,True,True,True,True,True,True,True
calibration,36,8,35,2,1,215,143,143,9,110080,109824,4815,4582,True,True,True,True,True,True,True,True
calibration,36,8,35,2,1,215,143,143,10,220160,219648,9737,9312,True,True,True,True,True,True,True,True
calibration,36,8,35,2,2,323,215,215,8,82688,82560,3312,3242,True,True,True,True,True,True,True,True
calibration,36,8,35,2,2,323,215,215,9,165376,165120,7369,7205,True,True,True,True,True,True,True,True
calibration,36,8,35,2,2,323,215,215,10,330752,330240,15050,14683,True,True,True,True,True,True,True,True
calibration,36,8,35,2,3,431,287,287,8,110336,110208,1757,1697,True,True,True,True,True,True,True,True
calibration,36,8,35,2,3,431,287,287,9,220672,220416,3685,3579,True,True,True,True,True,True,True,True
calibration,36,8,35,2,3,431,287,287,10,441344,440832,7149,6939,True,True,True,True,True,True,True,True
calibration,36,8,35,2,4,539,359,359,8,137984,137856,2084,2001,True,True,True,True,True,True,True,True
calibration,36,8,35,2,4,539,359,359,9,275968,275712,4253,4101,True,True,True,True,True,True,True,True
calibration,36,8,35,2,4,539,359,359,10,551936,551424,8601,8341,True,True,True,True,True,True,True,True
calibration,36,8,35,2,5,647,431,431,8,165632,165504,2715,2663,True,True,True,True,True,True,True,True
calibration,36,8,35,2,5,647,431,431,9,331264,331008,5615,5522,True,True,True,True,True,True,True,True
calibration,36,8,35,2,5,647,431,431,10,662528,662016,13778,13553,True,True,True,True,True,True,True,True
calibration,36,8,35,2,6,755,503,503,8,193280,193152,1955,1843,True,True,True,True,True,True,True,True
calibration,36,8,35,2,6,755,503,503,9,386560,386304,3846,3655,True,True,True,True,True,True,True,True
calibration,36,8,35,2,6,755,503,503,10,773120,772608,7336,7024,True,True,True,True,True,True,True,True
calibration,36,8,35,2,7,863,575,575,8,220928,220800,936,868,True,True,True,True,True,True,True,True
calibration,36,8,35,2,7,863,575,575,9,441856,441600,1869,1755,True,True,True,True,True,True,True,True
calibration,36,8,35,2,7,863,575,575,10,883712,883200,4524,4131,True,True,True,True,True,True,True,True
calibration,108,2,2,0,0,2,1,2,8,512,384,264,197,True,True,True,True,True,True,True,True
calibration,108,2,2,0,0,2,1,2,9,1024,768,440,347,True,True,True,True,True,True,True,True
calibration,108,2,2,0,0,2,1,2,10,2048,1536,810,631,True,True,True,True,True,True,True,True
calibration,108,2,2,0,1,326,217,434,8,83456,83328,701,533,True,True,True,True,True,True,True,True
calibration,108,2,2,0,1,326,217,434,9,166912,166656,1327,1017,True,True,True,True,True,True,True,True
calibration,108,2,2,0,1,326,217,434,10,333824,333312,2517,1961,True,True,True,True,True,True,True,True
calibration,108,2,2,0,2,650,433,866,8,166400,166272,40721,40490,True,True,True,True,True,True,True,True
calibration,108,2,2,0,2,650,433,866,9,332800,332544,80557,80156,True,True,True,True,True,True,True,True
calibration,108,2,2,0,2,650,433,866,10,665600,665088,160196,159417,True,True,True,True,True,True,True,True
calibration,108,2,2,0,3,974,649,1298,8,249344,249216,1565,727,True,True,True,True,True,True,True,True
calibration,108,2,2,0,3,974,649,1298,9,498688,498432,3337,1712,True,True,True,True,True,True,True,True
calibration,108,2,2,0,3,974,649,1298,10,997376,996864,6452,3392,True,True,True,True,True,True,True,True
calibration,108,2,2,0,4,1298,865,1730,8,332288,332160,1144,739,True,True,True,True,True,True,True,True
calibration,108,2,2,0,4,1298,865,1730,9,664576,664320,2283,1510,True,True,True,True,True,True,True,True
calibration,108,2,2,0,4,1298,865,1730,10,1329152,1328640,4460,2891,True,True,True,True,True,True,True,True
calibration,108,2,2,0,5,1622,1081,2162,8,415232,415104,2174,1167,True,True,True,True,True,True,True,True
calibration,108,2,2,0,5,1622,1081,2162,9,830464,830208,4799,2341,True,True,True,True,True,True,True,True
calibration,108,2,2,0,5,1622,1081,2162,10,1660928,1660416,9372,4510,True,True,True,True,True,True,True,True
calibration,108,2,2,0,6,1946,1297,2594,8,498176,498048,1967,1634,True,True,True,True,True,True,True,True
calibration,108,2,2,0,6,1946,1297,2594,9,996352,996096,3736,3142,True,True,True,True,True,True,True,True
calibration,108,2,2,0,6,1946,1297,2594,10,1992704,1992192,7144,6001,True,True,True,True,True,True,True,True
calibration,108,2,2,0,7,2270,1513,3026,8,581120,580992,1046,558,True,True,True,True,True,True,True,True
calibration,108,2,2,0,7,2270,1513,3026,9,1162240,1161984,2041,1101,True,True,True,True,True,True,True,True
calibration,108,2,2,0,7,2270,1513,3026,10,2324480,2323968,4043,2135,True,True,True,True,True,True,True,True
calibration,108,2,2,1,0,110,73,146,8,28160,28032,914,735,True,True,True,True,True,True,True,True
calibration,108,2,2,1,0,110,73,146,9,56320,56064,1705,1386,True,True,True,True,True,True,True,True
calibration,108,2,2,1,0,110,73,146,10,112640,112128,3317,2706,True,True,True,True,True,True,True,True
calibration,108,2,2,1,1,434,289,578,8,111104,110976,706,539,True,True,True,True,True,True,True,True
calibration,108,2,2,1,1,434,289,578,9,222208,221952,1352,1032,True,True,True,True,True,True,True,True
calibration,108,2,2,1,1,434,289,578,10,444416,443904,2516,1861,True,True,True,True,True,True,True,True
calibration,108,2,2,1,2,758,505,1010,8,194048,193920,2457,2330,True,True,True,True,True,True,True,True
calibration,108,2,2,1,2,758,505,1010,9,388096,387840,5243,4981,True,True,True,True,True,True,True,True
calibration,108,2,2,1,2,758,505,1010,10,776192,775680,10075,9601,True,True,True,True,True,True,True,True
calibration,108,2,2,1,3,1082,721,1442,8,276992,276864,1700,1508,True,True,True,True,True,True,True,True
calibration,108,2,2,1,3,1082,721,1442,9,553984,553728,3455,2951,True,True,True,True,True,True,True,True
calibration,108,2,2,1,3,1082,721,1442,10,1107968,1107456,7562,6628,True,True,True,True,True,True,True,True
calibration,108,2,2,1,4,1406,937,1874,8,359936,359808,1410,1239,True,True,True,True,True,True,True,True
calibration,108,2,2,1,4,1406,937,1874,9,719872,719616,2619,2323,True,True,True,True,True,True,True,True
calibration,108,2,2,1,4,1406,937,1874,10,1439744,1439232,5329,4788,True,True,True,True,True,True,True,True
calibration,108,2,2,1,5,1730,1153,2306,8,442880,442752,1022,591,True,True,True,True,True,True,True,True
calibration,108,2,2,1,5,1730,1153,2306,9,885760,885504,1950,1157,True,True,True,True,True,True,True,True
calibration,108,2,2,1,5,1730,1153,2306,10,1771520,1771008,4014,2471,True,True,True,True,True,True,True,True
calibration,108,2,2,1,6,2054,1369,2738,8,525824,525696,647,496,True,True,True,True,True,True,True,True
calibration,108,2,2,1,6,2054,1369,2738,9,1051648,1051392,1446,1130,True,True,True,True,True,True,True,True
calibration,108,2,2,1,6,2054,1369,2738,10,2103296,2102784,2821,2190,True,True,True,True,True,True,True,True
calibration,108,2,2,1,7,2378,1585,3170,8,608768,608640,1181,1060,True,True,True,True,True,True,True,True
calibration,108,2,2,1,7,2378,1585,3170,9,1217536,1217280,2263,2043,True,True,True,True,True,True,True,True
calibration,108,2,2,1,7,2378,1585,3170,10,2435072,2434560,4490,4048,True,True,True,True,True,True,True,True
calibration,108,2,2,2,0,218,145,290,8,55808,55680,1600,1139,True,True,True,True,True,True,True,True
calibration,108,2,2,2,0,218,145,290,9,111616,111360,3599,2594,True,True,True,True,True,True,True,True
calibration,108,2,2,2,0,218,145,290,10,223232,222720,6917,5046,True,True,True,True,True,True,True,True
calibration,108,2,2,2,1,542,361,722,8,138752,138624,3270,3017,True,True,True,True,True,True,True,True
calibration,108,2,2,2,1,542,361,722,9,277504,277248,6612,6175,True,True,True,True,True,True,True,True
calibration,108,2,2,2,1,542,361,722,10,555008,554496,13293,12134,True,True,True,True,True,True,True,True
calibration,108,2,2,2,2,866,577,1154,8,221696,221568,53750,53519,True,True,True,True,True,True,True,True
calibration,108,2,2,2,2,866,577,1154,9,443392,443136,106137,105705,True,True,True,True,True,True,True,True
calibration,108,2,2,2,2,866,577,1154,10,886784,886272,212522,211677,True,True,True,True,True,True,True,True
calibration,108,2,2,2,3,1190,793,1586,8,304640,304512,1169,915,True,True,True,True,True,True,True,True
calibration,108,2,2,2,3,1190,793,1586,9,609280,609024,2158,1708,True,True,True,True,True,True,True,True
calibration,108,2,2,2,3,1190,793,1586,10,1218560,1218048,4250,3319,True,True,True,True,True,True,True,True
calibration,108,2,2,2,4,1514,1009,2018,8,387584,387456,1593,1420,True,True,True,True,True,True,True,True
calibration,108,2,2,2,4,1514,1009,2018,9,775168,774912,3058,2713,True,True,True,True,True,True,True,True
calibration,108,2,2,2,4,1514,1009,2018,10,1550336,1549824,6691,6023,True,True,True,True,True,True,True,True
calibration,108,2,2,2,5,1838,1225,2450,8,470528,470400,3885,3507,True,True,True,True,True,True,True,True
calibration,108,2,2,2,5,1838,1225,2450,9,941056,940800,8970,8257,True,True,True,True,True,True,True,True
calibration,108,2,2,2,5,1838,1225,2450,10,1882112,1881600,18599,17326,True,True,True,True,True,True,True,True
calibration,108,2,2,2,6,2162,1441,2882,8,553472,553344,1541,1365,True,True,True,True,True,True,True,True
calibration,108,2,2,2,6,2162,1441,2882,9,1106944,1106688,3108,2586,True,True,True,True,True,True,True,True
calibration,108,2,2,2,6,2162,1441,2882,10,2213888,2213376,5854,4847,True,True,True,True,True,True,True,True
calibration,108,2,2,2,7,2486,1657,3314,8,636416,636288,2612,2109,True,True,True,True,True,True,True,True
calibration,108,2,2,2,7,2486,1657,3314,9,1272832,1272576,5281,4249,True,True,True,True,True,True,True,True
calibration,108,2,2,2,7,2486,1657,3314,10,2545664,2545152,10138,8166,True,True,True,True,True,True,True,True
calibration,108,2,11,0,0,11,7,14,8,2816,2688,723,259,True,True,True,True,True,True,True,True
calibration,108,2,11,0,0,11,7,14,9,5632,5376,1385,531,True,True,True,True,True,True,True,True
calibration,108,2,11,0,0,11,7,14,10,11264,10752,2728,1061,True,True,True,True,True,True,True,True
calibration,108,2,11,0,1,335,223,446,8,85760,85632,699,247,True,True,True,True,True,True,True,True
calibration,108,2,11,0,1,335,223,446,9,171520,171264,1349,435,True,True,True,True,True,True,True,True
calibration,108,2,11,0,1,335,223,446,10,343040,342528,2464,741,True,True,True,True,True,True,True,True
calibration,108,2,11,0,2,659,439,878,8,168704,168576,1136,302,True,True,True,True,True,True,True,True
calibration,108,2,11,0,2,659,439,878,9,337408,337152,2352,580,True,True,True,True,True,True,True,True
calibration,108,2,11,0,2,659,439,878,10,674816,674304,5076,1054,True,True,True,True,True,True,True,True
calibration,108,2,11,0,3,983,655,1310,8,251648,251520,973,656,True,True,True,True,True,True,True,True
calibration,108,2,11,0,3,983,655,1310,9,503296,503040,1852,1177,True,True,True,True,True,True,True,True
calibration,108,2,11,0,3,983,655,1310,10,1006592,1006080,3732,2271,True,True,True,True,True,True,True,True
calibration,108,2,11,0,4,1307,871,1742,8,334592,334464,854,369,True,True,True,True,True,True,True,True
calibration,108,2,11,0,4,1307,871,1742,9,669184,668928,1703,788,True,True,True,True,True,True,True,True
calibration,108,2,11,0,4,1307,871,1742,10,1338368,1337856,3292,1491,True,True,True,True,True,True,True,True
calibration,108,2,11,0,5,1631,1087,2174,8,417536,417408,774,153,True,True,True,True,True,True,True,True
calibration,108,2,11,0,5,1631,1087,2174,9,835072,834816,1538,261,True,True,True,True,True,True,True,True
calibration,108,2,11,0,5,1631,1087,2174,10,1670144,1669632,2933,472,True,True,True,True,True,True,True,True
calibration,108,2,11,0,6,1955,1303,2606,8,500480,500352,749,434,True,True,True,True,True,True,True,True
calibration,108,2,11,0,6,1955,1303,2606,9,1000960,1000704,1549,825,True,True,True,True,True,True,True,True
calibration,108,2,11,0,6,1955,1303,2606,10,2001920,2001408,3748,2178,True,True,True,True,True,True,True,True
calibration,108,2,11,0,7,2279,1519,3038,8,583424,583296,729,226,True,True,True,True,True,True,True,True
calibration,108,2,11,0,7,2279,1519,3038,9,1166848,1166592,1354,414,True,True,True,True,True,True,True,True
calibration,108,2,11,0,7,2279,1519,3038,10,2333696,2333184,2682,844,True,True,True,True,True,True,True,True
calibration,108,2,11,1,0,119,79,158,8,30464,30336,804,150,True,True,True,True,True,True,True,True
calibration,108,2,11,1,0,119,79,158,9,60928,60672,1519,300,True,True,True,True,True,True,True,True
calibration,108,2,11,1,0,119,79,158,10,121856,121344,2991,566,True,True,True,True,True,True,True,True
calibration,108,2,11,1,1,443,295,590,8,113408,113280,1159,180,True,True,True,True,True,True,True,True
calibration,108,2,11,1,1,443,295,590,9,226816,226560,2266,333,True,True,True,True,True,True,True,True
calibration,108,2,11,1,1,443,295,590,10,453632,453120,4399,640,True,True,True,True,True,True,True,True
calibration,108,2,11,1,2,767,511,1022,8,196352,196224,3030,242,True,True,True,True,True,True,True,True
calibration,108,2,11,1,2,767,511,1022,9,392704,392448,6140,589,True,True,True,True,True,True,True,True
calibration,108,2,11,1,2,767,511,1022,10,785408,784896,12240,1175,True,True,True,True,True,True,True,True
calibration,108,2,11,1,3,1091,727,1454,8,279296,279168,1029,149,True,True,True,True,True,True,True,True
calibration,108,2,11,1,3,1091,727,1454,9,558592,558336,2048,293,True,True,True,True,True,True,True,True
calibration,108,2,11,1,3,1091,727,1454,10,1117184,1116672,3901,564,True,True,True,True,True,True,True,True
calibration,108,2,11,1,4,1415,943,1886,8,362240,362112,769,225,True,True,True,True,True,True,True,True
calibration,108,2,11,1,4,1415,943,1886,9,724480,724224,1463,439,True,True,True,True,True,True,True,True
calibration,108,2,11,1,4,1415,943,1886,10,1448960,1448448,2786,812,True,True,True,True,True,True,True,True
calibration,108,2,11,1,5,1739,1159,2318,8,445184,445056,1758,543,True,True,True,True,True,True,True,True
calibration,108,2,11,1,5,1739,1159,2318,9,890368,890112,3372,1068,True,True,True,True,True,True,True,True
calibration,108,2,11,1,5,1739,1159,2318,10,1780736,1780224,6347,1993,True,True,True,True,True,True,True,True
calibration,108,2,11,1,6,2063,1375,2750,8,528128,528000,727,164,True,True,True,True,True,True,True,True
calibration,108,2,11,1,6,2063,1375,2750,9,1056256,1056000,1375,303,True,True,True,True,True,True,True,True
calibration,108,2,11,1,6,2063,1375,2750,10,2112512,2112000,2639,528,True,True,True,True,True,True,True,True
calibration,108,2,11,1,7,2387,1591,3182,8,611072,610944,2469,173,True,True,True,True,True,True,True,True
calibration,108,2,11,1,7,2387,1591,3182,9,1222144,1221888,4735,338,True,True,True,True,True,True,True,True
calibration,108,2,11,1,7,2387,1591,3182,10,2444288,2443776,9238,632,True,True,True,True,True,True,True,True
calibration,108,2,11,2,0,227,151,302,8,58112,57984,1203,619,True,True,True,True,True,True,True,True
calibration,108,2,11,2,0,227,151,302,9,116224,115968,2502,1310,True,True,True,True,True,True,True,True
calibration,108,2,11,2,0,227,151,302,10,232448,231936,5115,2807,True,True,True,True,True,True,True,True
calibration,108,2,11,2,1,551,367,734,8,141056,140928,949,660,True,True,True,True,True,True,True,True
calibration,108,2,11,2,1,551,367,734,9,282112,281856,1879,1387,True,True,True,True,True,True,True,True
calibration,108,2,11,2,1,551,367,734,10,564224,563712,3760,2788,True,True,True,True,True,True,True,True
calibration,108,2,11,2,2,875,583,1166,8,224000,223872,633,303,True,True,True,True,True,True,True,True
calibration,108,2,11,2,2,875,583,1166,9,448000,447744,1415,580,True,True,True,True,True,True,True,True
calibration,108,2,11,2,2,875,583,1166,10,896000,895488,2911,1166,True,True,True,True,True,True,True,True
calibration,108,2,11,2,3,1199,799,1598,8,306944,306816,770,286,True,True,True,True,True,True,True,True
calibration,108,2,11,2,3,1199,799,1598,9,613888,613632,1521,652,True,True,True,True,True,True,True,True
calibration,108,2,11,2,3,1199,799,1598,10,1227776,1227264,2886,1208,True,True,True,True,True,True,True,True
calibration,108,2,11,2,4,1523,1015,2030,8,389888,389760,855,292,True,True,True,True,True,True,True,True
calibration,108,2,11,2,4,1523,1015,2030,9,779776,779520,1647,588,True,True,True,True,True,True,True,True
calibration,108,2,11,2,4,1523,1015,2030,10,1559552,1559040,3191,1080,True,True,True,True,True,True,True,True
calibration,108,2,11,2,5,1847,1231,2462,8,472832,472704,685,325,True,True,True,True,True,True,True,True
calibration,108,2,11,2,5,1847,1231,2462,9,945664,945408,1267,609,True,True,True,True,True,True,True,True
calibration,108,2,11,2,5,1847,1231,2462,10,1891328,1890816,2729,1546,True,True,True,True,True,True,True,True
calibration,108,2,11,2,6,2171,1447,2894,8,555776,555648,810,396,True,True,True,True,True,True,True,True
calibration,108,2,11,2,6,2171,1447,2894,9,1111552,1111296,1583,743,True,True,True,True,True,True,True,True
calibration,108,2,11,2,6,2171,1447,2894,10,2223104,2222592,3040,1374,True,True,True,True,True,True,True,True
calibration,108,2,11,2,7,2495,1663,3326,8,638720,638592,4363,3926,True,True,True,True,True,True,True,True
calibration,108,2,11,2,7,2495,1663,3326,9,1277440,1277184,8833,7978,True,True,True,True,True,True,True,True
calibration,108,2,11,2,7,2495,1663,3326,10,2554880,2554368,18086,16309,True,True,True,True,True,True,True,True
calibration,108,2,20,0,0,20,13,26,8,5120,4992,3004,1393,True,True,True,True,True,True,True,True
calibration,108,2,20,0,0,20,13,26,9,10240,9984,5789,2691,True,True,True,True,True,True,True,True
calibration,108,2,20,0,0,20,13,26,10,20480,19968,11498,5329,True,True,True,True,True,True,True,True
calibration,108,2,20,0,1,344,229,458,8,88064,87936,3328,678,True,True,True,True,True,True,True,True
calibration,108,2,20,0,1,344,229,458,9,176128,175872,7166,1852,True,True,True,True,True,True,True,True
calibration,108,2,20,0,1,344,229,458,10,352256,351744,14751,3536,True,True,True,True,True,True,True,True
calibration,108,2,20,0,2,668,445,890,8,171008,170880,33950,33219,True,True,True,True,True,True,True,True
calibration,108,2,20,0,2,668,445,890,9,342016,341760,67656,66066,True,True,True,True,True,True,True,True
calibration,108,2,20,0,2,668,445,890,10,684032,683520,134830,131701,True,True,True,True,True,True,True,True
calibration,108,2,20,0,3,992,661,1322,8,253952,253824,5373,4985,True,True,True,True,True,True,True,True
calibration,108,2,20,0,3,992,661,1322,9,507904,507648,10596,9908,True,True,True,True,True,True,True,True
calibration,108,2,20,0,3,992,661,1322,10,1015808,1015296,21376,20001,True,True,True,True,True,True,True,True
calibration,108,2,20,0,4,1316,877,1754,8,336896,336768,2064,796,True,True,True,True,True,True,True,True
calibration,108,2,20,0,4,1316,877,1754,9,673792,673536,4023,1505,True,True,True,True,True,True,True,True
calibration,108,2,20,0,4,1316,877,1754,10,1347584,1347072,7511,2810,True,True,True,True,True,True,True,True
calibration,108,2,20,0,5,1640,1093,2186,8,419840,419712,9085,7117,True,True,True,True,True,True,True,True
calibration,108,2,20,0,5,1640,1093,2186,9,839680,839424,22192,17510,True,True,True,True,True,True,True,True
calibration,108,2,20,0,5,1640,1093,2186,10,1679360,1678848,43556,34265,True,True,True,True,True,True,True,True
calibration,108,2,20,0,6,1964,1309,2618,8,502784,502656,1683,1254,True,True,True,True,True,True,True,True
calibration,108,2,20,0,6,1964,1309,2618,9,1005568,1005312,3220,2275,True,True,True,True,True,True,True,True
calibration,108,2,20,0,6,1964,1309,2618,10,2011136,2010624,6375,4524,True,True,True,True,True,True,True,True
calibration,108,2,20,0,7,2288,1525,3050,8,585728,585600,6806,875,True,True,True,True,True,True,True,True
calibration,108,2,20,0,7,2288,1525,3050,9,1171456,1171200,13953,2070,True,True,True,True,True,True,True,True
