phase,modulus,parent_class,parent_residue,lift,q,a,c,advanced_child,y,x,xAdv,target_count,advanced_count,root_residue_hook,lift_index_hook,q_membership_hook,integral_c_hook,route_hook,window_hook,member_count_transfer_hook,all_hooks
calibration,108,2,65,0,1,389,259,518,10,398336,397824,3465,1015,True,True,True,True,True,True,True,True
calibration,108,2,65,0,2,713,475,950,8,182528,182400,958,359,True,True,True,True,True,True,True,True
calibration,108,2,65,0,2,713,475,950,9,365056,364800,1784,654,True,True,True,True,True,True,True,True
calibration,108,2,65,0,2,713,475,950,10,730112,729600,3906,1594,True,True,True,True,True,True,True,True
calibration,108,2,65,0,3,1037,691,1382,8,265472,265344,1535,948,True,True,True,True,True,True,True,True
calibration,108,2,65,0,3,1037,691,1382,9,530944,530688,3136,1996,True,True,True,True,True,True,True,True
calibration,108,2,65,0,3,1037,691,1382,10,1061888,1061376,6364,4186,True,True,True,True,True,True,True,True
calibration,108,2,65,0,4,1361,907,1814,8,348416,348288,734,465,True,True,True,True,True,True,True,True
calibration,108,2,65,0,4,1361,907,1814,9,696832,696576,1814,1322,True,True,True,True,True,True,True,True
calibration,108,2,65,0,4,1361,907,1814,10,1393664,1393152,3389,2414,True,True,True,True,True,True,True,True
calibration,108,2,65,0,5,1685,1123,2246,8,431360,431232,876,467,True,True,True,True,True,True,True,True
calibration,108,2,65,0,5,1685,1123,2246,9,862720,862464,1927,900,True,True,True,True,True,True,True,True
calibration,108,2,65,0,5,1685,1123,2246,10,1725440,1724928,4137,1769,True,True,True,True,True,True,True,True
calibration,108,2,65,0,6,2009,1339,2678,8,514304,514176,1314,593,True,True,True,True,True,True,True,True
calibration,108,2,65,0,6,2009,1339,2678,9,1028608,1028352,2548,1076,True,True,True,True,True,True,True,True
calibration,108,2,65,0,6,2009,1339,2678,10,2057216,2056704,4871,2070,True,True,True,True,True,True,True,True
calibration,108,2,65,0,7,2333,1555,3110,8,597248,597120,1046,343,True,True,True,True,True,True,True,True
calibration,108,2,65,0,7,2333,1555,3110,9,1194496,1194240,2251,894,True,True,True,True,True,True,True,True
calibration,108,2,65,0,7,2333,1555,3110,10,2388992,2388480,4151,1649,True,True,True,True,True,True,True,True
calibration,108,2,65,1,0,173,115,230,8,44288,44160,1643,187,True,True,True,True,True,True,True,True
calibration,108,2,65,1,0,173,115,230,9,88576,88320,3408,385,True,True,True,True,True,True,True,True
calibration,108,2,65,1,0,173,115,230,10,177152,176640,7071,767,True,True,True,True,True,True,True,True
calibration,108,2,65,1,1,497,331,662,8,127232,127104,931,500,True,True,True,True,True,True,True,True
calibration,108,2,65,1,1,497,331,662,9,254464,254208,1793,979,True,True,True,True,True,True,True,True
calibration,108,2,65,1,1,497,331,662,10,508928,508416,3960,1901,True,True,True,True,True,True,True,True
calibration,108,2,65,1,2,821,547,1094,8,210176,210048,948,368,True,True,True,True,True,True,True,True
calibration,108,2,65,1,2,821,547,1094,9,420352,420096,2044,840,True,True,True,True,True,True,True,True
calibration,108,2,65,1,2,821,547,1094,10,840704,840192,3975,1590,True,True,True,True,True,True,True,True
calibration,108,2,65,1,3,1145,763,1526,8,293120,292992,1398,151,True,True,True,True,True,True,True,True
calibration,108,2,65,1,3,1145,763,1526,9,586240,585984,3283,263,True,True,True,True,True,True,True,True
calibration,108,2,65,1,3,1145,763,1526,10,1172480,1171968,6721,529,True,True,True,True,True,True,True,True
calibration,108,2,65,1,4,1469,979,1958,8,376064,375936,573,293,True,True,True,True,True,True,True,True
calibration,108,2,65,1,4,1469,979,1958,9,752128,751872,1180,630,True,True,True,True,True,True,True,True
calibration,108,2,65,1,4,1469,979,1958,10,1504256,1503744,2381,1320,True,True,True,True,True,True,True,True
calibration,108,2,65,1,5,1793,1195,2390,8,459008,458880,1446,189,True,True,True,True,True,True,True,True
calibration,108,2,65,1,5,1793,1195,2390,9,918016,917760,3004,412,True,True,True,True,True,True,True,True
calibration,108,2,65,1,5,1793,1195,2390,10,1836032,1835520,6111,876,True,True,True,True,True,True,True,True
calibration,108,2,65,1,6,2117,1411,2822,8,541952,541824,1034,215,True,True,True,True,True,True,True,True
calibration,108,2,65,1,6,2117,1411,2822,9,1083904,1083648,1925,362,True,True,True,True,True,True,True,True
calibration,108,2,65,1,6,2117,1411,2822,10,2167808,2167296,3933,760,True,True,True,True,True,True,True,True
calibration,108,2,65,1,7,2441,1627,3254,8,624896,624768,1055,716,True,True,True,True,True,True,True,True
calibration,108,2,65,1,7,2441,1627,3254,9,1249792,1249536,2104,1456,True,True,True,True,True,True,True,True
calibration,108,2,65,1,7,2441,1627,3254,10,2499584,2499072,4146,2889,True,True,True,True,True,True,True,True
calibration,108,2,65,2,0,281,187,374,8,71936,71808,1135,189,True,True,True,True,True,True,True,True
calibration,108,2,65,2,0,281,187,374,9,143872,143616,2274,328,True,True,True,True,True,True,True,True
calibration,108,2,65,2,0,281,187,374,10,287744,287232,4698,665,True,True,True,True,True,True,True,True
calibration,108,2,65,2,1,605,403,806,8,154880,154752,1464,207,True,True,True,True,True,True,True,True
calibration,108,2,65,2,1,605,403,806,9,309760,309504,2922,377,True,True,True,True,True,True,True,True
calibration,108,2,65,2,1,605,403,806,10,619520,619008,5798,723,True,True,True,True,True,True,True,True
calibration,108,2,65,2,2,929,619,1238,8,237824,237696,619,141,True,True,True,True,True,True,True,True
calibration,108,2,65,2,2,929,619,1238,9,475648,475392,1134,231,True,True,True,True,True,True,True,True
calibration,108,2,65,2,2,929,619,1238,10,951296,950784,2458,674,True,True,True,True,True,True,True,True
calibration,108,2,65,2,3,1253,835,1670,8,320768,320640,1836,341,True,True,True,True,True,True,True,True
calibration,108,2,65,2,3,1253,835,1670,9,641536,641280,3421,628,True,True,True,True,True,True,True,True
calibration,108,2,65,2,3,1253,835,1670,10,1283072,1282560,8193,1902,True,True,True,True,True,True,True,True
calibration,108,2,65,2,4,1577,1051,2102,8,403712,403584,590,139,True,True,True,True,True,True,True,True
calibration,108,2,65,2,4,1577,1051,2102,9,807424,807168,1254,270,True,True,True,True,True,True,True,True
calibration,108,2,65,2,4,1577,1051,2102,10,1614848,1614336,2487,489,True,True,True,True,True,True,True,True
calibration,108,2,65,2,5,1901,1267,2534,8,486656,486528,1562,147,True,True,True,True,True,True,True,True
calibration,108,2,65,2,5,1901,1267,2534,9,973312,973056,2859,233,True,True,True,True,True,True,True,True
calibration,108,2,65,2,5,1901,1267,2534,10,1946624,1946112,5458,491,True,True,True,True,True,True,True,True
calibration,108,2,65,2,6,2225,1483,2966,8,569600,569472,1280,133,True,True,True,True,True,True,True,True
calibration,108,2,65,2,6,2225,1483,2966,9,1139200,1138944,2559,278,True,True,True,True,True,True,True,True
calibration,108,2,65,2,6,2225,1483,2966,10,2278400,2277888,5207,602,True,True,True,True,True,True,True,True
calibration,108,2,65,2,7,2549,1699,3398,8,652544,652416,1326,213,True,True,True,True,True,True,True,True
calibration,108,2,65,2,7,2549,1699,3398,9,1305088,1304832,2705,451,True,True,True,True,True,True,True,True
calibration,108,2,65,2,7,2549,1699,3398,10,2610176,2609664,5195,836,True,True,True,True,True,True,True,True
calibration,108,2,74,0,0,74,49,98,8,18944,18816,1599,1221,True,True,True,True,True,True,True,True
calibration,108,2,74,0,0,74,49,98,9,37888,37632,3773,3034,True,True,True,True,True,True,True,True
calibration,108,2,74,0,0,74,49,98,10,75776,75264,7337,5922,True,True,True,True,True,True,True,True
calibration,108,2,74,0,1,398,265,530,8,101888,101760,1429,1116,True,True,True,True,True,True,True,True
calibration,108,2,74,0,1,398,265,530,9,203776,203520,3011,2321,True,True,True,True,True,True,True,True
calibration,108,2,74,0,1,398,265,530,10,407552,407040,5616,4286,True,True,True,True,True,True,True,True
calibration,108,2,74,0,2,722,481,962,8,184832,184704,3942,3600,True,True,True,True,True,True,True,True
calibration,108,2,74,0,2,722,481,962,9,369664,369408,8358,7751,True,True,True,True,True,True,True,True
calibration,108,2,74,0,2,722,481,962,10,739328,738816,15792,14555,True,True,True,True,True,True,True,True
calibration,108,2,74,0,3,1046,697,1394,8,267776,267648,938,748,True,True,True,True,True,True,True,True
calibration,108,2,74,0,3,1046,697,1394,9,535552,535296,1696,1359,True,True,True,True,True,True,True,True
calibration,108,2,74,0,3,1046,697,1394,10,1071104,1070592,3537,2960,True,True,True,True,True,True,True,True
calibration,108,2,74,0,4,1370,913,1826,8,350720,350592,2977,2164,True,True,True,True,True,True,True,True
calibration,108,2,74,0,4,1370,913,1826,9,701440,701184,6332,4816,True,True,True,True,True,True,True,True
calibration,108,2,74,0,4,1370,913,1826,10,1402880,1402368,12093,9136,True,True,True,True,True,True,True,True
calibration,108,2,74,0,5,1694,1129,2258,8,433664,433536,3206,2405,True,True,True,True,True,True,True,True
calibration,108,2,74,0,5,1694,1129,2258,9,867328,867072,6674,5071,True,True,True,True,True,True,True,True
calibration,108,2,74,0,5,1694,1129,2258,10,1734656,1734144,13863,10372,True,True,True,True,True,True,True,True
calibration,108,2,74,0,6,2018,1345,2690,8,516608,516480,1891,1708,True,True,True,True,True,True,True,True
calibration,108,2,74,0,6,2018,1345,2690,9,1033216,1032960,3889,3552,True,True,True,True,True,True,True,True
calibration,108,2,74,0,6,2018,1345,2690,10,2066432,2065920,7870,7102,True,True,True,True,True,True,True,True
calibration,108,2,74,0,7,2342,1561,3122,8,599552,599424,2694,2133,True,True,True,True,True,True,True,True
calibration,108,2,74,0,7,2342,1561,3122,9,1199104,1198848,5083,4046,True,True,True,True,True,True,True,True
calibration,108,2,74,0,7,2342,1561,3122,10,2398208,2397696,10849,8658,True,True,True,True,True,True,True,True
calibration,108,2,74,1,0,182,121,242,8,46592,46464,7859,5882,True,True,True,True,True,True,True,True
calibration,108,2,74,1,0,182,121,242,9,93184,92928,15601,11676,True,True,True,True,True,True,True,True
calibration,108,2,74,1,0,182,121,242,10,186368,185856,30769,22239,True,True,True,True,True,True,True,True
calibration,108,2,74,1,1,506,337,674,8,129536,129408,3478,3040,True,True,True,True,True,True,True,True
calibration,108,2,74,1,1,506,337,674,9,259072,258816,6869,6032,True,True,True,True,True,True,True,True
calibration,108,2,74,1,1,506,337,674,10,518144,517632,13310,11746,True,True,True,True,True,True,True,True
calibration,108,2,74,1,2,830,553,1106,8,212480,212352,1866,921,True,True,True,True,True,True,True,True
calibration,108,2,74,1,2,830,553,1106,9,424960,424704,3491,1709,True,True,True,True,True,True,True,True
calibration,108,2,74,1,2,830,553,1106,10,849920,849408,6803,3400,True,True,True,True,True,True,True,True
calibration,108,2,74,1,3,1154,769,1538,8,295424,295296,71176,2093,True,True,True,True,True,True,True,True
calibration,108,2,74,1,3,1154,769,1538,9,590848,590592,141167,4033,True,True,True,True,True,True,True,True
calibration,108,2,74,1,3,1154,769,1538,10,1181696,1181184,283007,7953,True,True,True,True,True,True,True,True
calibration,108,2,74,1,4,1478,985,1970,8,378368,378240,1971,1406,True,True,True,True,True,True,True,True
calibration,108,2,74,1,4,1478,985,1970,9,756736,756480,4070,2917,True,True,True,True,True,True,True,True
calibration,108,2,74,1,4,1478,985,1970,10,1513472,1512960,7931,5645,True,True,True,True,True,True,True,True
calibration,108,2,74,1,5,1802,1201,2402,8,461312,461184,3506,2712,True,True,True,True,True,True,True,True
calibration,108,2,74,1,5,1802,1201,2402,9,922624,922368,10976,9375,True,True,True,True,True,True,True,True
calibration,108,2,74,1,5,1802,1201,2402,10,1845248,1844736,20888,17823,True,True,True,True,True,True,True,True
calibration,108,2,74,1,6,2126,1417,2834,8,544256,544128,4308,2339,True,True,True,True,True,True,True,True
calibration,108,2,74,1,6,2126,1417,2834,9,1088512,1088256,8650,4751,True,True,True,True,True,True,True,True
calibration,108,2,74,1,6,2126,1417,2834,10,2177024,2176512,16859,9049,True,True,True,True,True,True,True,True
calibration,108,2,74,1,7,2450,1633,3266,8,627200,627072,5366,4849,True,True,True,True,True,True,True,True
calibration,108,2,74,1,7,2450,1633,3266,9,1254400,1254144,11148,9916,True,True,True,True,True,True,True,True
calibration,108,2,74,1,7,2450,1633,3266,10,2508800,2508288,23358,20975,True,True,True,True,True,True,True,True
calibration,108,2,74,2,0,290,193,386,8,74240,74112,1761,905,True,True,True,True,True,True,True,True
calibration,108,2,74,2,0,290,193,386,9,148480,148224,3384,1681,True,True,True,True,True,True,True,True
calibration,108,2,74,2,0,290,193,386,10,296960,296448,6402,3233,True,True,True,True,True,True,True,True
calibration,108,2,74,2,1,614,409,818,8,157184,157056,2265,1723,True,True,True,True,True,True,True,True
calibration,108,2,74,2,1,614,409,818,9,314368,314112,4615,3318,True,True,True,True,True,True,True,True
calibration,108,2,74,2,1,614,409,818,10,628736,628224,9454,6912,True,True,True,True,True,True,True,True
calibration,108,2,74,2,2,938,625,1250,8,240128,240000,1621,743,True,True,True,True,True,True,True,True
calibration,108,2,74,2,2,938,625,1250,9,480256,480000,3941,1349,True,True,True,True,True,True,True,True
calibration,108,2,74,2,2,938,625,1250,10,960512,960000,7679,2767,True,True,True,True,True,True,True,True
calibration,108,2,74,2,3,1262,841,1682,8,323072,322944,1873,1148,True,True,True,True,True,True,True,True
calibration,108,2,74,2,3,1262,841,1682,9,646144,645888,3773,2370,True,True,True,True,True,True,True,True
calibration,108,2,74,2,3,1262,841,1682,10,1292288,1291776,7247,4637,True,True,True,True,True,True,True,True
calibration,108,2,74,2,4,1586,1057,2114,8,406016,405888,1178,523,True,True,True,True,True,True,True,True
calibration,108,2,74,2,4,1586,1057,2114,9,812032,811776,2250,1078,True,True,True,True,True,True,True,True
calibration,108,2,74,2,4,1586,1057,2114,10,1624064,1623552,4701,2449,True,True,True,True,True,True,True,True
calibration,108,2,74,2,5,1910,1273,2546,8,488960,488832,3087,587,True,True,True,True,True,True,True,True
calibration,108,2,74,2,5,1910,1273,2546,9,977920,977664,6316,1180,True,True,True,True,True,True,True,True
calibration,108,2,74,2,5,1910,1273,2546,10,1955840,1955328,12923,2218,True,True,True,True,True,True,True,True
calibration,108,2,74,2,6,2234,1489,2978,8,571904,571776,1979,1475,True,True,True,True,True,True,True,True
calibration,108,2,74,2,6,2234,1489,2978,9,1143808,1143552,3778,2789,True,True,True,True,True,True,True,True
calibration,108,2,74,2,6,2234,1489,2978,10,2287616,2287104,7268,5336,True,True,True,True,True,True,True,True
calibration,108,2,74,2,7,2558,1705,3410,8,654848,654720,1160,650,True,True,True,True,True,True,True,True
calibration,108,2,74,2,7,2558,1705,3410,9,1309696,1309440,2105,1187,True,True,True,True,True,True,True,True
calibration,108,2,74,2,7,2558,1705,3410,10,2619392,2618880,4214,2227,True,True,True,True,True,True,True,True
calibration,108,2,83,0,0,83,55,110,8,21248,21120,802,590,True,True,True,True,True,True,True,True
calibration,108,2,83,0,0,83,55,110,9,42496,42240,1741,1328,True,True,True,True,True,True,True,True
calibration,108,2,83,0,0,83,55,110,10,84992,84480,3239,2456,True,True,True,True,True,True,True,True
calibration,108,2,83,0,1,407,271,542,8,104192,104064,2962,2428,True,True,True,True,True,True,True,True
calibration,108,2,83,0,1,407,271,542,9,208384,208128,6039,4860,True,True,True,True,True,True,True,True
calibration,108,2,83,0,1,407,271,542,10,416768,416256,12354,10148,True,True,True,True,True,True,True,True
calibration,108,2,83,0,2,731,487,974,8,187136,187008,1523,1179,True,True,True,True,True,True,True,True
calibration,108,2,83,0,2,731,487,974,9,374272,374016,3201,2461,True,True,True,True,True,True,True,True
calibration,108,2,83,0,2,731,487,974,10,748544,748032,6223,4897,True,True,True,True,True,True,True,True
calibration,108,2,83,0,3,1055,703,1406,8,270080,269952,1369,1066,True,True,True,True,True,True,True,True
calibration,108,2,83,0,3,1055,703,1406,9,540160,539904,2552,2004,True,True,True,True,True,True,True,True
calibration,108,2,83,0,3,1055,703,1406,10,1080320,1079808,5027,3942,True,True,True,True,True,True,True,True
calibration,108,2,83,0,4,1379,919,1838,8,353024,352896,3098,2944,True,True,True,True,True,True,True,True
calibration,108,2,83,0,4,1379,919,1838,9,706048,705792,6861,6578,True,True,True,True,True,True,True,True
calibration,108,2,83,0,4,1379,919,1838,10,1412096,1411584,14380,13849,True,True,True,True,True,True,True,True
calibration,108,2,83,0,5,1703,1135,2270,8,435968,435840,1402,821,True,True,True,True,True,True,True,True
calibration,108,2,83,0,5,1703,1135,2270,9,871936,871680,2690,1536,True,True,True,True,True,True,True,True
calibration,108,2,83,0,5,1703,1135,2270,10,1743872,1743360,5487,3066,True,True,True,True,True,True,True,True
calibration,108,2,83,0,6,2027,1351,2702,8,518912,518784,941,512,True,True,True,True,True,True,True,True
calibration,108,2,83,0,6,2027,1351,2702,9,1037824,1037568,2043,1125,True,True,True,True,True,True,True,True
calibration,108,2,83,0,6,2027,1351,2702,10,2075648,2075136,3922,2087,True,True,True,True,True,True,True,True
calibration,108,2,83,0,7,2351,1567,3134,8,601856,601728,1983,1826,True,True,True,True,True,True,True,True
calibration,108,2,83,0,7,2351,1567,3134,9,1203712,1203456,3980,3699,True,True,True,True,True,True,True,True
calibration,108,2,83,0,7,2351,1567,3134,10,2407424,2406912,7573,7022,True,True,True,True,True,True,True,True
calibration,108,2,83,1,0,191,127,254,8,48896,48768,768,649,True,True,True,True,True,True,True,True
calibration,108,2,83,1,0,191,127,254,9,97792,97536,1383,1152,True,True,True,True,True,True,True,True
calibration,108,2,83,1,0,191,127,254,10,195584,195072,2880,2456,True,True,True,True,True,True,True,True
calibration,108,2,83,1,1,515,343,686,8,131840,131712,1313,1186,True,True,True,True,True,True,True,True
calibration,108,2,83,1,1,515,343,686,9,263680,263424,2512,2247,True,True,True,True,True,True,True,True
calibration,108,2,83,1,1,515,343,686,10,527360,526848,4864,4371,True,True,True,True,True,True,True,True
calibration,108,2,83,1,2,839,559,1118,8,214784,214656,606,423,True,True,True,True,True,True,True,True
calibration,108,2,83,1,2,839,559,1118,9,429568,429312,1183,801,True,True,True,True,True,True,True,True
calibration,108,2,83,1,2,839,559,1118,10,859136,858624,2366,1551,True,True,True,True,True,True,True,True
calibration,108,2,83,1,3,1163,775,1550,8,297728,297600,638,511,True,True,True,True,True,True,True,True
calibration,108,2,83,1,3,1163,775,1550,9,595456,595200,1249,1000,True,True,True,True,True,True,True,True
calibration,108,2,83,1,3,1163,775,1550,10,1190912,1190400,2245,1803,True,True,True,True,True,True,True,True
calibration,108,2,83,1,4,1487,991,1982,8,380672,380544,2032,1897,True,True,True,True,True,True,True,True
calibration,108,2,83,1,4,1487,991,1982,9,761344,761088,4007,3762,True,True,True,True,True,True,True,True
calibration,108,2,83,1,4,1487,991,1982,10,1522688,1522176,7449,6948,True,True,True,True,True,True,True,True
calibration,108,2,83,1,5,1811,1207,2414,8,463616,463488,1222,999,True,True,True,True,True,True,True,True
calibration,108,2,83,1,5,1811,1207,2414,9,927232,926976,2930,1998,True,True,True,True,True,True,True,True
calibration,108,2,83,1,5,1811,1207,2414,10,1854464,1853952,5597,3817,True,True,True,True,True,True,True,True
calibration,108,2,83,1,6,2135,1423,2846,8,546560,546432,805,684,True,True,True,True,True,True,True,True
calibration,108,2,83,1,6,2135,1423,2846,9,1093120,1092864,1619,1414,True,True,True,True,True,True,True,True
calibration,108,2,83,1,6,2135,1423,2846,10,2186240,2185728,3320,2947,True,True,True,True,True,True,True,True
calibration,108,2,83,1,7,2459,1639,3278,8,629504,629376,1414,1184,True,True,True,True,True,True,True,True
calibration,108,2,83,1,7,2459,1639,3278,9,1259008,1258752,2825,2357,True,True,True,True,True,True,True,True
calibration,108,2,83,1,7,2459,1639,3278,10,2518016,2517504,6298,5340,True,True,True,True,True,True,True,True
calibration,108,2,83,2,0,299,199,398,8,76544,76416,1356,1111,True,True,True,True,True,True,True,True
calibration,108,2,83,2,0,299,199,398,9,153088,152832,3246,2094,True,True,True,True,True,True,True,True
calibration,108,2,83,2,0,299,199,398,10,306176,305664,6463,4347,True,True,True,True,True,True,True,True
calibration,108,2,83,2,1,623,415,830,8,159488,159360,1668,1430,True,True,True,True,True,True,True,True
calibration,108,2,83,2,1,623,415,830,9,318976,318720,3432,2645,True,True,True,True,True,True,True,True
calibration,108,2,83,2,1,623,415,830,10,637952,637440,6527,5122,True,True,True,True,True,True,True,True
calibration,108,2,83,2,2,947,631,1262,8,242432,242304,1975,1465,True,True,True,True,True,True,True,True
calibration,108,2,83,2,2,947,631,1262,9,484864,484608,3754,2809,True,True,True,True,True,True,True,True
calibration,108,2,83,2,2,947,631,1262,10,969728,969216,7637,5497,True,True,True,True,True,True,True,True
calibration,108,2,83,2,3,1271,847,1694,8,325376,325248,2541,2391,True,True,True,True,True,True,True,True
calibration,108,2,83,2,3,1271,847,1694,9,650752,650496,5323,5061,True,True,True,True,True,True,True,True
calibration,108,2,83,2,3,1271,847,1694,10,1301504,1300992,10881,10367,True,True,True,True,True,True,True,True
calibration,108,2,83,2,4,1595,1063,2126,8,408320,408192,3388,3213,True,True,True,True,True,True,True,True
calibration,108,2,83,2,4,1595,1063,2126,9,816640,816384,6640,6298,True,True,True,True,True,True,True,True
calibration,108,2,83,2,4,1595,1063,2126,10,1633280,1632768,13527,12831,True,True,True,True,True,True,True,True
calibration,108,2,83,2,5,1919,1279,2558,8,491264,491136,1061,880,True,True,True,True,True,True,True,True
calibration,108,2,83,2,5,1919,1279,2558,9,982528,982272,1995,1633,True,True,True,True,True,True,True,True
calibration,108,2,83,2,5,1919,1279,2558,10,1965056,1964544,3903,3230,True,True,True,True,True,True,True,True
calibration,108,2,83,2,6,2243,1495,2990,8,574208,574080,1152,984,True,True,True,True,True,True,True,True
calibration,108,2,83,2,6,2243,1495,2990,9,1148416,1148160,2083,1768,True,True,True,True,True,True,True,True
calibration,108,2,83,2,6,2243,1495,2990,10,2296832,2296320,3920,3356,True,True,True,True,True,True,True,True
calibration,108,2,83,2,7,2567,1711,3422,8,657152,657024,3412,3214,True,True,True,True,True,True,True,True
calibration,108,2,83,2,7,2567,1711,3422,9,1314304,1314048,6484,6124,True,True,True,True,True,True,True,True
calibration,108,2,83,2,7,2567,1711,3422,10,2628608,2628096,13399,12756,True,True,True,True,True,True,True,True
calibration,108,2,92,0,0,92,61,122,8,23552,23424,6612,6158,True,True,True,True,True,True,True,True
calibration,108,2,92,0,0,92,61,122,9,47104,46848,12889,12073,True,True,True,True,True,True,True,True
calibration,108,2,92,0,0,92,61,122,10,94208,93696,25117,23552,True,True,True,True,True,True,True,True
calibration,108,2,92,0,1,416,277,554,8,106496,106368,907,227,True,True,True,True,True,True,True,True
calibration,108,2,92,0,1,416,277,554,9,212992,212736,2043,621,True,True,True,True,True,True,True,True
calibration,108,2,92,0,1,416,277,554,10,425984,425472,4313,1395,True,True,True,True,True,True,True,True
calibration,108,2,92,0,2,740,493,986,8,189440,189312,554,292,True,True,True,True,True,True,True,True
calibration,108,2,92,0,2,740,493,986,9,378880,378624,1558,540,True,True,True,True,True,True,True,True
calibration,108,2,92,0,2,740,493,986,10,757760,757248,3770,1049,True,True,True,True,True,True,True,True
calibration,108,2,92,0,3,1064,709,1418,8,272384,272256,1534,204,True,True,True,True,True,True,True,True
calibration,108,2,92,0,3,1064,709,1418,9,544768,544512,3268,361,True,True,True,True,True,True,True,True
calibration,108,2,92,0,3,1064,709,1418,10,1089536,1089024,6487,818,True,True,True,True,True,True,True,True
calibration,108,2,92,0,4,1388,925,1850,8,355328,355200,581,132,True,True,True,True,True,True,True,True
calibration,108,2,92,0,4,1388,925,1850,9,710656,710400,1059,237,True,True,True,True,True,True,True,True
calibration,108,2,92,0,4,1388,925,1850,10,1421312,1420800,2081,485,True,True,True,True,True,True,True,True
calibration,108,2,92,0,5,1712,1141,2282,8,438272,438144,1238,904,True,True,True,True,True,True,True,True
calibration,108,2,92,0,5,1712,1141,2282,9,876544,876288,2563,1937,True,True,True,True,True,True,True,True
calibration,108,2,92,0,5,1712,1141,2282,10,1753088,1752576,5031,3854,True,True,True,True,True,True,True,True
calibration,108,2,92,0,6,2036,1357,2714,8,521216,521088,696,375,True,True,True,True,True,True,True,True
calibration,108,2,92,0,6,2036,1357,2714,9,1042432,1042176,1290,680,True,True,True,True,True,True,True,True
calibration,108,2,92,0,6,2036,1357,2714,10,2084864,2084352,2772,1362,True,True,True,True,True,True,True,True
calibration,108,2,92,0,7,2360,1573,3146,8,604160,604032,804,188,True,True,True,True,True,True,True,True
calibration,108,2,92,0,7,2360,1573,3146,9,1208320,1208064,1485,338,True,True,True,True,True,True,True,True
calibration,108,2,92,0,7,2360,1573,3146,10,2416640,2416128,2817,612,True,True,True,True,True,True,True,True
calibration,108,2,92,1,0,200,133,266,8,51200,51072,928,322,True,True,True,True,True,True,True,True
calibration,108,2,92,1,0,200,133,266,9,102400,102144,1943,639,True,True,True,True,True,True,True,True
calibration,108,2,92,1,0,200,133,266,10,204800,204288,4124,1193,True,True,True,True,True,True,True,True
calibration,108,2,92,1,1,524,349,698,8,134144,134016,1943,322,True,True,True,True,True,True,True,True
calibration,108,2,92,1,1,524,349,698,9,268288,268032,3723,636,True,True,True,True,True,True,True,True
calibration,108,2,92,1,1,524,349,698,10,536576,536064,7300,1273,True,True,True,True,True,True,True,True
calibration,108,2,92,1,2,848,565,1130,8,217088,216960,921,121,True,True,True,True,True,True,True,True
calibration,108,2,92,1,2,848,565,1130,9,434176,433920,1653,239,True,True,True,True,True,True,True,True
calibration,108,2,92,1,2,848,565,1130,10,868352,867840,3269,497,True,True,True,True,True,True,True,True
calibration,108,2,92,1,3,1172,781,1562,8,300032,299904,762,175,True,True,True,True,True,True,True,True
calibration,108,2,92,1,3,1172,781,1562,9,600064,599808,1488,337,True,True,True,True,True,True,True,True
calibration,108,2,92,1,3,1172,781,1562,10,1200128,1199616,3415,1025,True,True,True,True,True,True,True,True
calibration,108,2,92,1,4,1496,997,1994,8,382976,382848,866,141,True,True,True,True,True,True,True,True
calibration,108,2,92,1,4,1496,997,1994,9,765952,765696,1918,427,True,True,True,True,True,True,True,True
calibration,108,2,92,1,4,1496,997,1994,10,1531904,1531392,3794,792,True,True,True,True,True,True,True,True
calibration,108,2,92,1,5,1820,1213,2426,8,465920,465792,2477,225,True,True,True,True,True,True,True,True
calibration,108,2,92,1,5,1820,1213,2426,9,931840,931584,5020,429,True,True,True,True,True,True,True,True
calibration,108,2,92,1,5,1820,1213,2426,10,1863680,1863168,9849,781,True,True,True,True,True,True,True,True
calibration,108,2,92,1,6,2144,1429,2858,8,548864,548736,717,152,True,True,True,True,True,True,True,True
calibration,108,2,92,1,6,2144,1429,2858,9,1097728,1097472,1458,279,True,True,True,True,True,True,True,True
calibration,108,2,92,1,6,2144,1429,2858,10,2195456,2194944,2812,562,True,True,True,True,True,True,True,True
calibration,108,2,92,1,7,2468,1645,3290,8,631808,631680,977,258,True,True,True,True,True,True,True,True
calibration,108,2,92,1,7,2468,1645,3290,9,1263616,1263360,1858,468,True,True,True,True,True,True,True,True
calibration,108,2,92,1,7,2468,1645,3290,10,2527232,2526720,4249,982,True,True,True,True,True,True,True,True
calibration,108,2,92,2,0,308,205,410,8,78848,78720,2077,1773,True,True,True,True,True,True,True,True
calibration,108,2,92,2,0,308,205,410,9,157696,157440,4191,3408,True,True,True,True,True,True,True,True
calibration,108,2,92,2,0,308,205,410,10,315392,314880,8567,7044,True,True,True,True,True,True,True,True
calibration,108,2,92,2,1,632,421,842,8,161792,161664,691,307,True,True,True,True,True,True,True,True
calibration,108,2,92,2,1,632,421,842,9,323584,323328,1336,614,True,True,True,True,True,True,True,True
calibration,108,2,92,2,1,632,421,842,10,647168,646656,2497,1184,True,True,True,True,True,True,True,True
calibration,108,2,92,2,2,956,637,1274,8,244736,244608,3124,2655,True,True,True,True,True,True,True,True
calibration,108,2,92,2,2,956,637,1274,9,489472,489216,6384,5327,True,True,True,True,True,True,True,True
calibration,108,2,92,2,2,956,637,1274,10,978944,978432,13275,11250,True,True,True,True,True,True,True,True
