source_id,source,deep_lift,channel,target_id,target,weight_decimal,multiplicity
360,d5:r120:podd:b0,,retarded,713,d5:r237:peven:b2,3.086419753086419582e-01,1
361,d5:r120:peven:b1,,retarded,713,d5:r237:peven:b2,3.086419753086419582e-01,1
362,d5:r120:peven:b2,,retarded,713,d5:r237:peven:b2,3.086419753086419582e-01,1
363,d5:r121:podd:b0,,retarded,725,d5:r241:peven:b2,3.086419753086419582e-01,1
364,d5:r121:peven:b1,,retarded,725,d5:r241:peven:b2,3.086419753086419582e-01,1
365,d5:r121:peven:b2,,retarded,725,d5:r241:peven:b2,3.086419753086419582e-01,1
366,d5:r122:podd:b0,,retarded,8,d5:r2:peven:b2,3.086419753086419582e-01,1
367,d5:r122:peven:b1,,retarded,8,d5:r2:peven:b2,3.086419753086419582e-01,1
368,d5:r122:peven:b2,,retarded,8,d5:r2:peven:b2,3.086419753086419582e-01,1
369,d5:r123:podd:b0,,retarded,20,d5:r6:peven:b2,3.086419753086419582e-01,1
370,d5:r123:peven:b1,,retarded,20,d5:r6:peven:b2,3.086419753086419582e-01,1
371,d5:r123:peven:b2,,retarded,20,d5:r6:peven:b2,3.086419753086419582e-01,1
372,d5:r124:podd:b0,,retarded,32,d5:r10:peven:b2,3.086419753086419582e-01,1
373,d5:r124:peven:b1,,retarded,32,d5:r10:peven:b2,3.086419753086419582e-01,1
374,d5:r124:peven:b2,,retarded,32,d5:r10:peven:b2,3.086419753086419582e-01,1
375,d5:r125:podd:b0,,retarded,44,d5:r14:peven:b2,3.086419753086419582e-01,1
375,d5:r125:podd:b0,0,advanced_direct_c2,249,d5:r83:podd:b0,4.701144368401899420e-01,1/3
375,d5:r125:podd:b0,1,advanced_direct_c2,6,d5:r2:podd:b0,4.701144368401899420e-01,1/3
375,d5:r125:podd:b0,2,advanced_direct_c2,492,d5:r164:podd:b0,4.701144368401899420e-01,1/3
376,d5:r125:peven:b1,,retarded,44,d5:r14:peven:b2,3.086419753086419582e-01,1
376,d5:r125:peven:b1,0,advanced_direct_c2,249,d5:r83:podd:b0,4.701144368401899420e-01,1/3
376,d5:r125:peven:b1,1,advanced_direct_c2,6,d5:r2:podd:b0,4.701144368401899420e-01,1/3
376,d5:r125:peven:b1,2,advanced_direct_c2,492,d5:r164:podd:b0,4.701144368401899420e-01,1/3
377,d5:r125:peven:b2,,retarded,44,d5:r14:peven:b2,3.086419753086419582e-01,1
377,d5:r125:peven:b2,0,advanced_direct_c2,249,d5:r83:podd:b0,4.701144368401899420e-01,1/3
377,d5:r125:peven:b2,1,advanced_direct_c2,6,d5:r2:podd:b0,4.701144368401899420e-01,1/3
377,d5:r125:peven:b2,2,advanced_direct_c2,492,d5:r164:podd:b0,4.701144368401899420e-01,1/3
378,d5:r126:podd:b0,,retarded,56,d5:r18:peven:b2,3.086419753086419582e-01,1
379,d5:r126:peven:b1,,retarded,56,d5:r18:peven:b2,3.086419753086419582e-01,1
380,d5:r126:peven:b2,,retarded,56,d5:r18:peven:b2,3.086419753086419582e-01,1
381,d5:r127:podd:b0,,retarded,68,d5:r22:peven:b2,3.086419753086419582e-01,1
382,d5:r127:peven:b1,,retarded,68,d5:r22:peven:b2,3.086419753086419582e-01,1
383,d5:r127:peven:b2,,retarded,68,d5:r22:peven:b2,3.086419753086419582e-01,1
384,d5:r128:podd:b0,,retarded,80,d5:r26:peven:b2,3.086419753086419582e-01,1
384,d5:r128:podd:b0,0,advanced_parity_lift_c1,511,d5:r170:peven:b1,2.611746871334388875e-01,1/3
384,d5:r128:podd:b0,1,advanced_parity_lift_c1,25,d5:r8:peven:b1,2.611746871334388875e-01,1/3
384,d5:r128:podd:b0,2,advanced_parity_lift_c1,268,d5:r89:peven:b1,2.611746871334388875e-01,1/3
385,d5:r128:peven:b1,,retarded,80,d5:r26:peven:b2,3.086419753086419582e-01,1
385,d5:r128:peven:b1,0,advanced_parity_lift_c1,511,d5:r170:peven:b1,2.611746871334388875e-01,1/3
385,d5:r128:peven:b1,1,advanced_parity_lift_c1,25,d5:r8:peven:b1,2.611746871334388875e-01,1/3
385,d5:r128:peven:b1,2,advanced_parity_lift_c1,268,d5:r89:peven:b1,2.611746871334388875e-01,1/3
386,d5:r128:peven:b2,,retarded,80,d5:r26:peven:b2,3.086419753086419582e-01,1
386,d5:r128:peven:b2,0,advanced_parity_lift_c1,511,d5:r170:peven:b1,2.611746871334388875e-01,1/3
386,d5:r128:peven:b2,1,advanced_parity_lift_c1,25,d5:r8:peven:b1,2.611746871334388875e-01,1/3
386,d5:r128:peven:b2,2,advanced_parity_lift_c1,268,d5:r89:peven:b1,2.611746871334388875e-01,1/3
387,d5:r129:podd:b0,,retarded,92,d5:r30:peven:b2,3.086419753086419582e-01,1
388,d5:r129:peven:b1,,retarded,92,d5:r30:peven:b2,3.086419753086419582e-01,1
389,d5:r129:peven:b2,,retarded,92,d5:r30:peven:b2,3.086419753086419582e-01,1
390,d5:r130:podd:b0,,retarded,104,d5:r34:peven:b2,3.086419753086419582e-01,1
391,d5:r130:peven:b1,,retarded,104,d5:r34:peven:b2,3.086419753086419582e-01,1
392,d5:r130:peven:b2,,retarded,104,d5:r34:peven:b2,3.086419753086419582e-01,1
393,d5:r131:podd:b0,,retarded,116,d5:r38:peven:b2,3.086419753086419582e-01,1
394,d5:r131:peven:b1,,retarded,116,d5:r38:peven:b2,3.086419753086419582e-01,1
395,d5:r131:peven:b2,,retarded,116,d5:r38:peven:b2,3.086419753086419582e-01,1
396,d5:r132:podd:b0,,retarded,128,d5:r42:peven:b2,3.086419753086419582e-01,1
397,d5:r132:peven:b1,,retarded,128,d5:r42:peven:b2,3.086419753086419582e-01,1
398,d5:r132:peven:b2,,retarded,128,d5:r42:peven:b2,3.086419753086419582e-01,1
399,d5:r133:podd:b0,,retarded,140,d5:r46:peven:b2,3.086419753086419582e-01,1
400,d5:r133:peven:b1,,retarded,140,d5:r46:peven:b2,3.086419753086419582e-01,1
401,d5:r133:peven:b2,,retarded,140,d5:r46:peven:b2,3.086419753086419582e-01,1
402,d5:r134:podd:b0,,retarded,152,d5:r50:peven:b2,3.086419753086419582e-01,1
402,d5:r134:podd:b0,0,advanced_direct_c2,267,d5:r89:podd:b0,4.701144368401899420e-01,1/3
402,d5:r134:podd:b0,1,advanced_direct_c2,24,d5:r8:podd:b0,4.701144368401899420e-01,1/3
402,d5:r134:podd:b0,2,advanced_direct_c2,510,d5:r170:podd:b0,4.701144368401899420e-01,1/3
403,d5:r134:peven:b1,,retarded,152,d5:r50:peven:b2,3.086419753086419582e-01,1
403,d5:r134:peven:b1,0,advanced_direct_c2,267,d5:r89:podd:b0,4.701144368401899420e-01,1/3
403,d5:r134:peven:b1,1,advanced_direct_c2,24,d5:r8:podd:b0,4.701144368401899420e-01,1/3
403,d5:r134:peven:b1,2,advanced_direct_c2,510,d5:r170:podd:b0,4.701144368401899420e-01,1/3
404,d5:r134:peven:b2,,retarded,152,d5:r50:peven:b2,3.086419753086419582e-01,1
404,d5:r134:peven:b2,0,advanced_direct_c2,267,d5:r89:podd:b0,4.701144368401899420e-01,1/3
404,d5:r134:peven:b2,1,advanced_direct_c2,24,d5:r8:podd:b0,4.701144368401899420e-01,1/3
404,d5:r134:peven:b2,2,advanced_direct_c2,510,d5:r170:podd:b0,4.701144368401899420e-01,1/3
405,d5:r135:podd:b0,,retarded,164,d5:r54:peven:b2,3.086419753086419582e-01,1
406,d5:r135:peven:b1,,retarded,164,d5:r54:peven:b2,3.086419753086419582e-01,1
407,d5:r135:peven:b2,,retarded,164,d5:r54:peven:b2,3.086419753086419582e-01,1
408,d5:r136:podd:b0,,retarded,176,d5:r58:peven:b2,3.086419753086419582e-01,1
409,d5:r136:peven:b1,,retarded,176,d5:r58:peven:b2,3.086419753086419582e-01,1
410,d5:r136:peven:b2,,retarded,176,d5:r58:peven:b2,3.086419753086419582e-01,1
411,d5:r137:podd:b0,,retarded,188,d5:r62:peven:b2,3.086419753086419582e-01,1
411,d5:r137:podd:b0,0,advanced_parity_lift_c1,547,d5:r182:peven:b1,2.611746871334388875e-01,1/3
411,d5:r137:podd:b0,1,advanced_parity_lift_c1,61,d5:r20:peven:b1,2.611746871334388875e-01,1/3
411,d5:r137:podd:b0,2,advanced_parity_lift_c1,304,d5:r101:peven:b1,2.611746871334388875e-01,1/3
412,d5:r137:peven:b1,,retarded,188,d5:r62:peven:b2,3.086419753086419582e-01,1
412,d5:r137:peven:b1,0,advanced_parity_lift_c1,547,d5:r182:peven:b1,2.611746871334388875e-01,1/3
412,d5:r137:peven:b1,1,advanced_parity_lift_c1,61,d5:r20:peven:b1,2.611746871334388875e-01,1/3
412,d5:r137:peven:b1,2,advanced_parity_lift_c1,304,d5:r101:peven:b1,2.611746871334388875e-01,1/3
413,d5:r137:peven:b2,,retarded,188,d5:r62:peven:b2,3.086419753086419582e-01,1
413,d5:r137:peven:b2,0,advanced_parity_lift_c1,547,d5:r182:peven:b1,2.611746871334388875e-01,1/3
413,d5:r137:peven:b2,1,advanced_parity_lift_c1,61,d5:r20:peven:b1,2.611746871334388875e-01,1/3
413,d5:r137:peven:b2,2,advanced_parity_lift_c1,304,d5:r101:peven:b1,2.611746871334388875e-01,1/3
414,d5:r138:podd:b0,,retarded,200,d5:r66:peven:b2,3.086419753086419582e-01,1
415,d5:r138:peven:b1,,retarded,200,d5:r66:peven:b2,3.086419753086419582e-01,1
416,d5:r138:peven:b2,,retarded,200,d5:r66:peven:b2,3.086419753086419582e-01,1
417,d5:r139:podd:b0,,retarded,212,d5:r70:peven:b2,3.086419753086419582e-01,1
418,d5:r139:peven:b1,,retarded,212,d5:r70:peven:b2,3.086419753086419582e-01,1
419,d5:r139:peven:b2,,retarded,212,d5:r70:peven:b2,3.086419753086419582e-01,1
420,d5:r140:podd:b0,,retarded,224,d5:r74:peven:b2,3.086419753086419582e-01,1
421,d5:r140:peven:b1,,retarded,224,d5:r74:peven:b2,3.086419753086419582e-01,1
422,d5:r140:peven:b2,,retarded,224,d5:r74:peven:b2,3.086419753086419582e-01,1
423,d5:r141:podd:b0,,retarded,236,d5:r78:peven:b2,3.086419753086419582e-01,1
424,d5:r141:peven:b1,,retarded,236,d5:r78:peven:b2,3.086419753086419582e-01,1
425,d5:r141:peven:b2,,retarded,236,d5:r78:peven:b2,3.086419753086419582e-01,1
426,d5:r142:podd:b0,,retarded,248,d5:r82:peven:b2,3.086419753086419582e-01,1
427,d5:r142:peven:b1,,retarded,248,d5:r82:peven:b2,3.086419753086419582e-01,1
428,d5:r142:peven:b2,,retarded,248,d5:r82:peven:b2,3.086419753086419582e-01,1
429,d5:r143:podd:b0,,retarded,260,d5:r86:peven:b2,3.086419753086419582e-01,1
429,d5:r143:podd:b0,0,advanced_direct_c2,285,d5:r95:podd:b0,4.701144368401899420e-01,1/3
429,d5:r143:podd:b0,1,advanced_direct_c2,42,d5:r14:podd:b0,4.701144368401899420e-01,1/3
429,d5:r143:podd:b0,2,advanced_direct_c2,528,d5:r176:podd:b0,4.701144368401899420e-01,1/3
430,d5:r143:peven:b1,,retarded,260,d5:r86:peven:b2,3.086419753086419582e-01,1
430,d5:r143:peven:b1,0,advanced_direct_c2,285,d5:r95:podd:b0,4.701144368401899420e-01,1/3
430,d5:r143:peven:b1,1,advanced_direct_c2,42,d5:r14:podd:b0,4.701144368401899420e-01,1/3
430,d5:r143:peven:b1,2,advanced_direct_c2,528,d5:r176:podd:b0,4.701144368401899420e-01,1/3
431,d5:r143:peven:b2,,retarded,260,d5:r86:peven:b2,3.086419753086419582e-01,1
431,d5:r143:peven:b2,0,advanced_direct_c2,285,d5:r95:podd:b0,4.701144368401899420e-01,1/3
431,d5:r143:peven:b2,1,advanced_direct_c2,42,d5:r14:podd:b0,4.701144368401899420e-01,1/3
431,d5:r143:peven:b2,2,advanced_direct_c2,528,d5:r176:podd:b0,4.701144368401899420e-01,1/3
432,d5:r144:podd:b0,,retarded,272,d5:r90:peven:b2,3.086419753086419582e-01,1
433,d5:r144:peven:b1,,retarded,272,d5:r90:peven:b2,3.086419753086419582e-01,1
434,d5:r144:peven:b2,,retarded,272,d5:r90:peven:b2,3.086419753086419582e-01,1
435,d5:r145:podd:b0,,retarded,284,d5:r94:peven:b2,3.086419753086419582e-01,1
436,d5:r145:peven:b1,,retarded,284,d5:r94:peven:b2,3.086419753086419582e-01,1
437,d5:r145:peven:b2,,retarded,284,d5:r94:peven:b2,3.086419753086419582e-01,1
438,d5:r146:podd:b0,,retarded,296,d5:r98:peven:b2,3.086419753086419582e-01,1
438,d5:r146:podd:b0,0,advanced_parity_lift_c1,583,d5:r194:peven:b1,2.611746871334388875e-01,1/3
438,d5:r146:podd:b0,1,advanced_parity_lift_c1,97,d5:r32:peven:b1,2.611746871334388875e-01,1/3
438,d5:r146:podd:b0,2,advanced_parity_lift_c1,340,d5:r113:peven:b1,2.611746871334388875e-01,1/3
439,d5:r146:peven:b1,,retarded,296,d5:r98:peven:b2,3.086419753086419582e-01,1
439,d5:r146:peven:b1,0,advanced_parity_lift_c1,583,d5:r194:peven:b1,2.611746871334388875e-01,1/3
439,d5:r146:peven:b1,1,advanced_parity_lift_c1,97,d5:r32:peven:b1,2.611746871334388875e-01,1/3
439,d5:r146:peven:b1,2,advanced_parity_lift_c1,340,d5:r113:peven:b1,2.611746871334388875e-01,1/3
440,d5:r146:peven:b2,,retarded,296,d5:r98:peven:b2,3.086419753086419582e-01,1
440,d5:r146:peven:b2,0,advanced_parity_lift_c1,583,d5:r194:peven:b1,2.611746871334388875e-01,1/3
440,d5:r146:peven:b2,1,advanced_parity_lift_c1,97,d5:r32:peven:b1,2.611746871334388875e-01,1/3
440,d5:r146:peven:b2,2,advanced_parity_lift_c1,340,d5:r113:peven:b1,2.611746871334388875e-01,1/3
441,d5:r147:podd:b0,,retarded,308,d5:r102:peven:b2,3.086419753086419582e-01,1
442,d5:r147:peven:b1,,retarded,308,d5:r102:peven:b2,3.086419753086419582e-01,1
443,d5:r147:peven:b2,,retarded,308,d5:r102:peven:b2,3.086419753086419582e-01,1
444,d5:r148:podd:b0,,retarded,320,d5:r106:peven:b2,3.086419753086419582e-01,1
445,d5:r148:peven:b1,,retarded,320,d5:r106:peven:b2,3.086419753086419582e-01,1
446,d5:r148:peven:b2,,retarded,320,d5:r106:peven:b2,3.086419753086419582e-01,1
447,d5:r149:podd:b0,,retarded,332,d5:r110:peven:b2,3.086419753086419582e-01,1
448,d5:r149:peven:b1,,retarded,332,d5:r110:peven:b2,3.086419753086419582e-01,1
449,d5:r149:peven:b2,,retarded,332,d5:r110:peven:b2,3.086419753086419582e-01,1
450,d5:r150:podd:b0,,retarded,344,d5:r114:peven:b2,3.086419753086419582e-01,1
451,d5:r150:peven:b1,,retarded,344,d5:r114:peven:b2,3.086419753086419582e-01,1
452,d5:r150:peven:b2,,retarded,344,d5:r114:peven:b2,3.086419753086419582e-01,1
453,d5:r151:podd:b0,,retarded,356,d5:r118:peven:b2,3.086419753086419582e-01,1
454,d5:r151:peven:b1,,retarded,356,d5:r118:peven:b2,3.086419753086419582e-01,1
455,d5:r151:peven:b2,,retarded,356,d5:r118:peven:b2,3.086419753086419582e-01,1
456,d5:r152:podd:b0,,retarded,368,d5:r122:peven:b2,3.086419753086419582e-01,1
456,d5:r152:podd:b0,0,advanced_direct_c2,303,d5:r101:podd:b0,4.701144368401899420e-01,1/3
456,d5:r152:podd:b0,1,advanced_direct_c2,60,d5:r20:podd:b0,4.701144368401899420e-01,1/3
456,d5:r152:podd:b0,2,advanced_direct_c2,546,d5:r182:podd:b0,4.701144368401899420e-01,1/3
457,d5:r152:peven:b1,,retarded,368,d5:r122:peven:b2,3.086419753086419582e-01,1
457,d5:r152:peven:b1,0,advanced_direct_c2,303,d5:r101:podd:b0,4.701144368401899420e-01,1/3
457,d5:r152:peven:b1,1,advanced_direct_c2,60,d5:r20:podd:b0,4.701144368401899420e-01,1/3
457,d5:r152:peven:b1,2,advanced_direct_c2,546,d5:r182:podd:b0,4.701144368401899420e-01,1/3
458,d5:r152:peven:b2,,retarded,368,d5:r122:peven:b2,3.086419753086419582e-01,1
458,d5:r152:peven:b2,0,advanced_direct_c2,303,d5:r101:podd:b0,4.701144368401899420e-01,1/3
458,d5:r152:peven:b2,1,advanced_direct_c2,60,d5:r20:podd:b0,4.701144368401899420e-01,1/3
458,d5:r152:peven:b2,2,advanced_direct_c2,546,d5:r182:podd:b0,4.701144368401899420e-01,1/3
459,d5:r153:podd:b0,,retarded,380,d5:r126:peven:b2,3.086419753086419582e-01,1
460,d5:r153:peven:b1,,retarded,380,d5:r126:peven:b2,3.086419753086419582e-01,1
461,d5:r153:peven:b2,,retarded,380,d5:r126:peven:b2,3.086419753086419582e-01,1
462,d5:r154:podd:b0,,retarded,392,d5:r130:peven:b2,3.086419753086419582e-01,1
463,d5:r154:peven:b1,,retarded,392,d5:r130:peven:b2,3.086419753086419582e-01,1
464,d5:r154:peven:b2,,retarded,392,d5:r130:peven:b2,3.086419753086419582e-01,1
465,d5:r155:podd:b0,,retarded,404,d5:r134:peven:b2,3.086419753086419582e-01,1
465,d5:r155:podd:b0,0,advanced_parity_lift_c1,619,d5:r206:peven:b1,2.611746871334388875e-01,1/3
465,d5:r155:podd:b0,1,advanced_parity_lift_c1,133,d5:r44:peven:b1,2.611746871334388875e-01,1/3
465,d5:r155:podd:b0,2,advanced_parity_lift_c1,376,d5:r125:peven:b1,2.611746871334388875e-01,1/3
466,d5:r155:peven:b1,,retarded,404,d5:r134:peven:b2,3.086419753086419582e-01,1
466,d5:r155:peven:b1,0,advanced_parity_lift_c1,619,d5:r206:peven:b1,2.611746871334388875e-01,1/3
466,d5:r155:peven:b1,1,advanced_parity_lift_c1,133,d5:r44:peven:b1,2.611746871334388875e-01,1/3
466,d5:r155:peven:b1,2,advanced_parity_lift_c1,376,d5:r125:peven:b1,2.611746871334388875e-01,1/3
467,d5:r155:peven:b2,,retarded,404,d5:r134:peven:b2,3.086419753086419582e-01,1
467,d5:r155:peven:b2,0,advanced_parity_lift_c1,619,d5:r206:peven:b1,2.611746871334388875e-01,1/3
467,d5:r155:peven:b2,1,advanced_parity_lift_c1,133,d5:r44:peven:b1,2.611746871334388875e-01,1/3
467,d5:r155:peven:b2,2,advanced_parity_lift_c1,376,d5:r125:peven:b1,2.611746871334388875e-01,1/3
468,d5:r156:podd:b0,,retarded,416,d5:r138:peven:b2,3.086419753086419582e-01,1
469,d5:r156:peven:b1,,retarded,416,d5:r138:peven:b2,3.086419753086419582e-01,1
470,d5:r156:peven:b2,,retarded,416,d5:r138:peven:b2,3.086419753086419582e-01,1
471,d5:r157:podd:b0,,retarded,428,d5:r142:peven:b2,3.086419753086419582e-01,1
472,d5:r157:peven:b1,,retarded,428,d5:r142:peven:b2,3.086419753086419582e-01,1
473,d5:r157:peven:b2,,retarded,428,d5:r142:peven:b2,3.086419753086419582e-01,1
474,d5:r158:podd:b0,,retarded,440,d5:r146:peven:b2,3.086419753086419582e-01,1
475,d5:r158:peven:b1,,retarded,440,d5:r146:peven:b2,3.086419753086419582e-01,1
476,d5:r158:peven:b2,,retarded,440,d5:r146:peven:b2,3.086419753086419582e-01,1
477,d5:r159:podd:b0,,retarded,452,d5:r150:peven:b2,3.086419753086419582e-01,1
478,d5:r159:peven:b1,,retarded,452,d5:r150:peven:b2,3.086419753086419582e-01,1
479,d5:r159:peven:b2,,retarded,452,d5:r150:peven:b2,3.086419753086419582e-01,1
480,d5:r160:podd:b0,,retarded,464,d5:r154:peven:b2,3.086419753086419582e-01,1
481,d5:r160:peven:b1,,retarded,464,d5:r154:peven:b2,3.086419753086419582e-01,1
482,d5:r160:peven:b2,,retarded,464,d5:r154:peven:b2,3.086419753086419582e-01,1
483,d5:r161:podd:b0,,retarded,476,d5:r158:peven:b2,3.086419753086419582e-01,1
483,d5:r161:podd:b0,0,advanced_direct_c2,321,d5:r107:podd:b0,4.701144368401899420e-01,1/3
483,d5:r161:podd:b0,1,advanced_direct_c2,78,d5:r26:podd:b0,4.701144368401899420e-01,1/3
483,d5:r161:podd:b0,2,advanced_direct_c2,564,d5:r188:podd:b0,4.701144368401899420e-01,1/3
484,d5:r161:peven:b1,,retarded,476,d5:r158:peven:b2,3.086419753086419582e-01,1
484,d5:r161:peven:b1,0,advanced_direct_c2,321,d5:r107:podd:b0,4.701144368401899420e-01,1/3
484,d5:r161:peven:b1,1,advanced_direct_c2,78,d5:r26:podd:b0,4.701144368401899420e-01,1/3
484,d5:r161:peven:b1,2,advanced_direct_c2,564,d5:r188:podd:b0,4.701144368401899420e-01,1/3
485,d5:r161:peven:b2,,retarded,476,d5:r158:peven:b2,3.086419753086419582e-01,1
485,d5:r161:peven:b2,0,advanced_direct_c2,321,d5:r107:podd:b0,4.701144368401899420e-01,1/3
485,d5:r161:peven:b2,1,advanced_direct_c2,78,d5:r26:podd:b0,4.701144368401899420e-01,1/3
485,d5:r161:peven:b2,2,advanced_direct_c2,564,d5:r188:podd:b0,4.701144368401899420e-01,1/3
486,d5:r162:podd:b0,,retarded,488,d5:r162:peven:b2,3.086419753086419582e-01,1
487,d5:r162:peven:b1,,retarded,488,d5:r162:peven:b2,3.086419753086419582e-01,1
488,d5:r162:peven:b2,,retarded,488,d5:r162:peven:b2,3.086419753086419582e-01,1
489,d5:r163:podd:b0,,retarded,500,d5:r166:peven:b2,3.086419753086419582e-01,1
490,d5:r163:peven:b1,,retarded,500,d5:r166:peven:b2,3.086419753086419582e-01,1
491,d5:r163:peven:b2,,retarded,500,d5:r166:peven:b2,3.086419753086419582e-01,1
492,d5:r164:podd:b0,,retarded,512,d5:r170:peven:b2,3.086419753086419582e-01,1
492,d5:r164:podd:b0,0,advanced_parity_lift_c1,655,d5:r218:peven:b1,2.611746871334388875e-01,1/3
492,d5:r164:podd:b0,1,advanced_parity_lift_c1,169,d5:r56:peven:b1,2.611746871334388875e-01,1/3
492,d5:r164:podd:b0,2,advanced_parity_lift_c1,412,d5:r137:peven:b1,2.611746871334388875e-01,1/3
493,d5:r164:peven:b1,,retarded,512,d5:r170:peven:b2,3.086419753086419582e-01,1
493,d5:r164:peven:b1,0,advanced_parity_lift_c1,655,d5:r218:peven:b1,2.611746871334388875e-01,1/3
493,d5:r164:peven:b1,1,advanced_parity_lift_c1,169,d5:r56:peven:b1,2.611746871334388875e-01,1/3
493,d5:r164:peven:b1,2,advanced_parity_lift_c1,412,d5:r137:peven:b1,2.611746871334388875e-01,1/3
494,d5:r164:peven:b2,,retarded,512,d5:r170:peven:b2,3.086419753086419582e-01,1
494,d5:r164:peven:b2,0,advanced_parity_lift_c1,655,d5:r218:peven:b1,2.611746871334388875e-01,1/3
494,d5:r164:peven:b2,1,advanced_parity_lift_c1,169,d5:r56:peven:b1,2.611746871334388875e-01,1/3
494,d5:r164:peven:b2,2,advanced_parity_lift_c1,412,d5:r137:peven:b1,2.611746871334388875e-01,1/3
495,d5:r165:podd:b0,,retarded,524,d5:r174:peven:b2,3.086419753086419582e-01,1
496,d5:r165:peven:b1,,retarded,524,d5:r174:peven:b2,3.086419753086419582e-01,1
497,d5:r165:peven:b2,,retarded,524,d5:r174:peven:b2,3.086419753086419582e-01,1
498,d5:r166:podd:b0,,retarded,536,d5:r178:peven:b2,3.086419753086419582e-01,1
499,d5:r166:peven:b1,,retarded,536,d5:r178:peven:b2,3.086419753086419582e-01,1
500,d5:r166:peven:b2,,retarded,536,d5:r178:peven:b2,3.086419753086419582e-01,1
501,d5:r167:podd:b0,,retarded,548,d5:r182:peven:b2,3.086419753086419582e-01,1
502,d5:r167:peven:b1,,retarded,548,d5:r182:peven:b2,3.086419753086419582e-01,1
503,d5:r167:peven:b2,,retarded,548,d5:r182:peven:b2,3.086419753086419582e-01,1
504,d5:r168:podd:b0,,retarded,560,d5:r186:peven:b2,3.086419753086419582e-01,1
505,d5:r168:peven:b1,,retarded,560,d5:r186:peven:b2,3.086419753086419582e-01,1
506,d5:r168:peven:b2,,retarded,560,d5:r186:peven:b2,3.086419753086419582e-01,1
507,d5:r169:podd:b0,,retarded,572,d5:r190:peven:b2,3.086419753086419582e-01,1
508,d5:r169:peven:b1,,retarded,572,d5:r190:peven:b2,3.086419753086419582e-01,1
509,d5:r169:peven:b2,,retarded,572,d5:r190:peven:b2,3.086419753086419582e-01,1
510,d5:r170:podd:b0,,retarded,584,d5:r194:peven:b2,3.086419753086419582e-01,1
510,d5:r170:podd:b0,0,advanced_direct_c2,339,d5:r113:podd:b0,4.701144368401899420e-01,1/3
510,d5:r170:podd:b0,1,advanced_direct_c2,96,d5:r32:podd:b0,4.701144368401899420e-01,1/3
510,d5:r170:podd:b0,2,advanced_direct_c2,582,d5:r194:podd:b0,4.701144368401899420e-01,1/3
511,d5:r170:peven:b1,,retarded,584,d5:r194:peven:b2,3.086419753086419582e-01,1
511,d5:r170:peven:b1,0,advanced_direct_c2,339,d5:r113:podd:b0,4.701144368401899420e-01,1/3
511,d5:r170:peven:b1,1,advanced_direct_c2,96,d5:r32:podd:b0,4.701144368401899420e-01,1/3
511,d5:r170:peven:b1,2,advanced_direct_c2,582,d5:r194:podd:b0,4.701144368401899420e-01,1/3
512,d5:r170:peven:b2,,retarded,584,d5:r194:peven:b2,3.086419753086419582e-01,1
512,d5:r170:peven:b2,0,advanced_direct_c2,339,d5:r113:podd:b0,4.701144368401899420e-01,1/3
512,d5:r170:peven:b2,1,advanced_direct_c2,96,d5:r32:podd:b0,4.701144368401899420e-01,1/3
512,d5:r170:peven:b2,2,advanced_direct_c2,582,d5:r194:podd:b0,4.701144368401899420e-01,1/3
513,d5:r171:podd:b0,,retarded,596,d5:r198:peven:b2,3.086419753086419582e-01,1
514,d5:r171:peven:b1,,retarded,596,d5:r198:peven:b2,3.086419753086419582e-01,1
515,d5:r171:peven:b2,,retarded,596,d5:r198:peven:b2,3.086419753086419582e-01,1
516,d5:r172:podd:b0,,retarded,608,d5:r202:peven:b2,3.086419753086419582e-01,1
517,d5:r172:peven:b1,,retarded,608,d5:r202:peven:b2,3.086419753086419582e-01,1
518,d5:r172:peven:b2,,retarded,608,d5:r202:peven:b2,3.086419753086419582e-01,1
519,d5:r173:podd:b0,,retarded,620,d5:r206:peven:b2,3.086419753086419582e-01,1
519,d5:r173:podd:b0,0,advanced_parity_lift_c1,691,d5:r230:peven:b1,2.611746871334388875e-01,1/3
519,d5:r173:podd:b0,1,advanced_parity_lift_c1,205,d5:r68:peven:b1,2.611746871334388875e-01,1/3
519,d5:r173:podd:b0,2,advanced_parity_lift_c1,448,d5:r149:peven:b1,2.611746871334388875e-01,1/3
520,d5:r173:peven:b1,,retarded,620,d5:r206:peven:b2,3.086419753086419582e-01,1
520,d5:r173:peven:b1,0,advanced_parity_lift_c1,691,d5:r230:peven:b1,2.611746871334388875e-01,1/3
520,d5:r173:peven:b1,1,advanced_parity_lift_c1,205,d5:r68:peven:b1,2.611746871334388875e-01,1/3
520,d5:r173:peven:b1,2,advanced_parity_lift_c1,448,d5:r149:peven:b1,2.611746871334388875e-01,1/3
521,d5:r173:peven:b2,,retarded,620,d5:r206:peven:b2,3.086419753086419582e-01,1
521,d5:r173:peven:b2,0,advanced_parity_lift_c1,691,d5:r230:peven:b1,2.611746871334388875e-01,1/3
521,d5:r173:peven:b2,1,advanced_parity_lift_c1,205,d5:r68:peven:b1,2.611746871334388875e-01,1/3
521,d5:r173:peven:b2,2,advanced_parity_lift_c1,448,d5:r149:peven:b1,2.611746871334388875e-01,1/3
522,d5:r174:podd:b0,,retarded,632,d5:r210:peven:b2,3.086419753086419582e-01,1
523,d5:r174:peven:b1,,retarded,632,d5:r210:peven:b2,3.086419753086419582e-01,1
524,d5:r174:peven:b2,,retarded,632,d5:r210:peven:b2,3.086419753086419582e-01,1
