source_id,source,deep_lift,channel,tail_weight_decimal,multiplicity,tail_name
690,d5:r230:podd:b0,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
691,d5:r230:peven:b1,0,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
691,d5:r230:peven:b1,1,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
691,d5:r230:peven:b1,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
692,d5:r230:peven:b2,0,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
692,d5:r230:peven:b2,1,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
692,d5:r230:peven:b2,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
717,d5:r239:podd:b0,0,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
717,d5:r239:podd:b0,1,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
717,d5:r239:podd:b0,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
718,d5:r239:peven:b1,0,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
718,d5:r239:peven:b1,1,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
718,d5:r239:peven:b1,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
719,d5:r239:peven:b2,0,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
719,d5:r239:peven:b2,1,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
719,d5:r239:peven:b2,2,advanced_sterile_tail_c0,4.701144368401899420e-01,1/3,Q_boundary_or_sterile
