core_local_id,state_id,state,residue_mod_9,bucket,integer_weight_over_D,rational_weight_decimal,lhs_wM_decimal,rhs_1_plus_delta_w_decimal,ratio_lhs_over_rhs,passes
179,539,d5:r179:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
180,546,d5:r182:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
181,547,d5:r182:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
182,548,d5:r182:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
183,555,d5:r185:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
184,556,d5:r185:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
185,557,d5:r185:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
186,564,d5:r188:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
187,565,d5:r188:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
188,566,d5:r188:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
189,573,d5:r191:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
190,574,d5:r191:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
191,575,d5:r191:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
192,582,d5:r194:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
193,583,d5:r194:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
194,584,d5:r194:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
195,591,d5:r197:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
196,592,d5:r197:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
197,593,d5:r197:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
198,600,d5:r200:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
199,601,d5:r200:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
200,602,d5:r200:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
201,609,d5:r203:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
202,610,d5:r203:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
203,611,d5:r203:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
204,618,d5:r206:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
205,619,d5:r206:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
206,620,d5:r206:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
207,627,d5:r209:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
208,628,d5:r209:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
209,629,d5:r209:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
210,636,d5:r212:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
211,637,d5:r212:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
212,638,d5:r212:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
213,645,d5:r215:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
214,646,d5:r215:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
215,647,d5:r215:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
216,654,d5:r218:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
217,655,d5:r218:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
218,656,d5:r218:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
219,663,d5:r221:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
220,664,d5:r221:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
221,665,d5:r221:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
222,672,d5:r224:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
223,673,d5:r224:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
224,674,d5:r224:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
225,681,d5:r227:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
226,682,d5:r227:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
227,683,d5:r227:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
228,690,d5:r230:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
229,691,d5:r230:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
230,692,d5:r230:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
231,699,d5:r233:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
232,700,d5:r233:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
233,701,d5:r233:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
234,708,d5:r236:podd:b0,2,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
235,709,d5:r236:peven:b1,2,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
236,710,d5:r236:peven:b2,2,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
237,717,d5:r239:podd:b0,5,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
238,718,d5:r239:peven:b1,5,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
239,719,d5:r239:peven:b2,5,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
240,726,d5:r242:podd:b0,8,0,5581,5.581000000000000023e-03,5.803562722792145537e-03,5.636809999999999911e-03,1.029582817727073607e+00,yes
241,727,d5:r242:peven:b1,8,1,3100,3.099999999999999891e-03,3.224201512662303124e-03,3.131000000000000102e-03,1.029767330776845347e+00,yes
242,728,d5:r242:peven:b2,8,2,3664,3.664000000000000156e-03,3.810185185185184682e-03,3.700640000000000266e-03,1.029601686515084991e+00,yes
